序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
52,新竹縣,2005/08,湖口,3.7,0.25,-,25.6,44,24,15.19,4.78,10.41,-,-,-,28.46,-,-,77.67,-
53,苗栗縣,2005/08,苗栗,3.0,0.31,-,24.5,38,24,12.91,3.18,9.73,-,-,-,29.21,-,-,73.32,-
54,苗栗縣,2005/08,頭份,4.2,0.24,-,22.3,41,27,15.36,4.09,11.28,-,-,-,27.55,-,-,76.13,-
55,苗栗縣,2005/08,三義,2.4,0.22,-,29.7,43,24,9.81,2.05,7.77,1.935,0.205,1.73,25.7,-,-,81.79,-
56,彰化縣,2005/08,彰化,4.6,0.37,-,20.4,54,34,19.74,5.78,13.96,2.027,0.197,1.83,30.98,-,-,72.6,-
57,彰化縣,2005/08,線西,3.0,0.17,-,26.1,46,28,11.3,2.41,8.88,-,-,-,29.5,-,-,76.09,-
58,彰化縣,2005/08,二林,2.7,0.18,-,29.1,50,30,8.77,2.56,6.21,-,-,-,28.92,-,-,72.96,-
59,南投縣,2005/08,南投,2.4,0.38,-,25.4,44,24,13.93,3.46,10.47,2.017,0.135,1.882,28.53,-,-,76.31,-
60,南投縣,2005/08,埔里,2.8,0.34,-,24.5,39,25,10.23,1.97,8.25,-,-,-,25.41,-,-,75.38,-
61,南投縣,2005/08,竹山,2.9,0.19,-,25.4,46,26,8.4,1.61,6.78,-,-,-,28.1,-,-,77.64,-
62,雲林縣,2005/08,斗六,3.8,0.32,-,25.3,51,32,10.17,2.42,7.75,-,-,-,29.23,-,-,73.33,-
63,雲林縣,2005/08,崙背,2.1,0.21,-,27.7,48,31,-,-,-,-,-,-,-,-,-,77.8,-
64,雲林縣,2005/08,臺西,6.1,0.19,-,31.2,42,22,-,-,-,-,-,-,27.79,-,-,78.55,-
65,嘉義縣,2005/08,朴子,2.8,0.28,-,25.9,56,28,10.11,2.71,7.39,-,-,-,28.75,-,-,75.35,-
66,嘉義縣,2005/08,新港,2.2,0.25,-,25.7,53,32,11.38,2.72,8.66,-,-,-,28.64,-,-,77.69,-
67,屏東縣,2005/08,屏東,3.7,0.48,-,25.5,60,34,16.01,3.83,12.18,2.114,0.194,1.92,28.88,-,-,74.47,-
68,屏東縣,2005/08,潮州,2.9,0.24,-,25.6,53,29,9.13,2.06,7.06,-,-,-,28.73,-,-,78.65,-
69,屏東縣,2005/08,恆春,2.0,-,385.89,22.8,25,14,2.54,0.8,1.7,-,-,-,27.87,-,-,80.52,-
70,臺東縣,2005/08,臺東,2.0,0.34,-,21.0,43,14,8.92,4.04,4.88,2.099,0.248,1.851,29.05,-,-,75.98,-
71,臺東縣,2005/08,關山,-,0.12,-,-,-,-,-,-,-,-,-,-,28.51,-,-,76.35,-
72,花蓮縣,2005/08,花蓮,1.8,0.35,-,11.2,38,15,11.82,4.54,7.27,1.956,0.16,1.796,30.31,-,-,72.24,-
73,澎湖縣,2005/08,馬公,2.4,0.2,-,30.8,43,20,6.12,1.38,4.71,-,-,-,28.85,-,-,79.21,-
74,金門縣,2005/08,金門,4.9,0.26,-,29.8,51,27,11.44,3.65,7.78,1.998,0.163,1.835,27.93,-,-,-,-
75,連江縣,2005/08,馬祖,2.1,0.17,-,34.4,42,20,4.47,1.09,3.35,1.794,0.106,1.688,28.1,-,-,81.45,-
,,,,,,,,,,,,,,,,,,,,
