序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
31,高雄市,2004/07,前鎮,6.5,-,-,14.9,40,-,24.89,8.32,16.57,-,-,-,29.61,-,-,73.87,-
32,高雄市,2004/07,復興,8.2,0.85,-,10.5,-,-,28.85,9.66,19.19,-,-,-,28.45,-,-,-,-
33,高雄市,2004/07,小港,9.0,0.31,-,16.3,38,-,25.13,7.24,17.93,-,-,-,29.2,-,-,75.65,-
34,高雄市,2004/07,鳳山,5.7,0.43,-,17.2,55,39,18.31,3.99,14.31,-,-,-,29.93,-,-,73.78,-
35,高雄市,2004/07,林園,5.2,0.23,-,28.9,44,26,12.52,4.44,8.04,-,-,-,29.43,-,-,82.62,-
36,高雄市,2004/07,大寮,6.9,0.36,-,16.7,41,-,-,-,-,-,-,-,29.0,-,-,77.71,-
37,高雄市,2004/07,仁武,7.2,0.27,-,18.5,44,-,23.34,5.92,17.41,2.177,0.11,2.067,27.6,-,-,78.8,-
38,高雄市,2004/07,橋頭,5.5,0.24,-,21.3,42,-,22.45,5.03,17.44,-,-,-,28.38,-,-,78.77,-
39,高雄市,2004/07,美濃,0.8,0.37,-,27.4,33,-,6.94,0.8,6.14,-,-,-,27.55,-,-,-,-
40,基隆市,2004/07,基隆,5.9,0.37,-,22.2,37,-,22.0,5.68,16.34,-,-,-,29.9,-,-,70.52,-
41,新竹市,2004/07,新竹,3.3,0.36,-,18.2,35,-,21.3,6.44,14.88,-,-,-,28.6,-,-,73.86,-
42,嘉義市,2004/07,嘉義,2.3,0.32,-,23.2,38,-,12.6,2.08,10.66,-,-,-,28.37,-,-,73.81,-
43,宜蘭縣,2004/07,宜蘭,-,0.23,385.63,18.1,25,-,10.76,2.46,8.28,-,-,-,29.14,-,-,72.48,-
44,宜蘭縣,2004/07,冬山,2.8,0.54,-,12.7,34,-,18.71,6.09,12.62,2.099,0.134,1.965,28.96,-,-,70.02,-
45,桃園市,2004/07,桃園,9.3,0.41,-,11.9,46,-,27.05,6.26,20.8,2.74,0.576,2.163,29.51,-,-,70.98,-
46,桃園市,2004/07,中壢,5.8,0.95,-,17.2,49,-,51.79,27.64,24.17,2.845,0.842,2.003,28.83,-,-,69.94,-
47,桃園市,2004/07,大園,3.8,0.28,-,24.4,38,-,19.06,5.95,13.16,-,-,-,29.56,-,-,72.23,-
48,桃園市,2004/07,龍潭,3.8,0.3,-,23.2,33,-,19.21,3.62,15.59,-,-,-,27.75,-,-,74.08,-
49,桃園市,2004/07,平鎮,2.7,0.62,-,14.2,38,-,21.2,5.22,15.98,2.18,0.17,2.011,28.98,-,-,-,-
50,桃園市,2004/07,觀音,4.0,0.17,-,25.9,36,-,12.08,3.03,9.06,-,-,-,28.57,-,-,69.19,-
51,新竹縣,2004/07,竹東,2.9,0.29,-,22.7,34,-,14.08,4.45,9.66,-,-,-,29.72,-,-,72.78,-
52,新竹縣,2004/07,湖口,1.8,0.26,-,23.7,32,-,17.17,4.3,12.87,-,-,-,27.48,-,-,73.16,-
53,苗栗縣,2004/07,苗栗,2.9,0.36,-,23.0,35,-,-,-,-,-,-,-,31.26,-,-,71.14,-
54,苗栗縣,2004/07,頭份,6.0,0.31,-,11.3,43,-,18.41,4.71,13.71,-,-,-,28.26,-,-,71.67,-
55,苗栗縣,2004/07,三義,1.5,0.18,-,29.4,45,-,10.02,1.32,8.75,-,-,-,27.19,-,-,79.73,-
56,彰化縣,2004/07,彰化,2.9,0.37,-,17.7,45,-,19.57,4.34,15.23,2.443,0.206,2.236,27.9,-,-,-,-
57,彰化縣,2004/07,線西,2.0,0.22,-,21.5,35,-,-,-,-,-,-,-,29.46,-,-,76.18,-
58,彰化縣,2004/07,二林,1.4,0.2,-,22.9,41,-,9.66,1.63,8.09,-,-,-,29.17,-,-,77.01,-
59,南投縣,2004/07,南投,1.0,0.22,-,21.0,35,-,9.7,2.14,7.63,-,-,-,28.98,-,-,73.97,-
60,南投縣,2004/07,埔里,-,-,-,-,-,-,-,-,-,-,-,-,26.77,-,-,74.5,-
61,南投縣,2004/07,竹山,1.6,0.26,-,27.6,33,-,8.79,1.91,6.95,-,-,-,28.47,-,-,75.87,-
62,雲林縣,2004/07,斗六,2.9,0.3,-,24.6,40,-,11.77,2.1,9.74,-,-,-,28.74,-,-,72.94,-
63,雲林縣,2004/07,崙背,1.3,0.21,-,21.4,40,-,12.24,3.12,9.21,-,-,-,28.94,-,-,76.56,-
64,雲林縣,2004/07,臺西,1.7,0.1,-,21.7,31,-,8.63,2.21,6.47,-,-,-,27.53,-,-,76.99,-
65,嘉義縣,2004/07,朴子,2.5,0.24,-,19.5,28,-,-,-,-,-,-,-,33.67,-,-,74.07,-
66,嘉義縣,2004/07,新港,2.0,0.24,-,22.7,37,-,-,-,-,-,-,-,28.06,-,-,75.8,-
67,屏東縣,2004/07,屏東,4.0,0.5,-,15.5,39,-,16.93,2.72,14.22,3.029,0.244,2.785,28.43,-,-,76.01,-
68,屏東縣,2004/07,潮州,2.8,0.18,-,18.4,39,-,-,-,-,-,-,-,29.58,-,-,77.15,-
69,屏東縣,2004/07,恆春,0.7,0.05,379.58,18.2,19,-,-,-,-,-,-,-,27.78,-,-,79.54,-
70,臺東縣,2004/07,臺東,0.8,0.37,-,17.5,27,-,8.05,2.59,5.47,1.913,0.071,1.843,28.05,-,-,78.08,-
71,花蓮縣,2004/07,花蓮,0.7,0.3,-,12.1,28,-,12.04,3.9,8.14,2.019,0.11,1.909,29.11,-,-,-,-
72,澎湖縣,2004/07,馬公,0.7,0.1,-,26.5,21,-,5.4,1.25,4.18,-,-,-,28.55,-,-,80.59,-
73,金門縣,2004/07,金門,3.9,0.19,-,23.9,31,-,10.59,3.65,6.94,-,-,-,28.6,-,-,-,-
74,連江縣,2004/07,馬祖,1.6,0.16,-,29.4,39,-,4.94,1.07,3.88,-,-,-,27.77,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
