序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/07,松山,5.1,0.5,391.72,21.5,46,-,35.61,12.22,23.43,-,-,-,29.92,-,-,65.84,-
2,臺北市,2004/07,古亭,3.2,0.59,-,19.4,40,19,33.2,13.57,19.66,-,-,-,32.25,-,-,62.84,-
3,臺北市,2004/07,中山,3.8,0.73,-,18.4,42,-,51.54,20.15,31.43,2.735,0.691,-,32.26,-,-,65.22,-
4,臺北市,2004/07,大同,5.3,0.97,-,13.1,42,-,66.45,35.42,31.03,2.847,0.556,2.291,30.25,-,-,-,-
5,臺北市,2004/07,萬華,3.4,0.55,-,20.5,43,-,27.43,7.08,20.35,-,-,-,30.79,-,-,67.11,-
6,臺北市,2004/07,陽明,1.6,0.14,376.79,33.8,26,-,5.97,1.21,4.86,-,-,-,-,-,-,-,-
7,臺北市,2004/07,士林,-,0.42,-,-,38,-,28.03,8.68,19.38,-,-,-,29.83,-,-,69.14,-
8,新北市,2004/07,板橋,6.1,0.51,-,23.6,49,-,34.18,10.52,23.68,-,-,-,29.92,-,-,66.39,-
9,新北市,2004/07,三重,6.0,1.53,-,-,56,-,116.63,84.93,31.74,-,0.669,1.99,-,-,-,-,-
10,新北市,2004/07,菜寮,4.6,0.83,-,19.3,39,-,39.59,14.15,25.43,-,-,-,30.06,-,-,66.57,-
11,新北市,2004/07,永和,3.5,1.28,-,16.3,42,-,51.82,25.85,25.97,2.617,0.634,1.983,27.96,-,-,65.07,-
12,新北市,2004/07,新莊,10.5,0.5,-,21.6,41,-,33.75,9.97,23.78,3.086,0.869,2.217,30.37,-,-,68.5,-
13,新北市,2004/07,新店,4.9,0.47,-,21.8,34,-,17.11,3.9,13.21,-,-,-,28.05,-,-,70.54,-
14,新北市,2004/07,淡水,2.8,0.44,-,23.3,32,-,22.52,5.06,17.44,-,-,-,30.38,-,-,-,-
15,新北市,2004/07,汐止,3.5,0.43,-,24.9,33,-,26.52,10.59,15.97,-,-,-,29.8,-,-,67.18,-
16,新北市,2004/07,土城,3.5,0.59,-,20.9,43,-,33.05,12.96,20.1,-,-,-,29.27,-,-,-,-
17,新北市,2004/07,林口,4.5,0.29,-,22.7,40,-,25.12,6.43,18.69,-,-,-,27.88,-,-,72.62,-
18,新北市,2004/07,萬里,3.9,0.15,-,22.4,21,-,11.26,1.83,9.41,-,-,-,29.42,-,-,73.04,-
19,臺中市,2004/07,西屯,1.6,0.53,-,19.4,45,-,18.96,4.62,14.36,2.796,0.296,2.501,28.72,-,-,71.19,-
20,臺中市,2004/07,忠明,2.3,0.49,-,11.5,38,35,21.43,4.99,16.44,-,-,-,29.65,-,-,70.64,-
21,臺中市,2004/07,豐原,-,0.58,-,21.4,41,-,12.5,2.31,10.2,-,-,-,28.84,-,-,72.5,-
22,臺中市,2004/07,沙鹿,2.9,0.26,-,22.2,35,-,15.6,3.07,12.53,-,-,-,28.29,-,-,73.01,-
23,臺中市,2004/07,大里,2.7,0.44,393.7,23.8,45,-,16.64,2.72,13.92,-,-,-,27.08,-,-,73.2,-
24,臺南市,2004/07,新營,2.1,0.25,-,21.0,36,-,11.71,2.03,9.67,-,-,-,29.47,-,-,78.65,-
25,臺南市,2004/07,善化,5.0,0.2,-,22.6,36,-,13.18,4.68,8.54,-,-,-,29.23,-,-,77.89,-
26,臺南市,2004/07,安南,3.7,0.27,-,20.2,39,-,15.22,3.73,11.5,-,-,-,28.3,-,-,72.21,-
27,臺南市,2004/07,臺南,2.4,0.49,-,32.3,28,-,13.01,2.14,10.87,1.949,0.106,1.844,28.49,-,-,74.4,-
28,高雄市,2004/07,左營,4.9,0.34,-,15.4,36,-,18.6,4.4,14.23,2.277,0.252,2.025,28.98,-,-,74.52,-
29,高雄市,2004/07,楠梓,4.4,0.31,-,14.4,36,-,18.0,5.08,12.92,1.996,0.168,1.827,30.05,-,-,74.54,-
30,高雄市,2004/07,前金,4.9,-,-,19.3,37,-,15.08,3.52,11.57,-,-,-,29.03,-,-,75.22,-
