序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
25,臺南市,1999/10,善化,5.7,0.48,32.3,71.0,-,23,4.38,19.05,-,-,-,26.35,-,-,-
26,臺南市,1999/10,安南,5.8,0.6,-,77.0,-,26,5.51,20.26,-,-,-,25.78,-,-,-
27,臺南市,1999/10,臺南,9.5,0.87,31.5,76.0,-,34,8.13,25.9,2.71,0.42,2.29,26.03,-,-,-
28,高雄市,1999/10,左營,8.5,0.85,37.5,80.0,-,32,7.37,24.79,2.57,0.27,2.3,26.34,-,-,-
29,高雄市,1999/10,楠梓,6.7,0.64,32.9,84.0,-,32,7.71,24.23,2.98,0.39,2.59,26.26,-,-,-
30,高雄市,1999/10,前金,8.8,0.78,34.6,74.0,-,31,7.36,23.58,-,-,-,27.67,-,-,-
31,高雄市,1999/10,前鎮,12.4,-,-,96.0,-,51,13.93,37.08,2.77,0.51,2.26,26.82,-,-,-
32,高雄市,1999/10,復興,11.7,1.29,-,105.0,-,57,20.19,36.96,3.05,0.92,2.13,26.56,-,-,-
33,高雄市,1999/10,小港,17.3,1.06,29.2,99.0,-,55,16.12,38.42,2.73,0.53,2.19,27.07,-,-,-
34,高雄市,1999/10,鳳山,11.6,1.06,32.1,96.0,51,42,9.97,31.98,-,-,-,26.86,-,-,-
35,高雄市,1999/10,林園,7.3,0.62,39.6,78.0,65,20,4.06,15.62,2.55,0.36,2.19,27.15,-,-,-
36,高雄市,1999/10,大寮,8.3,0.76,35.2,113.0,-,33,4.34,29.05,3.12,0.42,2.7,27.03,-,-,-
37,高雄市,1999/10,仁武,11.5,0.67,32.6,104.0,-,40,10.66,29.36,-,-,-,26.39,-,-,-
38,高雄市,1999/10,橋頭,6.9,0.66,30.8,77.0,-,31,6.19,24.77,2.62,0.19,2.43,25.57,-,-,-
39,高雄市,1999/10,美濃,2.2,0.52,35.4,87.0,-,13,0.98,12.29,-,-,-,26.38,-,-,-
40,基隆市,1999/10,基隆,1.9,0.58,30.5,49.0,-,22,4.72,17.1,2.84,0.3,2.55,24.86,-,-,-
41,新竹市,1999/10,新竹,5.0,0.68,28.3,40.0,-,34,10.62,22.95,2.67,0.32,2.35,25.9,-,-,-
42,嘉義市,1999/10,嘉義,5.5,0.9,22.9,88.0,-,35,7.78,27.64,2.61,0.37,2.24,26.12,-,-,-
43,宜蘭縣,1999/10,宜蘭,1.1,0.51,23.4,29.0,-,15,2.96,12.22,-,-,-,24.02,-,-,-
44,宜蘭縣,1999/10,冬山,1.4,0.45,17.7,34.0,-,24,9.21,15.22,2.48,0.2,2.29,24.72,-,-,-
45,桃園市,1999/10,桃園,8.1,0.66,21.2,37.0,-,31,7.04,24.02,2.29,0.28,2.01,24.69,-,-,-
46,桃園市,1999/10,中壢,6.5,1.18,-,36.0,-,58,24.74,33.3,-,-,-,24.47,-,-,-
47,桃園市,1999/10,大園,3.1,0.34,30.9,33.0,-,21,4.82,16.18,-,-,-,25.36,-,-,-
48,桃園市,1999/10,龍潭,2.9,0.54,24.0,44.0,-,26,5.96,19.85,-,-,-,23.66,-,-,-
49,桃園市,1999/10,平鎮,5.4,0.69,21.6,35.0,-,32,7.4,24.18,2.36,0.16,2.2,24.79,-,-,-
50,桃園市,1999/10,觀音,5.8,0.36,31.0,42.0,-,22,4.75,16.79,2.56,0.15,2.41,24.68,-,-,-
51,新竹縣,1999/10,竹東,1.5,0.53,31.6,51.0,-,20,3.97,16.04,-,-,-,25.3,-,-,-
52,新竹縣,1999/10,湖口,3.0,0.5,29.9,47.0,-,24,6.1,17.56,-,-,-,24.74,-,-,-
53,苗栗縣,1999/10,苗栗,4.3,0.63,19.4,-,-,34,10.52,23.21,-,-,-,25.35,-,-,-
54,苗栗縣,1999/10,頭份,21.0,-,-,59.0,-,32,10.34,21.94,2.01,0.19,1.82,24.52,-,-,-
55,苗栗縣,1999/10,三義,2.4,0.39,30.7,59.0,-,23,5.38,17.31,2.77,0.9,1.87,23.15,-,-,-
56,彰化縣,1999/10,彰化,3.8,0.84,19.1,83.0,-,40,12.52,27.68,2.8,0.4,2.41,25.84,-,-,-
57,彰化縣,1999/10,線西,5.9,-,-,60.0,-,27,5.99,20.8,2.44,0.19,2.25,25.19,-,-,-
58,彰化縣,1999/10,二林,3.2,0.43,29.6,69.0,-,21,5.72,15.09,-,-,-,25.79,-,-,-
59,南投縣,1999/10,南投,1.9,0.7,22.0,91.0,-,33,7.52,25.94,-,-,-,24.84,-,-,-
60,南投縣,1999/10,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,南投縣,1999/10,竹山,-,0.55,22.9,104.0,-,31,7.52,23.59,-,-,-,-,-,-,-
62,雲林縣,1999/10,斗六,4.9,0.64,21.8,77.0,-,28,7.06,20.58,-,-,-,26.0,-,-,-
63,雲林縣,1999/10,崙背,3.1,0.42,24.3,88.0,-,23,4.71,18.24,2.0,0.12,1.88,25.39,-,-,-
64,雲林縣,1999/10,臺西,2.6,0.23,33.8,66.0,-,15,2.23,12.71,-,-,-,24.91,-,-,-
65,嘉義縣,1999/10,朴子,1.5,-,44.3,75.0,-,-,-,-,-,-,-,25.89,-,-,-
66,嘉義縣,1999/10,新港,3.2,0.5,27.5,70.0,-,22,4.71,17.17,-,-,-,25.1,-,-,-
67,屏東縣,1999/10,屏東,5.1,0.77,35.7,77.0,-,23,3.06,20.09,2.61,0.34,2.27,27.0,-,-,-
68,屏東縣,1999/10,潮州,3.3,0.46,43.4,104.0,-,-,-,-,-,-,-,26.2,-,-,-
69,屏東縣,1999/10,恆春,0.0,0.19,30.5,16.0,-,-,-,-,-,-,-,25.47,-,-,-
70,臺東縣,1999/10,臺東,0.3,0.41,10.6,30.0,-,10,2.96,7.24,2.07,0.06,2.01,25.54,-,-,-
71,花蓮縣,1999/10,花蓮,0.4,0.56,17.8,25.0,-,18,5.44,12.06,2.12,0.22,1.9,25.07,-,-,-
72,連江縣,1999/10,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
