序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
28,高雄市,2001/05,左營,6.0,0.76,36.3,56.0,-,21,3.9,17.04,2.3,0.23,2.07,27.47,-,-,-
29,高雄市,2001/05,楠梓,4.9,0.56,27.0,56.0,-,26,5.93,20.15,2.69,0.47,2.23,27.36,-,-,-
30,高雄市,2001/05,前金,6.2,0.74,30.1,43.0,-,20,3.01,16.98,-,-,-,27.43,-,-,-
31,高雄市,2001/05,前鎮,12.3,-,-,54.0,-,26,6.51,19.1,2.2,0.33,1.87,27.81,-,-,-
32,高雄市,2001/05,復興,9.5,1.04,-,67.0,-,36,10.16,26.24,2.65,0.56,2.09,27.87,-,-,-
33,高雄市,2001/05,小港,13.0,0.7,29.6,51.0,-,33,8.03,25.41,2.3,0.31,1.99,27.73,-,-,-
34,高雄市,2001/05,鳳山,8.8,1.06,32.5,69.0,43,29,7.92,21.27,-,-,-,28.27,-,-,-
35,高雄市,2001/05,林園,5.5,0.44,19.5,45.0,25,13,1.72,10.95,2.22,0.25,1.96,27.48,-,-,-
36,高雄市,2001/05,大寮,8.1,0.6,30.2,60.0,-,16,2.24,14.24,2.29,0.18,2.11,27.59,-,-,-
37,高雄市,2001/05,仁武,7.7,0.59,33.3,57.0,-,31,6.33,24.58,2.57,0.25,2.31,27.27,-,-,-
38,高雄市,2001/05,橋頭,2.0,0.54,26.5,43.0,-,23,5.62,17.68,2.28,0.12,2.16,26.92,-,-,-
39,高雄市,2001/05,美濃,0.8,0.46,31.9,60.0,-,11,1.02,9.49,-,-,-,26.61,-,-,-
40,基隆市,2001/05,基隆,5.5,0.76,28.3,-,-,32,8.63,23.77,2.55,0.26,2.29,24.58,-,-,-
41,新竹市,2001/05,新竹,4.6,0.67,25.0,43.0,-,28,6.08,21.6,2.33,0.21,2.12,26.22,-,-,-
42,嘉義市,2001/05,嘉義,3.3,0.7,25.5,65.0,-,24,3.75,20.56,2.18,0.22,1.96,27.1,-,-,-
43,宜蘭縣,2001/05,宜蘭,1.0,0.56,32.1,32.0,-,14,1.21,12.31,-,-,-,24.69,-,-,-
44,宜蘭縣,2001/05,冬山,1.7,0.53,22.0,33.0,-,19,4.76,13.89,2.3,0.13,2.17,24.35,-,-,-
45,桃園市,2001/05,桃園,9.1,0.8,24.8,45.0,-,32,5.98,25.86,2.34,0.33,2.01,24.92,-,-,-
46,桃園市,2001/05,中壢,5.7,1.45,-,56.0,-,62,26.53,35.14,2.83,0.69,2.15,24.64,-,-,-
47,桃園市,2001/05,大園,3.6,0.49,31.0,-,-,22,5.75,15.88,-,-,-,25.17,-,-,-
48,桃園市,2001/05,龍潭,3.4,0.61,30.5,54.0,-,27,4.39,22.4,-,-,-,24.17,-,-,-
49,桃園市,2001/05,平鎮,5.1,0.79,25.8,50.0,-,33,7.14,25.69,2.39,0.3,2.09,24.51,-,-,-
50,桃園市,2001/05,觀音,5.7,0.4,35.1,39.0,-,20,3.94,16.21,2.61,0.22,2.39,24.56,-,-,-
51,新竹縣,2001/05,竹東,2.3,0.58,25.5,47.0,-,20,3.11,16.7,-,-,-,25.42,-,-,-
52,新竹縣,2001/05,湖口,2.3,0.57,29.7,54.0,-,20,4.36,15.8,-,-,-,25.43,-,-,-
53,苗栗縣,2001/05,苗栗,3.2,0.58,26.5,36.0,-,24,4.38,19.12,-,-,-,25.43,-,-,-
54,苗栗縣,2001/05,頭份,12.8,-,-,-,-,27,7.19,19.96,2.38,0.17,2.21,26.37,-,-,-
55,苗栗縣,2001/05,三義,1.0,0.51,31.0,43.0,-,17,2.72,13.97,2.39,0.09,2.3,23.49,-,-,-
56,彰化縣,2001/05,彰化,4.4,0.7,20.7,58.0,-,33,7.34,25.24,2.53,0.29,2.23,26.95,-,-,-
57,彰化縣,2001/05,線西,1.6,-,-,49.0,-,20,3.53,16.32,2.35,0.12,2.23,25.69,-,-,-
58,彰化縣,2001/05,二林,1.7,0.39,26.8,68.0,-,16,2.41,13.58,-,-,-,26.83,-,-,-
59,南投縣,2001/05,南投,1.4,0.64,29.9,52.0,-,23,3.99,18.8,2.15,0.17,1.97,27.15,-,-,-
60,南投縣,2001/05,埔里,-,0.78,26.7,65.0,-,13,2.16,9.38,2.22,0.18,2.04,24.45,-,-,-
61,南投縣,2001/05,竹山,2.3,0.55,23.5,61.0,-,21,3.97,17.12,-,-,-,26.41,-,-,-
62,雲林縣,2001/05,斗六,4.1,0.65,25.4,60.0,-,23,3.7,18.8,-,-,-,26.58,-,-,-
63,雲林縣,2001/05,崙背,1.6,0.44,29.7,67.0,-,15,2.16,12.79,-,-,-,26.86,-,-,-
64,雲林縣,2001/05,臺西,4.3,0.42,25.0,50.0,-,11,1.73,9.76,-,-,-,26.13,-,-,-
65,嘉義縣,2001/05,朴子,2.5,0.42,24.4,52.0,-,14,1.97,11.75,-,-,-,26.49,-,-,-
66,嘉義縣,2001/05,新港,2.3,0.43,30.6,48.0,-,16,2.63,13.2,-,-,-,25.88,-,-,-
67,屏東縣,2001/05,屏東,4.9,0.65,35.2,54.0,-,19,2.3,16.9,2.24,0.22,2.02,27.26,-,-,-
68,屏東縣,2001/05,潮州,1.9,0.41,29.6,52.0,-,14,2.13,11.92,-,-,-,27.37,-,-,-
69,屏東縣,2001/05,恆春,0.2,0.29,32.9,25.0,-,1,0.04,1.05,-,-,-,26.62,-,-,-
70,臺東縣,2001/05,臺東,0.4,0.57,24.7,27.0,-,12,2.52,9.08,2.15,0.09,2.06,27.16,-,-,-
71,花蓮縣,2001/05,花蓮,0.5,0.71,19.9,33.0,-,20,4.83,14.71,2.14,0.18,1.96,26.27,-,-,-
72,連江縣,2001/05,馬祖,-,-,-,23.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
