序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/07,松山,3.8,0.48,413.42,21.9,37,27,27.73,7.58,20.14,2.069,0.2,1.869,30.03,67.57
2,臺北市,2011/07,古亭,3.0,0.55,-,22.5,43,24,27.91,8.34,19.57,2.091,0.214,1.877,29.81,73.96
3,臺北市,2011/07,中山,3.8,0.73,-,17.9,49,32,37.03,13.48,23.55,2.167,0.291,1.876,30.59,68.91
4,臺北市,2011/07,大同,4.6,1.78,-,-,41,29,67.95,39.11,28.84,2.758,0.664,2.094,-,-
5,臺北市,2011/07,萬華,3.1,0.62,-,18.9,34,23,30.94,8.8,22.15,-,-,-,30.4,69.58
6,臺北市,2011/07,陽明,2.2,0.14,395.5,29.7,16,13,5.66,1.21,4.44,-,-,-,23.09,90.72
7,臺北市,2011/07,士林,3.5,0.41,-,22.3,39,21,24.14,6.06,18.07,-,-,-,29.81,67.97
8,新北市,2011/07,板橋,5.5,0.52,-,22.8,36,23,28.17,7.92,20.25,2.265,0.33,1.936,30.66,67.38
9,新北市,2011/07,三重,4.3,1.72,-,-,51,31,113.35,77.44,35.92,2.659,0.731,1.928,29.91,67.04
10,新北市,2011/07,菜寮,4.5,0.56,-,20.5,37,24,28.31,7.79,20.51,-,-,-,30.15,67.86
11,新北市,2011/07,永和,3.0,1.06,-,16.3,33,23,38.72,16.76,21.95,2.184,0.425,1.759,30.09,68.94
12,新北市,2011/07,新莊,8.2,0.48,-,20.8,38,24,28.14,8.17,19.97,-,-,-,30.58,69.97
13,新北市,2011/07,新店,2.5,0.31,-,26.2,32,19,14.46,2.99,11.46,-,-,-,29.6,72.73
14,新北市,2011/07,淡水,3.3,0.32,-,20.5,32,18,17.14,4.4,12.75,-,-,-,-,-
15,新北市,2011/07,汐止,3.8,0.39,-,23.3,34,20,26.09,9.01,17.08,-,-,-,30.3,74.64
16,新北市,2011/07,土城,4.1,0.46,-,22.4,36,25,28.02,9.68,18.34,2.163,0.259,1.903,29.59,75.71
17,新北市,2011/07,林口,5.1,0.29,-,23.1,39,24,23.22,5.59,17.62,-,-,-,28.76,77.2
18,新北市,2011/07,萬里,3.1,0.22,-,29.0,25,15,10.6,2.45,8.15,-,-,-,29.02,78.54
19,臺中市,2011/07,西屯,3.1,0.27,-,22.1,41,23,16.99,4.63,12.36,2.033,0.163,1.87,28.99,74.88
20,臺中市,2011/07,忠明,2.8,0.41,-,26.7,34,25,18.79,4.93,13.86,2.132,0.193,1.939,29.63,72.07
21,臺中市,2011/07,豐原,2.9,0.36,-,26.4,43,25,12.02,2.08,9.94,2.024,0.145,1.878,28.37,74.45
22,臺中市,2011/07,沙鹿,3.5,0.24,-,22.9,29,22,12.9,2.71,10.19,-,-,-,29.25,73.03
23,臺中市,2011/07,大里,2.9,0.34,403.37,24.9,36,22,14.64,2.93,11.71,2.017,0.187,1.83,30.33,68.15
24,臺南市,2011/07,新營,2.8,0.23,-,21.4,36,16,10.12,2.98,7.14,1.997,0.065,1.932,29.05,79.27
25,臺南市,2011/07,善化,3.3,0.16,410.89,23.8,35,17,9.74,4.13,5.61,-,-,-,28.62,83.95
26,臺南市,2011/07,安南,3.0,0.26,-,21.2,39,18,14.14,5.53,8.62,2.096,0.2,1.898,29.53,75.98
27,臺南市,2011/07,臺南,3.9,0.3,-,23.5,33,17,12.71,2.62,10.09,1.957,0.153,1.804,29.48,81.87
28,高雄市,2011/07,左營,4.0,0.34,-,22.1,37,20,17.03,5.41,11.62,1.967,0.156,1.811,28.88,78.27
29,高雄市,2011/07,楠梓,7.1,0.29,-,20.3,34,20,16.38,4.62,11.75,1.904,0.203,1.701,28.88,78.31
30,高雄市,2011/07,前金,5.1,0.35,-,21.7,32,21,17.35,5.72,11.63,1.991,0.162,1.829,29.16,77.81
31,高雄市,2011/07,前鎮,7.7,0.34,-,18.2,31,20,20.6,5.87,14.73,1.955,0.225,1.731,29.02,83.82
32,高雄市,2011/07,復興,6.6,0.53,-,19.2,31,18,22.74,6.99,15.76,2.142,0.288,1.854,28.56,81.1
33,高雄市,2011/07,小港,9.5,0.34,-,18.1,41,25,21.6,7.0,14.6,1.831,0.186,1.645,28.97,77.31
34,高雄市,2011/07,鳳山,4.4,0.46,-,23.4,42,21,18.17,4.25,13.92,2.058,0.222,1.835,28.98,78.98
35,高雄市,2011/07,林園,3.2,0.15,-,28.5,46,19,7.27,1.99,5.28,1.907,0.045,1.863,28.41,82.54
36,高雄市,2011/07,大寮,4.6,0.27,-,21.9,33,21,12.84,2.84,10.0,1.941,0.145,1.796,28.75,83.44
37,高雄市,2011/07,仁武,5.9,0.3,-,21.2,40,20,18.45,5.01,13.44,1.989,0.141,1.848,28.66,79.54
38,高雄市,2011/07,橋頭,3.8,0.24,-,23.3,33,18,13.71,3.86,9.85,-,-,-,29.4,80.65
39,高雄市,2011/07,美濃,1.7,0.19,-,26.2,34,14,6.9,2.14,4.76,-,-,-,28.38,83.11
40,基隆市,2011/07,基隆,3.2,0.33,-,25.0,25,17,16.14,3.87,12.28,1.985,0.135,1.849,29.41,75.67
41,新竹市,2011/07,新竹,3.2,0.36,-,22.5,31,21,16.83,4.14,12.69,2.019,0.159,1.86,29.54,73.01
42,嘉義市,2011/07,嘉義,2.5,0.24,-,22.8,32,19,9.59,1.78,7.81,1.841,0.105,1.737,29.04,73.3
43,宜蘭縣,2011/07,宜蘭,2.0,0.24,409.33,25.2,34,18,8.47,1.93,6.54,-,-,-,29.58,73.11
44,宜蘭縣,2011/07,冬山,2.7,0.29,-,22.0,35,17,13.26,4.09,9.17,-,-,-,29.34,75.9
45,桃園市,2011/07,桃園,6.7,0.45,-,23.1,41,20,23.05,5.82,17.23,2.115,0.233,1.882,29.26,70.19
46,桃園市,2011/07,中壢,4.8,1.11,-,19.3,53,27,44.39,22.22,22.17,2.523,0.534,1.989,28.66,75.11
47,桃園市,2011/07,大園,4.9,0.27,-,23.2,33,21,18.87,4.11,14.76,-,-,-,30.06,70.75
48,桃園市,2011/07,龍潭,3.0,0.36,-,25.7,43,18,16.97,3.4,13.57,-,-,-,28.37,77.17
49,桃園市,2011/07,平鎮,4.5,0.32,-,23.3,44,20,20.97,4.67,16.3,-,-,-,29.11,73.88
50,桃園市,2011/07,觀音,4.8,0.2,-,26.1,46,19,11.35,2.22,9.12,-,-,-,29.41,80.3
51,新竹縣,2011/07,竹東,1.5,0.18,-,28.1,35,20,10.72,2.51,8.22,-,-,-,28.73,75.35
52,新竹縣,2011/07,湖口,3.6,0.22,-,25.9,31,24,14.72,4.09,10.63,-,-,-,28.94,74.15
53,苗栗縣,2011/07,苗栗,2.7,0.28,-,22.5,31,21,12.83,3.11,9.72,-,-,-,29.23,72.11
54,苗栗縣,2011/07,頭份,2.9,0.25,-,26.0,29,16,13.73,3.47,10.26,2.016,0.083,1.934,29.08,73.21
55,苗栗縣,2011/07,三義,2.7,0.19,-,27.3,33,20,9.74,1.99,7.75,-,-,-,26.16,82.56
56,彰化縣,2011/07,彰化,3.4,0.25,-,18.9,35,25,12.2,3.56,8.65,1.799,0.143,1.656,29.97,71.04
57,彰化縣,2011/07,線西,3.0,0.2,-,23.9,33,18,8.84,2.22,6.62,1.983,0.097,1.886,28.78,77.83
58,彰化縣,2011/07,二林,2.9,0.16,-,23.0,49,28,9.98,3.96,6.03,-,-,-,29.67,75.02
59,南投縣,2011/07,南投,2.2,0.28,-,25.3,42,19,10.73,2.61,8.12,1.865,0.083,1.783,28.58,74.48
60,南投縣,2011/07,埔里,1.9,0.25,-,27.3,28,23,9.18,1.41,7.76,-,-,-,26.6,75.51
61,南投縣,2011/07,竹山,2.0,0.19,-,25.3,29,17,7.51,1.16,6.34,-,-,-,27.27,78.59
62,雲林縣,2011/07,斗六,2.4,0.26,-,24.1,36,25,10.97,2.46,8.51,-,-,-,29.03,73.09
63,雲林縣,2011/07,崙背,2.1,0.15,-,24.1,37,13,9.05,2.76,6.28,-,-,-,28.77,81.15
64,雲林縣,2011/07,麥寮,2.6,0.19,-,22.2,25,17,8.97,2.79,6.19,-,-,-,29.87,85.81
65,雲林縣,2011/07,臺西,2.4,0.14,-,25.5,27,17,6.0,1.94,4.06,1.964,0.045,1.919,28.73,80.43
66,嘉義縣,2011/07,朴子,2.4,0.21,-,22.0,38,18,9.44,2.32,7.12,-,-,-,29.12,78.66
67,嘉義縣,2011/07,新港,2.4,0.14,-,21.7,38,18,9.24,2.55,6.69,-,-,-,28.53,73.8
68,屏東縣,2011/07,屏東,2.8,0.41,-,24.2,40,19,12.68,3.53,9.15,2.016,0.158,1.858,28.84,78.06
69,屏東縣,2011/07,潮州,2.4,0.18,-,24.1,33,21,6.97,1.52,5.45,-,-,-,27.83,78.57
70,屏東縣,2011/07,恆春,1.6,0.07,390.25,23.0,21,11,3.28,1.66,1.62,-,-,-,27.16,83.72
71,臺東縣,2011/07,臺東,1.4,0.29,-,15.9,23,10,8.49,2.98,5.51,-,-,-,28.89,79.19
72,臺東縣,2011/07,關山,2.1,-,-,15.4,21,13,4.77,2.1,2.68,-,-,-,27.66,77.88
73,花蓮縣,2011/07,花蓮,1.5,0.26,-,17.5,26,14,8.54,2.69,5.85,-,-,-,29.22,77.98
74,澎湖縣,2011/07,馬公,2.2,0.16,-,27.0,32,14,6.89,2.13,4.76,-,-,-,28.98,81.97
75,金門縣,2011/07,金門,3.6,0.18,-,26.0,34,19,12.76,4.42,8.33,-,-,-,28.53,85.17
76,連江縣,2011/07,馬祖,3.1,0.13,-,33.4,35,20,6.06,1.34,4.72,-,-,-,27.45,85.74
,,,,,,,,,,,,,,,,,
