序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1995/11,松山,6.2,1.02,15.0,48.0,51,19,32.12,-,-,-,19.5,-,-
2,臺北市,1995/11,古亭,3.6,0.97,17.0,50.0,49,20,29.41,2.3,0.35,1.96,19.88,-,-
3,臺北市,1995/11,中山,5.5,1.17,14.1,50.0,59,24,35.14,2.67,0.48,2.19,19.93,-,-
4,臺北市,1995/11,大同,13.5,4.37,-,67.0,222,168,53.86,4.46,2.13,2.34,20.49,-,-
5,臺北市,1995/11,萬華,5.2,1.1,16.2,46.0,44,11,32.87,-,-,-,19.76,-,-
6,臺北市,1995/11,陽明,1.9,0.24,42.7,14.0,3,1,2.05,-,-,-,13.05,-,-
7,臺北市,1995/11,士林,3.6,0.64,21.2,42.0,27,8,19.17,-,-,-,20.0,-,-
8,新北市,1995/11,板橋,7.2,1.04,15.5,57.0,45,14,31.5,2.63,0.5,2.13,19.8,-,-
9,新北市,1995/11,三重,6.6,2.28,-,66.0,121,80,40.76,-,-,-,20.46,-,-
10,新北市,1995/11,菜寮,6.8,1.08,17.2,53.0,45,17,28.69,-,-,-,20.08,-,-
11,新北市,1995/11,新莊,6.5,0.82,21.6,39.0,39,11,27.93,2.88,0.5,2.38,19.58,-,-
12,新北市,1995/11,新店,2.5,0.65,25.0,41.0,22,3,18.1,-,-,-,19.62,-,-
13,新北市,1995/11,淡水,1.8,0.58,29.0,42.0,16,3,13.04,-,-,-,19.78,-,-
14,新北市,1995/11,汐止,5.8,0.88,14.1,61.0,59,27,31.75,-,-,-,18.57,-,-
15,新北市,1995/11,土城,3.9,0.73,19.5,47.0,30,7,22.85,-,-,-,19.82,-,-
16,新北市,1995/11,林口,3.0,0.47,30.0,44.0,22,4,17.98,-,-,-,17.7,-,-
17,新北市,1995/11,萬里,1.2,0.27,38.9,56.0,6,1,4.74,2.0,0.08,1.92,18.97,-,-
18,臺中市,1995/11,西屯,4.7,0.66,23.7,86.0,32,10,22.15,2.35,0.35,2.01,20.27,-,-
19,臺中市,1995/11,忠明,6.0,1.1,22.6,92.0,54,21,33.32,-,-,-,20.44,-,-
20,臺中市,1995/11,豐原,7.9,1.0,20.1,75.0,38,9,28.61,-,-,-,19.57,-,-
21,臺中市,1995/11,沙鹿,8.5,0.6,21.1,82.0,30,6,24.44,-,-,-,19.99,-,-
22,臺中市,1995/11,大里,6.0,1.03,18.8,94.0,46,14,32.07,-,-,-,21.23,-,-
23,臺南市,1995/11,新營,6.9,0.64,19.8,106.0,36,9,26.77,-,-,-,20.8,-,-
24,臺南市,1995/11,善化,7.6,0.56,25.2,101.0,29,6,22.23,-,-,-,20.49,-,-
25,臺南市,1995/11,安南,9.0,0.6,27.9,101.0,32,9,23.31,-,-,-,21.25,-,-
26,臺南市,1995/11,臺南,10.5,0.98,18.2,117.0,43,11,31.78,2.72,0.46,2.25,21.57,-,-
27,高雄市,1995/11,左營,13.5,0.88,32.2,96.0,43,12,30.87,2.96,0.43,2.53,21.84,-,-
28,高雄市,1995/11,楠梓,8.1,0.68,23.7,137.0,48,14,34.77,2.6,0.3,2.29,22.64,-,-
29,高雄市,1995/11,前金,17.7,1.04,29.5,106.0,48,12,35.89,-,-,-,22.28,-,-
30,高雄市,1995/11,前鎮,17.3,-,-,151.0,64,23,40.65,-,-,-,22.52,-,-
31,高雄市,1995/11,小港,26.5,1.19,23.3,142.0,92,36,55.57,-,-,-,24.12,-,-
32,高雄市,1995/11,鳳山,24.1,1.2,24.9,146.0,59,19,40.26,-,-,-,22.95,-,-
33,高雄市,1995/11,林園,26.3,0.91,32.2,188.0,41,10,30.92,-,-,-,23.21,-,-
34,高雄市,1995/11,大寮,18.1,0.86,29.8,162.0,39,7,32.11,-,-,-,22.63,-,-
35,高雄市,1995/11,仁武,27.4,0.89,21.5,130.0,61,22,38.84,3.28,0.79,2.5,23.12,-,-
36,高雄市,1995/11,橋頭,9.7,0.78,18.3,113.0,46,15,31.12,2.49,0.25,2.24,21.82,-,-
37,高雄市,1995/11,美濃,4.7,0.63,37.6,131.0,22,2,20.32,-,-,-,21.8,-,-
