序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
38,基隆市,1995/11,基隆,7.7,0.82,23.6,53.0,39,13,25.58,2.54,0.4,2.14,19.09,-,-
39,新竹市,1995/11,新竹,5.5,0.7,18.8,54.0,36,10,25.61,-,-,-,19.26,-,-
40,嘉義市,1995/11,嘉義,10.0,1.02,23.0,70.0,50,14,35.83,2.59,0.49,2.09,21.11,-,-
41,宜蘭縣,1995/11,宜蘭,2.2,0.62,23.4,39.0,-,-,-,-,-,-,19.39,-,-
42,宜蘭縣,1995/11,冬山,1.8,-,-,40.0,22,6,15.89,2.17,0.19,1.98,19.49,-,-
43,桃園市,1995/11,桃園,10.5,0.73,20.9,49.0,34,8,25.93,2.49,0.27,2.21,18.94,-,-
44,桃園市,1995/11,中壢,8.3,1.14,-,51.0,57,23,33.26,-,-,-,18.9,-,-
45,桃園市,1995/11,大園,5.0,0.42,33.2,39.0,17,4,13.11,-,-,-,19.47,-,-
46,桃園市,1995/11,龍潭,4.6,0.53,23.5,49.0,25,5,19.41,-,-,-,18.07,-,-
47,桃園市,1995/11,平鎮,3.3,0.78,19.8,43.0,28,6,22.28,2.35,0.53,1.81,23.88,-,-
48,桃園市,1995/11,觀音,7.4,0.34,34.4,-,14,2,12.32,2.16,0.12,2.04,19.43,-,-
49,新竹縣,1995/11,竹東,2.7,0.47,25.2,67.0,24,6,17.9,-,-,-,19.19,-,-
50,新竹縣,1995/11,湖口,4.8,0.56,24.4,49.0,25,6,18.48,-,-,-,19.56,-,-
51,苗栗縣,1995/11,苗栗,5.6,0.71,18.7,65.0,41,14,26.78,-,-,-,19.43,-,-
52,苗栗縣,1995/11,頭份,78.1,-,-,92.0,58,28,30.34,2.4,0.23,2.16,19.79,-,-
53,苗栗縣,1995/11,三義,2.7,0.44,25.9,57.0,24,4,19.64,2.2,0.16,2.04,16.82,-,-
54,彰化縣,1995/11,彰化,8.2,1.09,15.5,115.0,58,22,36.0,2.84,0.45,2.39,20.7,-,-
55,彰化縣,1995/11,線西,9.3,-,-,74.0,33,8,24.97,2.21,0.14,2.07,19.88,-,-
56,彰化縣,1995/11,二林,8.3,0.49,25.9,77.0,28,6,21.9,-,-,-,19.96,-,-
57,南投縣,1995/11,南投,4.1,0.93,23.1,88.0,41,11,30.4,-,-,-,21.08,-,-
58,南投縣,1995/11,竹山,12.9,-,-,-,-,-,-,-,-,-,13.42,-,-
59,雲林縣,1995/11,斗六,7.8,1.07,21.1,115.0,39,11,28.76,-,-,-,20.68,-,-
60,雲林縣,1995/11,崙背,9.0,0.63,22.0,104.0,37,9,27.9,-,-,-,20.1,-,-
61,雲林縣,1995/11,臺西,6.4,0.36,30.8,99.0,16,2,13.74,-,-,-,20.32,-,-
62,嘉義縣,1995/11,朴子,7.3,0.44,18.4,55.0,25,4,21.32,-,-,-,20.56,-,-
63,嘉義縣,1995/11,新港,6.6,0.57,25.8,110.0,29,6,22.56,-,-,-,20.08,-,-
64,屏東縣,1995/11,屏東,8.0,0.93,34.0,155.0,36,3,33.62,2.71,0.39,2.32,22.52,-,-
65,屏東縣,1995/11,潮州,7.3,0.7,25.7,157.0,30,4,26.04,-,-,-,23.59,-,-
66,屏東縣,1995/11,恆春,0.3,0.15,39.0,29.0,0,0,0.39,-,-,-,22.86,-,-
67,臺東縣,1995/11,臺東,0.7,0.54,27.0,41.0,20,11,8.85,2.04,0.11,1.94,22.11,-,-
68,花蓮縣,1995/11,花蓮,1.5,0.82,18.1,40.0,25,8,17.21,2.22,0.27,1.95,21.11,-,-
,,,,,,,,,,,,,,,,
