序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/10,松山,5.2,0.53,401.39,31.1,58,34,29.32,6.26,23.07,2.178,0.193,1.985,25.11,-,-,76.38,-
2,臺北市,2006/10,古亭,3.9,0.55,-,30.9,56,39,28.92,6.78,22.14,1.959,0.154,1.805,25.32,-,-,72.13,-
3,臺北市,2006/10,中山,4.6,0.7,-,24.1,65,37,38.82,10.46,28.36,2.185,0.196,1.989,25.46,-,-,65.86,-
4,臺北市,2006/10,萬華,4.0,0.6,-,30.4,46,-,25.85,3.93,21.92,-,-,-,26.67,-,-,68.88,-
5,臺北市,2006/10,陽明,2.2,0.2,381.78,28.6,33,24,2.4,1.08,1.29,-,-,-,18.26,-,-,-,-
6,臺北市,2006/10,士林,3.3,0.39,-,40.7,57,31,15.02,2.35,12.66,-,-,-,25.82,-,-,65.79,-
7,新北市,2006/10,板橋,4.1,0.61,-,34.6,40,30,23.66,2.78,20.87,2.261,0.22,2.041,25.66,-,-,68.56,-
8,新北市,2006/10,三重,4.9,1.67,-,-,70,41,98.5,57.49,41.01,2.902,0.82,2.082,26.54,-,-,-,-
9,新北市,2006/10,菜寮,4.1,0.59,-,30.8,52,27,23.93,4.26,19.66,-,-,-,26.43,-,-,65.21,-
10,新北市,2006/10,永和,4.2,0.9,-,29.4,50,34,34.59,11.52,23.07,-,-,-,24.45,-,-,67.6,-
11,新北市,2006/10,新莊,4.4,0.53,-,37.3,51,30,20.31,2.0,18.31,-,-,-,25.34,-,-,66.73,-
12,新北市,2006/10,新店,2.8,0.4,-,38.2,45,27,14.78,2.03,12.75,-,-,-,25.15,-,-,67.91,-
13,新北市,2006/10,淡水,2.1,0.45,-,35.6,45,27,14.5,2.15,12.34,-,-,-,-,-,-,-,-
14,新北市,2006/10,汐止,5.5,0.38,-,30.0,46,24,21.7,3.99,17.7,-,-,-,24.67,-,-,73.14,-
15,新北市,2006/10,土城,3.0,0.46,-,33.7,48,28,19.64,3.07,16.55,2.096,0.215,1.881,25.74,-,-,70.47,-
16,新北市,2006/10,林口,3.3,0.37,-,39.9,61,28,13.97,1.14,12.81,-,-,-,23.55,-,-,75.58,-
17,新北市,2006/10,萬里,2.1,0.24,-,48.7,66,28,7.05,1.29,5.74,-,-,-,24.48,-,-,76.88,-
18,臺中市,2006/10,西屯,3.9,0.52,-,41.5,79,49,23.59,4.77,18.81,2.339,0.304,2.035,26.48,-,-,72.1,-
19,臺中市,2006/10,忠明,3.4,0.67,-,35.8,77,-,29.44,5.66,23.78,2.349,0.337,2.012,25.79,-,-,65.92,-
20,臺中市,2006/10,豐原,3.8,0.56,-,37.9,72,45,20.71,2.05,18.65,2.052,0.19,1.862,24.77,-,-,67.83,-
21,臺中市,2006/10,沙鹿,3.1,0.42,-,39.9,76,41,19.14,2.69,16.44,-,-,-,25.68,-,-,70.01,-
22,臺中市,2006/10,大里,4.4,0.73,415.0,34.3,81,53,26.68,5.1,21.58,2.229,0.318,1.911,25.06,-,-,65.61,-
23,臺南市,2006/10,新營,5.0,0.46,-,43.1,111,51,20.59,3.54,17.05,2.4,0.136,2.264,26.07,-,-,70.8,-
24,臺南市,2006/10,善化,5.9,0.38,433.69,41.4,108,61,22.25,4.17,18.09,-,-,-,26.52,-,-,74.21,-
25,臺南市,2006/10,安南,5.5,0.46,-,46.1,100,57,20.59,4.09,16.5,2.29,0.234,2.056,26.64,-,-,65.13,-
26,臺南市,2006/10,臺南,6.2,0.58,-,51.7,103,59,22.33,2.07,20.26,2.156,0.217,1.94,26.76,-,-,65.64,-
27,高雄市,2006/10,左營,7.4,0.63,-,44.3,90,56,24.44,3.29,21.15,1.917,0.238,1.68,-,-,-,65.82,-
28,高雄市,2006/10,楠梓,7.2,0.58,-,45.7,108,61,25.55,3.6,21.96,2.216,0.195,2.021,27.51,-,-,65.39,-
29,高雄市,2006/10,前金,8.9,0.61,-,55.3,95,59,25.71,5.35,20.36,2.332,0.192,2.14,28.75,-,-,67.03,-
