序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/09,松山,1.9,0.39,403.2,30.7,37,23,19.01,4.21,14.8,2.007,0.167,1.84,26.97,68.89
2,臺北市,2012/09,古亭,2.3,0.44,-,29.6,44,24,21.89,5.31,16.58,1.974,0.147,1.827,27.66,74.02
3,臺北市,2012/09,中山,2.4,0.61,-,26.3,36,30,31.59,9.26,22.33,2.145,0.2,1.945,28.03,68.69
4,臺北市,2012/09,大同,3.3,1.41,-,-,46,29,63.03,34.06,28.98,2.512,0.492,2.02,-,-
5,臺北市,2012/09,萬華,2.1,0.48,-,27.7,38,24,25.88,5.9,19.98,-,-,-,27.85,68.82
6,臺北市,2012/09,陽明,1.8,0.16,393.78,42.4,17,14,3.41,1.0,2.38,-,-,-,19.98,92.92
7,臺北市,2012/09,士林,2.0,0.3,-,36.4,37,20,12.78,2.62,10.15,-,-,-,27.5,63.91
8,新北市,2012/09,板橋,3.3,0.53,-,31.7,40,26,24.49,5.3,19.19,2.128,0.245,1.883,27.92,66.88
9,新北市,2012/09,三重,3.0,1.49,-,-,55,31,96.21,59.78,36.43,2.605,0.599,2.007,27.53,66.1
10,新北市,2012/09,菜寮,2.7,0.47,-,31.6,38,25,19.88,3.84,16.04,-,-,-,27.55,66.84
11,新北市,2012/09,永和,2.5,0.76,-,27.3,40,23,29.51,10.52,19.0,2.181,0.28,1.902,27.61,75.82
12,新北市,2012/09,新莊,4.0,0.46,-,35.2,44,25,22.0,4.85,17.15,-,-,-,27.42,69.79
13,新北市,2012/09,新店,2.1,0.31,-,31.9,31,20,11.59,2.22,9.37,-,-,-,26.82,69.95
14,新北市,2012/09,淡水,2.4,0.31,-,36.3,36,21,11.34,2.33,9.01,-,-,-,-,-
15,新北市,2012/09,汐止,2.9,0.3,-,26.2,32,19,19.58,6.0,13.58,-,-,-,27.57,76.67
16,新北市,2012/09,土城,2.7,0.41,-,34.6,40,23,19.73,5.39,14.34,2.132,0.215,1.917,27.06,71.92
17,新北市,2012/09,林口,2.9,0.3,-,39.4,40,21,14.17,2.31,11.86,-,-,-,25.91,80.2
18,新北市,2012/09,萬里,2.4,0.18,-,37.3,45,15,6.49,2.06,4.42,-,-,-,27.08,76.03
19,臺中市,2012/09,西屯,3.1,0.34,-,41.0,62,38,17.87,2.39,15.47,2.016,0.173,1.843,27.71,70.24
20,臺中市,2012/09,忠明,3.4,0.44,-,40.9,48,31,20.29,2.94,17.35,1.973,0.157,1.815,29.1,66.08
21,臺中市,2012/09,豐原,3.3,0.43,-,41.5,57,32,14.58,1.59,12.98,2.022,0.146,1.876,27.07,65.93
22,臺中市,2012/09,沙鹿,3.3,0.31,-,41.7,52,31,15.27,1.53,13.73,-,-,-,27.45,70.7
23,臺中市,2012/09,大里,3.1,0.47,418.38,39.3,54,37,19.27,2.49,16.78,2.091,0.212,1.879,28.76,64.12
24,臺南市,2012/09,新營,3.3,0.33,-,37.7,74,35,13.5,1.32,12.16,2.101,0.107,1.994,28.54,74.24
25,臺南市,2012/09,善化,3.7,0.27,415.35,40.0,60,35,11.72,1.69,10.02,-,-,-,28.63,74.31
26,臺南市,2012/09,安南,3.3,0.29,-,41.7,68,32,12.86,2.04,10.81,2.005,0.143,1.862,28.6,69.0
27,臺南市,2012/09,臺南,3.7,0.41,-,42.0,62,35,13.68,1.32,12.35,1.931,0.181,1.75,28.63,73.6
28,高雄市,2012/09,左營,4.5,0.41,-,43.7,63,36,15.82,2.5,13.31,2.104,0.172,1.932,28.39,72.23
29,高雄市,2012/09,楠梓,4.0,0.37,-,38.0,67,39,16.44,2.62,13.82,1.925,0.142,1.783,28.48,73.15
30,高雄市,2012/09,前金,4.5,0.44,-,41.1,62,40,15.28,2.14,13.14,2.057,0.17,1.887,29.01,71.13
31,高雄市,2012/09,前鎮,5.7,0.43,-,39.2,57,36,20.21,2.63,17.57,2.093,0.227,1.866,28.56,70.17
32,高雄市,2012/09,復興,5.9,0.64,-,36.3,66,30,24.37,3.96,20.41,2.26,0.296,1.964,28.71,71.24
33,高雄市,2012/09,小港,7.4,0.41,-,36.4,60,44,25.61,4.71,20.89,2.028,0.186,1.842,29.16,71.71
