序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/12,松山,2.8,0.48,410.43,19.9,32,22,30.31,7.1,23.21,2.104,0.169,1.935,16.79,79.01
2,臺北市,2011/12,古亭,2.5,0.55,-,18.4,41,24,31.58,9.96,21.62,2.144,0.175,1.969,17.21,82.22
3,臺北市,2011/12,中山,2.6,0.66,-,15.0,33,25,41.82,15.43,26.39,2.141,0.234,1.907,17.58,77.03
4,臺北市,2011/12,大同,3.7,1.5,-,-,46,28,86.43,54.6,31.83,2.567,0.596,1.972,-,-
5,臺北市,2011/12,萬華,2.3,0.58,-,14.6,34,22,37.97,11.68,26.29,-,-,-,17.42,77.96
6,臺北市,2011/12,陽明,1.7,0.22,396.34,37.2,10,8,3.72,0.87,2.82,-,-,-,11.23,97.92
7,臺北市,2011/12,士林,2.2,0.39,-,27.7,33,18,17.64,5.05,12.6,-,-,-,16.76,72.73
8,新北市,2011/12,板橋,2.8,0.6,-,17.8,34,22,31.23,7.44,23.78,2.276,0.298,1.977,17.1,75.44
9,新北市,2011/12,三重,3.0,1.75,-,-,59,26,131.85,92.34,39.51,2.817,0.749,2.068,17.18,73.7
10,新北市,2011/12,菜寮,2.7,0.61,-,19.9,33,20,29.52,7.36,22.15,-,-,-,17.19,75.54
11,新北市,2011/12,永和,2.6,0.8,-,18.2,33,22,36.53,16.34,20.18,2.224,0.302,1.922,17.19,77.75
12,新北市,2011/12,新莊,2.6,0.52,-,19.5,30,20,25.78,5.14,20.63,-,-,-,17.26,78.77
13,新北市,2011/12,新店,2.3,0.41,-,23.9,25,20,18.55,3.42,15.13,-,-,-,16.85,80.48
14,新北市,2011/12,淡水,2.1,0.31,-,31.1,24,18,10.09,2.24,7.84,-,-,-,-,-
