序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
15,新北市,2011/12,汐止,3.6,0.39,-,21.8,29,17,25.73,7.19,18.54,-,-,-,16.68,86.45
16,新北市,2011/12,土城,2.6,0.51,-,21.4,34,23,23.09,5.0,18.09,2.213,0.208,2.005,17.16,82.09
17,新北市,2011/12,林口,2.3,0.3,-,28.6,29,16,14.04,2.14,11.9,-,-,-,15.23,87.82
18,新北市,2011/12,萬里,2.1,0.23,-,38.1,51,15,6.17,1.67,4.5,-,-,-,17.45,79.82
19,臺中市,2011/12,西屯,2.2,0.35,-,25.2,41,25,16.58,4.08,12.5,2.102,0.179,1.923,18.05,75.14
20,臺中市,2011/12,忠明,2.5,0.45,-,19.7,35,29,26.58,7.75,18.84,2.039,0.194,1.845,17.6,73.36
21,臺中市,2011/12,豐原,2.9,0.49,-,19.1,44,22,19.69,4.16,15.54,2.148,0.206,1.941,16.58,77.1
22,臺中市,2011/12,沙鹿,2.6,0.33,-,26.9,40,28,15.69,2.98,12.71,-,-,-,17.51,74.31
23,臺中市,2011/12,大里,2.6,0.58,418.24,17.8,49,29,28.87,7.92,20.95,2.222,0.276,1.947,17.66,68.36
24,臺南市,2011/12,新營,3.4,0.41,-,22.1,71,36,21.62,3.93,17.69,2.061,0.123,1.938,18.73,79.28
25,臺南市,2011/12,善化,3.7,0.38,421.74,21.8,69,35,20.52,3.49,17.03,-,-,-,18.67,79.97
26,臺南市,2011/12,安南,3.4,0.39,-,23.1,72,34,20.02,4.16,15.86,2.072,0.158,1.914,18.69,74.44
27,臺南市,2011/12,臺南,3.6,0.52,-,21.7,69,38,23.24,3.66,19.58,2.125,0.216,1.908,18.84,77.84
28,高雄市,2011/12,左營,4.9,0.57,-,19.8,82,44,28.2,4.28,23.92,2.214,0.235,1.98,19.23,75.1
29,高雄市,2011/12,楠梓,4.0,0.47,-,17.9,88,45,27.13,5.91,21.22,1.981,0.174,1.807,19.25,77.4
30,高雄市,2011/12,前金,5.1,0.65,-,18.5,89,52,31.89,6.02,25.87,2.251,0.258,1.993,19.62,73.93
31,高雄市,2011/12,前鎮,5.9,0.79,-,16.1,92,56,41.53,10.82,30.71,2.384,0.396,1.988,20.19,76.11
32,高雄市,2011/12,復興,7.2,1.06,-,14.6,91,48,51.61,15.86,35.75,2.675,0.579,2.096,19.85,74.34
33,高雄市,2011/12,小港,9.5,0.78,-,14.3,93,64,52.25,16.64,35.61,2.171,0.394,1.777,20.28,71.97
34,高雄市,2011/12,鳳山,10.3,0.71,-,16.1,105,52,40.37,9.96,30.41,2.313,0.401,1.912,19.7,77.44
35,高雄市,2011/12,林園,11.4,0.58,-,23.0,99,64,37.31,8.71,28.6,2.315,0.233,2.081,19.98,76.02
36,高雄市,2011/12,大寮,6.4,0.6,-,21.4,83,58,33.64,6.55,27.09,2.348,0.317,2.031,19.8,77.46
37,高雄市,2011/12,仁武,7.9,0.56,-,15.8,89,49,37.24,8.94,28.3,2.159,0.309,1.851,19.28,76.4
38,高雄市,2011/12,橋頭,4.7,0.53,-,18.8,81,50,27.53,5.36,22.17,-,-,-,19.69,77.45
39,高雄市,2011/12,美濃,1.9,0.46,-,23.1,70,46,15.85,3.09,12.76,-,-,-,19.77,83.67
40,基隆市,2011/12,基隆,1.6,0.34,-,31.3,27,18,12.34,3.21,9.13,2.006,0.094,1.912,16.83,84.53
41,新竹市,2011/12,新竹,3.0,0.38,-,25.9,38,25,18.19,4.03,14.16,2.016,0.151,1.864,16.7,75.83
42,嘉義市,2011/12,嘉義,4.5,0.51,-,16.7,72,46,26.59,5.37,21.22,2.148,0.219,1.928,18.49,72.72
43,宜蘭縣,2011/12,宜蘭,1.9,0.34,404.26,25.2,27,17,11.18,2.03,9.15,-,-,-,16.32,85.59
44,宜蘭縣,2011/12,冬山,1.8,0.38,-,22.1,24,16,18.88,5.69,13.19,-,-,-,16.95,87.42
45,桃園市,2011/12,桃園,2.9,0.45,-,22.4,39,18,21.75,5.28,16.47,1.999,0.16,1.839,16.09,81.64
46,桃園市,2011/12,中壢,4.6,0.67,-,19.7,51,22,36.52,13.31,23.21,2.414,0.325,2.089,15.98,82.67
47,桃園市,2011/12,大園,3.4,0.3,-,26.6,32,19,17.05,4.39,12.65,-,-,-,17.04,76.23
48,桃園市,2011/12,龍潭,3.3,0.4,-,24.7,44,16,17.83,3.97,13.86,-,-,-,15.56,82.57
49,桃園市,2011/12,平鎮,3.7,0.42,-,22.3,48,19,21.15,3.64,17.5,-,-,-,16.15,80.45
50,桃園市,2011/12,觀音,7.0,0.27,-,28.8,58,22,12.93,2.27,10.66,-,-,-,17.28,81.54
51,新竹縣,2011/12,竹東,1.4,0.36,-,26.7,26,16,15.61,3.63,11.98,-,-,-,17.18,76.86
52,新竹縣,2011/12,湖口,3.1,0.32,-,28.7,34,26,13.64,2.81,10.83,-,-,-,16.4,79.15
53,苗栗縣,2011/12,苗栗,3.4,0.45,-,22.7,39,24,21.0,6.03,14.97,-,-,-,16.99,76.86
54,苗栗縣,2011/12,頭份,3.0,0.33,-,28.4,37,21,16.49,3.18,13.31,2.044,0.107,1.937,16.94,74.21
55,苗栗縣,2011/12,三義,2.0,0.31,-,25.9,29,20,12.89,1.94,10.94,-,-,-,14.24,88.27
56,彰化縣,2011/12,彰化,3.0,0.5,-,19.4,44,30,23.36,5.26,18.1,1.928,0.197,1.73,17.74,70.82
57,彰化縣,2011/12,線西,3.9,0.35,-,27.5,48,26,15.78,2.93,12.85,2.001,0.085,1.916,17.52,77.34
58,彰化縣,2011/12,二林,3.4,0.29,-,27.1,52,31,13.48,2.32,11.16,-,-,-,17.65,74.02
59,南投縣,2011/12,南投,2.9,0.6,-,15.9,54,30,27.8,7.4,20.39,2.173,0.25,1.923,17.88,75.42
60,南投縣,2011/12,埔里,2.0,0.51,-,18.2,44,33,18.9,3.78,15.12,-,-,-,18.11,78.44
61,南投縣,2011/12,竹山,2.7,0.44,-,18.2,53,36,22.39,3.61,18.78,-,-,-,17.07,78.62
62,雲林縣,2011/12,斗六,3.2,0.42,-,19.4,65,39,21.1,3.78,17.32,-,-,-,18.24,73.51
63,雲林縣,2011/12,崙背,3.3,0.36,-,25.8,54,19,16.8,2.94,13.85,-,-,-,17.89,81.03
64,雲林縣,2011/12,麥寮,4.5,0.33,-,29.2,50,24,14.06,3.74,10.32,1.906,0.062,1.844,19.3,83.22
65,雲林縣,2011/12,臺西,3.1,0.28,-,33.2,41,26,8.56,1.47,7.07,1.881,0.057,1.823,18.12,80.06
66,嘉義縣,2011/12,朴子,3.3,0.33,-,26.2,70,32,14.97,2.28,12.69,-,-,-,18.71,77.62
67,嘉義縣,2011/12,新港,3.0,0.38,-,24.9,54,35,15.12,2.83,12.3,-,-,-,17.47,73.62
68,屏東縣,2011/12,屏東,3.5,0.63,-,24.6,88,53,22.53,3.56,18.97,2.207,0.226,1.982,19.98,77.55
69,屏東縣,2011/12,潮州,3.4,0.52,-,22.5,85,61,19.79,3.32,16.48,-,-,-,19.76,79.89
70,屏東縣,2011/12,恆春,2.0,0.18,400.73,38.5,19,11,5.21,2.53,2.68,-,-,-,20.27,76.74
71,臺東縣,2011/12,臺東,1.8,0.37,-,26.4,27,10,10.16,2.91,7.25,-,-,-,20.1,75.13
72,臺東縣,2011/12,關山,1.9,-,-,24.7,20,15,7.23,2.14,5.1,-,-,-,17.67,79.89
73,花蓮縣,2011/12,花蓮,2.0,0.47,-,21.0,26,19,17.66,4.74,12.92,-,-,-,19.63,77.42
74,澎湖縣,2011/12,馬公,2.0,0.26,-,39.0,47,24,5.28,1.23,4.05,-,-,-,18.37,77.3
75,金門縣,2011/12,金門,9.5,0.52,-,27.0,97,44,19.42,4.36,15.06,-,-,-,16.07,61.38
76,連江縣,2011/12,馬祖,5.4,0.35,-,33.6,57,38,9.84,1.91,7.92,-,-,-,12.73,70.91
,,,,,,,,,,,,,,,,,
