序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
55,苗栗縣,2005/02,三義,2.6,0.48,-,22.7,37,-,23.26,6.3,16.95,2.162,0.326,1.836,15.65,-,-,88.55,-
56,彰化縣,2005/02,彰化,4.5,0.71,-,16.1,61,-,36.96,12.57,24.39,2.288,0.249,2.039,18.3,-,-,78.37,-
57,彰化縣,2005/02,線西,5.3,0.51,-,24.1,46,-,30.77,6.69,24.07,-,-,-,16.66,-,-,79.83,-
58,彰化縣,2005/02,二林,3.3,0.47,-,25.1,57,-,19.84,3.75,16.08,-,-,-,12.98,-,-,80.41,-
59,南投縣,2005/02,南投,4.5,0.98,-,15.3,67,44,49.7,18.59,31.11,2.449,0.392,2.057,18.17,-,-,78.41,-
60,南投縣,2005/02,埔里,1.4,0.9,-,22.2,70,36,26.8,5.0,21.8,-,-,-,17.2,-,-,76.01,-
61,南投縣,2005/02,竹山,2.5,0.65,-,20.8,74,-,33.99,10.5,23.49,-,-,-,18.2,-,-,78.68,-
62,雲林縣,2005/02,斗六,3.5,0.66,-,17.6,78,49,30.53,8.07,22.46,-,-,-,17.66,-,-,78.51,-
63,雲林縣,2005/02,崙背,2.9,0.49,-,23.8,65,40,-,-,-,-,-,-,15.82,-,-,79.27,-
64,雲林縣,2005/02,臺西,3.0,0.43,-,33.5,41,27,-,-,-,-,-,-,17.14,-,-,82.73,-
65,嘉義縣,2005/02,朴子,3.1,0.53,-,28.9,-,-,18.76,2.98,15.79,2.266,0.169,2.097,18.01,-,-,77.13,-
66,嘉義縣,2005/02,新港,2.3,0.61,-,23.7,77,45,24.36,4.64,19.71,-,-,-,17.03,-,-,80.03,-
67,屏東縣,2005/02,屏東,5.2,0.81,-,23.7,89,67,29.08,6.46,22.62,-,-,-,20.98,-,-,71.27,-
68,屏東縣,2005/02,潮州,6.1,0.48,-,24.5,88,57,24.28,7.34,16.94,-,-,-,22.46,-,-,73.91,-
69,屏東縣,2005/02,恆春,2.2,0.18,391.04,36.6,18,-,5.09,1.74,3.32,-,-,-,21.47,-,-,75.15,-
70,臺東縣,2005/02,臺東,2.8,0.59,-,25.3,29,14,13.93,4.36,9.56,2.076,0.353,1.723,20.72,-,-,75.48,-
71,花蓮縣,2005/02,花蓮,2.8,0.77,-,17.2,30,16,26.77,8.43,18.34,2.135,0.199,1.936,21.47,-,-,76.14,-
72,澎湖縣,2005/02,馬公,5.1,0.4,-,38.9,36,23,9.5,1.9,7.6,-,-,-,16.71,-,-,83.25,-
73,金門縣,2005/02,金門,5.4,0.64,-,48.2,58,35,17.13,5.33,11.79,-,-,-,12.11,-,-,-,-
74,連江縣,2005/02,馬祖,3.1,0.42,-,39.8,47,24,6.57,2.2,4.37,-,-,-,9.89,-,-,81.0,-
,,,,,,,,,,,,,,,,,,,,
