序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/02,松山,5.0,0.94,402.18,20.1,51,-,50.08,20.97,29.12,-,-,-,16.66,-,-,80.29,-
2,臺北市,2005/02,古亭,5.0,0.98,-,17.0,-,26,56.36,23.96,32.4,2.489,0.399,2.091,15.77,-,-,83.59,-
3,臺北市,2005/02,中山,5.5,1.25,-,12.2,50,26,68.51,32.07,36.44,-,-,-,16.11,-,-,78.87,-
4,臺北市,2005/02,大同,5.6,1.35,-,13.2,47,-,86.03,46.44,39.58,-,-,-,16.02,-,-,-,-
5,臺北市,2005/02,萬華,4.8,1.08,-,18.5,46,-,51.45,20.03,31.41,-,-,-,17.29,-,-,81.29,-
6,臺北市,2005/02,陽明,2.2,0.34,380.51,45.5,18,-,5.59,2.15,3.45,-,-,-,11.0,-,-,-,-
7,臺北市,2005/02,士林,2.2,0.64,-,21.9,45,-,37.05,14.68,22.36,-,-,-,16.23,-,-,80.2,-
8,新北市,2005/02,板橋,6.3,1.08,-,18.4,58,-,47.12,17.91,29.21,2.59,0.481,2.109,15.96,-,-,81.13,-
9,新北市,2005/02,三重,6.8,2.44,-,8.3,72,44,152.52,118.35,34.18,-,-,-,16.01,-,-,-,-
10,新北市,2005/02,菜寮,5.2,1.25,-,16.4,53,-,57.93,25.06,32.87,-,-,-,16.73,-,-,80.26,-
11,新北市,2005/02,永和,6.0,1.51,-,16.0,53,37,79.39,46.56,32.82,-,-,-,13.84,-,-,80.68,-
12,新北市,2005/02,新莊,7.4,0.92,-,18.9,55,31,43.51,15.93,27.56,-,-,-,16.58,-,-,84.87,-
13,新北市,2005/02,新店,5.0,0.81,-,21.9,44,-,36.69,13.17,23.52,-,-,-,15.11,-,-,80.62,-
14,新北市,2005/02,淡水,2.2,0.59,-,25.1,39,-,22.85,6.18,16.67,-,-,-,-,-,-,-,-
15,新北市,2005/02,汐止,5.6,0.78,-,19.5,45,-,40.64,16.33,24.31,-,-,-,16.24,-,-,82.34,-
16,新北市,2005/02,土城,5.0,0.93,-,20.3,53,-,44.9,16.88,28.0,-,-,-,16.82,-,-,78.33,-
17,新北市,2005/02,林口,4.2,0.46,-,24.1,35,-,27.76,8.52,19.24,-,-,-,15.59,-,-,85.65,-
18,新北市,2005/02,萬里,2.6,0.42,-,37.6,34,19,9.9,1.94,7.94,1.81,0.074,1.736,15.16,-,-,84.81,-
19,臺中市,2005/02,西屯,2.8,0.74,-,20.7,63,-,33.64,11.86,21.79,2.382,0.365,2.017,17.09,-,-,78.01,-
20,臺中市,2005/02,忠明,2.6,1.01,-,14.3,57,44,46.52,21.42,25.1,-,-,-,16.62,-,-,74.56,-
21,臺中市,2005/02,豐原,4.3,0.96,-,15.9,46,-,38.85,14.96,23.89,-,-,-,15.92,-,-,78.06,-
22,臺中市,2005/02,沙鹿,3.2,0.58,-,26.1,49,32,23.95,5.73,18.21,-,-,-,15.52,-,-,78.21,-
23,臺中市,2005/02,大里,5.2,0.86,406.74,10.9,76,49,50.8,21.17,29.63,-,-,-,18.89,-,-,78.42,-
24,臺南市,2005/02,新營,3.3,0.65,-,21.4,88,51,29.19,7.62,21.57,-,-,-,17.07,-,-,77.69,-
25,臺南市,2005/02,善化,5.9,0.33,419.35,26.5,86,-,37.54,12.43,25.11,-,-,-,19.61,-,-,75.93,-
26,臺南市,2005/02,安南,6.8,0.54,-,21.0,78,55,29.75,10.26,19.49,-,-,-,18.62,-,-,74.57,-
27,臺南市,2005/02,臺南,10.3,0.66,-,17.8,82,52,33.38,11.89,21.49,2.243,0.341,1.901,18.31,-,-,72.01,-
28,高雄市,2005/02,左營,8.5,0.62,-,20.8,99,-,47.0,14.75,32.24,-,-,-,20.13,-,-,74.6,-
29,高雄市,2005/02,楠梓,7.4,0.77,-,21.0,92,60,41.07,19.24,21.82,2.11,0.295,1.815,20.45,-,-,74.6,-
30,高雄市,2005/02,前金,11.1,0.95,-,22.8,98,73,36.56,10.95,25.61,-,-,-,19.72,-,-,68.74,-
31,高雄市,2005/02,前鎮,11.0,0.9,-,18.7,108,69,57.01,20.7,36.31,-,-,-,20.35,-,-,71.21,-
32,高雄市,2005/02,復興,14.5,1.45,-,15.3,98,74,59.81,26.23,33.58,-,-,-,20.72,-,-,73.29,-
33,高雄市,2005/02,小港,18.0,0.99,-,17.4,99,68,64.28,25.42,38.86,2.145,0.485,1.66,21.2,-,-,71.07,-
34,高雄市,2005/02,鳳山,16.4,0.99,-,17.2,111,67,55.37,22.47,32.9,-,-,-,20.07,-,-,73.42,-
35,高雄市,2005/02,林園,18.3,0.71,-,28.8,92,66,43.79,18.51,25.28,2.501,0.521,1.98,20.84,-,-,73.47,-
36,高雄市,2005/02,大寮,13.5,0.73,-,20.8,101,72,39.75,11.21,28.54,-,-,-,21.0,-,-,73.36,-
37,高雄市,2005/02,仁武,18.9,0.77,-,15.9,107,66,44.99,14.39,30.6,2.44,0.447,1.993,20.38,-,-,73.53,-
38,高雄市,2005/02,橋頭,7.3,0.71,-,22.3,94,60,47.81,10.43,37.38,-,-,-,19.48,-,-,76.99,-
39,高雄市,2005/02,美濃,3.6,0.56,-,22.4,67,-,18.36,3.9,14.47,-,-,-,21.7,-,-,76.76,-
40,基隆市,2005/02,基隆,6.3,0.78,-,22.4,50,23,43.5,17.32,26.17,2.368,0.242,2.126,16.5,-,-,85.24,-
41,新竹市,2005/02,新竹,3.3,0.76,-,16.1,45,-,31.66,9.25,22.39,2.421,0.283,2.138,14.8,-,-,83.84,-
42,嘉義市,2005/02,嘉義,4.0,0.9,-,16.8,88,58,46.0,15.16,30.84,2.625,0.334,2.291,16.44,-,-,76.96,-
43,宜蘭縣,2005/02,宜蘭,2.6,0.67,398.86,24.4,27,19,17.82,4.44,13.37,-,-,-,17.15,-,-,80.85,-
44,宜蘭縣,2005/02,冬山,2.8,0.61,-,24.4,30,-,19.53,6.11,13.41,-,-,-,16.22,-,-,84.38,-
45,桃園市,2005/02,桃園,7.5,0.84,-,21.5,58,-,40.64,15.91,24.73,-,-,-,14.23,-,-,83.31,-
46,桃園市,2005/02,中壢,5.1,1.18,-,17.1,58,-,56.17,25.95,30.22,-,-,-,14.98,-,-,81.63,-
47,桃園市,2005/02,大園,4.1,0.5,-,24.4,48,-,24.9,7.46,17.44,-,-,-,15.17,-,-,84.29,-
48,桃園市,2005/02,龍潭,4.2,0.73,-,18.4,40,-,33.41,12.2,21.21,-,-,-,14.7,-,-,84.98,-
49,桃園市,2005/02,平鎮,5.8,0.69,-,21.1,49,-,34.67,10.15,24.52,-,-,-,14.07,-,-,84.95,-
50,桃園市,2005/02,觀音,6.3,0.41,-,27.5,43,-,18.23,3.65,14.55,-,-,-,14.77,-,-,86.32,-
51,新竹縣,2005/02,竹東,2.1,0.72,-,19.9,49,-,31.01,11.63,19.38,-,-,-,15.72,-,-,82.62,-
52,新竹縣,2005/02,湖口,3.3,0.5,-,27.0,48,-,19.72,5.5,14.22,-,-,-,13.87,-,-,82.83,-
53,苗栗縣,2005/02,苗栗,5.9,0.65,-,19.6,52,-,30.86,10.98,19.88,-,-,-,16.12,-,-,80.95,-
54,苗栗縣,2005/02,頭份,-,0.6,-,23.9,53,-,27.78,8.22,19.55,-,-,-,13.17,-,-,84.87,-
