序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2000/08,松山,4.9,0.97,15.2,44.0,-,46,18.87,26.84,-,-,-,28.55,-,-,-
2,臺北市,2000/08,古亭,3.3,1.06,16.0,38.0,-,47,20.67,25.93,2.44,0.46,1.97,29.06,-,-,-
3,臺北市,2000/08,中山,4.5,1.14,14.4,48.0,-,52,21.88,29.76,2.77,0.48,2.3,28.82,-,-,-
4,臺北市,2000/08,大同,8.2,2.96,-,55.0,-,129,89.58,39.49,3.73,1.34,2.41,29.25,-,-,-
5,臺北市,2000/08,萬華,4.0,0.99,20.2,36.0,-,34,9.39,24.7,-,-,-,28.89,-,-,-
6,臺北市,2000/08,陽明,1.7,0.27,44.0,16.0,-,6,0.61,5.48,-,-,-,23.35,-,-,-
7,臺北市,2000/08,士林,3.7,0.84,16.1,33.0,-,32,11.17,21.08,-,-,-,28.47,-,-,-
8,新北市,2000/08,板橋,8.0,0.96,16.7,50.0,-,44,16.62,27.68,2.89,0.59,2.29,29.16,-,-,-
9,新北市,2000/08,三重,6.6,3.03,-,69.0,21,154,113.92,39.85,3.53,1.18,2.35,29.03,-,-,-
10,新北市,2000/08,菜寮,3.6,1.2,13.4,52.0,-,52,21.84,30.51,-,-,-,28.26,-,-,-
11,新北市,2000/08,永和,5.3,1.95,-,54.0,-,72,40.07,31.52,2.94,0.8,2.16,28.78,-,-,-
12,新北市,2000/08,新莊,8.7,0.9,24.4,50.0,-,42,15.72,26.28,2.72,0.7,2.02,28.67,-,-,-
13,新北市,2000/08,新店,2.2,0.59,20.4,34.0,-,21,5.23,15.48,-,-,-,28.57,-,-,-
14,新北市,2000/08,淡水,3.3,0.76,16.4,38.0,-,30,9.56,20.03,-,-,-,28.49,-,-,-
15,新北市,2000/08,汐止,4.6,0.78,17.1,42.0,-,43,17.34,25.24,-,-,-,27.95,-,-,-
16,新北市,2000/08,土城,4.9,0.86,16.6,45.0,-,45,19.29,25.45,-,-,-,27.93,-,-,-
17,新北市,2000/08,林口,6.3,0.5,19.0,37.0,-,35,13.53,21.37,-,-,-,26.69,-,-,-
18,新北市,2000/08,萬里,1.8,0.37,27.4,33.0,-,13,2.6,9.98,2.18,0.06,2.12,27.9,-,-,-
19,臺中市,2000/08,西屯,1.5,0.48,12.5,38.0,-,26,9.58,16.54,2.28,0.13,2.19,26.08,-,-,-
