序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2016/04,松山,3.7,0.69,439.33,29.1,51,29,35.22,9.15,26.07,2.158,0.223,1.935,1.53,1.17,23.21,-,-,77.97,-
2,臺北市,2016/04,古亭,3.1,0.68,-,30.6,48,30,31.62,6.99,24.63,2.212,0.221,1.991,1.7,1.35,23.71,-,-,80.59,-
3,臺北市,2016/04,中山,3.8,0.89,-,25,56,31,44.29,13.77,30.52,2.263,0.281,1.983,1.76,1.16,24.34,-,-,81.75,-
4,臺北市,2016/04,大同,4.1,1.5,-,-,67,30,69.87,33.87,36,2.659,0.461,2.198,-,-,-,-,-,-,-
5,臺北市,2016/04,萬華,3.6,0.79,-,28.3,51,29,37.16,8.73,28.43,-,-,-,1.7,1.3,24.51,-,-,78.02,-
6,臺北市,2016/04,陽明,1.7,0.29,419.19,47.4,23,18,5.22,0.62,4.53,-,-,-,-,-,17.47,3.22,4.6,96.5,15.39
7,臺北市,2016/04,士林,2.7,0.52,-,32.9,44,28,21.89,4.02,17.87,-,-,-,1.79,1.52,23.84,-,-,77.58,-
8,新北市,2016/04,板橋,4.5,0.76,-,27.8,62,33,34.03,7.61,26.43,2.394,0.353,2.041,1.74,1.3,24.19,1.91,4.58,75.28,44.75
9,新北市,2016/04,三重,3.5,1.62,-,-,67,29,97.89,56.98,40.91,2.668,0.583,2.085,-,-,24.3,-,-,77.37,-
10,新北市,2016/04,菜寮,3.4,0.72,-,28.5,50,27,31.9,7.75,24.16,-,-,-,1.91,1.45,24.64,-,-,76.96,-
11,新北市,2016/04,永和,3.2,1.17,-,25.6,46,27,45.41,16.72,28.69,2.447,0.403,2.044,1.51,1.23,23.78,-,-,74.15,-
12,新北市,2016/04,新莊,4.5,0.81,-,28.7,53,32,31.53,6.97,24.57,-,-,-,2.06,1.66,24.15,-,-,74.11,-
13,新北市,2016/04,新店,2.7,0.57,-,33,46,28,23.48,4.03,19.45,-,-,-,3.06,2.05,23.55,-,-,76.73,-
14,新北市,2016/04,淡水,2.8,0.46,-,29.4,46,29,18.45,3.35,15.1,-,-,-,-,-,-,-,-,-,-
15,新北市,2016/04,汐止,4.1,0.6,-,27,47,27,31,9.45,21.54,-,-,-,1.45,1.13,22.95,-,-,81.82,-
16,新北市,2016/04,土城,3.4,0.65,-,28.9,52,27,29.75,7.38,22.37,2.132,0.261,1.871,1.37,0.71,23.69,-,-,79.33,-
17,新北市,2016/04,林口,3.2,0.43,-,33.4,60,30,22.55,4.37,18.18,-,-,-,2.43,2.03,22.23,-,-,89.67,-
18,新北市,2016/04,萬里,2.9,0.33,-,41,47,25,9.88,1.95,7.93,-,-,-,2.4,2.03,21.85,2.24,4.33,85.31,59.67
19,臺中市,2016/04,西屯,3.2,0.44,-,30.3,55,34,22.03,3.91,18.12,2.006,0.22,1.786,2.12,1.56,24.64,4.03,4.48,79.48,21.49
20,臺中市,2016/04,忠明,2.6,0.53,-,28.6,52,30,23.26,3.74,19.52,2.095,0.172,1.923,1.75,1.23,25.87,-,-,73.3,-
21,臺中市,2016/04,豐原,3.1,0.51,-,30.8,40,35,15.86,2.29,13.58,2.047,0.174,1.873,2.33,1.95,24.05,-,-,75.6,-
22,臺中市,2016/04,沙鹿,2.8,0.41,-,32.9,59,31,17.65,2.42,15.23,-,-,-,2.69,1.77,23.69,-,-,82.79,-
23,臺中市,2016/04,大里,2.9,0.55,435.04,27.1,62,30,23.63,4.1,19.52,2.106,0.237,1.869,1.7,1.31,24.92,-,-,73.39,-
24,臺南市,2016/04,新營,3,0.41,-,29.1,60,33,13.98,1.99,11.99,2.188,0.105,2.084,1.74,1.18,25.97,4.52,4.76,75.58,31.46
25,臺南市,2016/04,善化,3.1,0.35,429.49,28.9,51,30,12.26,1.38,10.87,-,-,-,2.18,1.76,25.6,-,-,78.15,-
26,臺南市,2016/04,安南,3.2,0.42,-,29.8,55,32,12.65,2.02,10.63,2.017,0.2,1.817,2.18,1.61,26.56,-,-,74.95,-
27,臺南市,2016/04,臺南,3.2,0.46,-,31.4,45,31,15.68,1.79,13.87,2.112,0.183,1.929,1.95,1.51,26.21,-,-,71.98,-
28,高雄市,2016/04,左營,4.2,0.46,-,29.2,54,28,18.62,2.89,15.72,2.139,0.161,1.979,2.12,1.74,26.88,-,-,74,-
29,高雄市,2016/04,楠梓,3.9,0.45,-,27.5,64,25,18.79,4.23,14.56,2.025,0.18,1.845,1.87,1.46,27.14,-,-,70.75,-
30,高雄市,2016/04,前金,4,0.44,-,26.2,50,27,17.66,3.43,14.23,2.105,0.205,1.9,1.98,1.52,27.12,-,-,73.36,-
