序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
31,高雄市,2016/04,前鎮,5.9,0.46,-,24.8,44,21,22.01,4.15,17.87,1.991,0.159,1.832,1.64,1.27,26.97,-,-,73.3,-
32,高雄市,2016/04,復興,6.1,0.58,-,24.7,44,23,25.09,4.8,20.29,2.161,0.242,1.919,1.09,0.79,27.39,-,-,74.24,-
33,高雄市,2016/04,小港,9.1,0.45,-,20.1,49,-,26.41,5.87,20.55,2.086,0.182,1.905,1.9,1.6,27.23,3.73,4.7,75.95,52.95
34,高雄市,2016/04,鳳山,4.6,0.58,-,24.2,66,25,21.87,4.11,17.76,2.2,0.228,1.973,1.7,1.37,27.57,3.7,5.12,71.25,35.25
35,高雄市,2016/04,林園,4.4,0.26,-,31.7,31,24,11.63,1.94,9.69,2.166,0.055,2.111,2.19,1.95,26.89,-,-,76.7,-
36,高雄市,2016/04,大寮,7.8,0.4,-,25,46,24,19.39,4.82,14.57,2.365,0.238,2.127,1.33,0.95,27.09,-,-,74.29,-
37,高雄市,2016/04,仁武,4.3,0.44,-,28.4,59,26,20.39,3.65,16.74,2.123,0.161,1.962,1.93,1.63,26.86,-,-,72.77,-
38,高雄市,2016/04,橋頭,3.5,0.41,-,25.4,47,21,16.39,3.35,13.05,-,-,-,2.33,2.01,26.72,0.5,6.29,72.77,14.68
39,高雄市,2016/04,美濃,1.8,0.33,-,31.2,38,22,8.34,1.35,6.99,-,-,-,1.23,0.97,26.48,-,-,72.5,-
40,基隆市,2016/04,基隆,3.2,0.49,-,32.8,35,23,18.65,4.08,14.56,2.186,0.167,2.019,1.05,0.65,22.19,-,-,88.76,-
41,新竹市,2016/04,新竹,2.8,0.52,-,30.6,50,28,21.58,2.8,18.77,2.128,0.174,1.955,1.77,1.33,23.51,-,-,78.79,-
42,嘉義市,2016/04,嘉義,3.1,0.43,-,29.5,61,32,13.96,2.16,11.8,1.886,0.147,1.739,1.88,1.45,26.51,-,-,76.61,-
43,宜蘭縣,2016/04,宜蘭,2.2,0.39,424.67,34.1,45,21,9.31,1.25,8.04,-,-,-,1.33,0.89,23.94,-,-,84.8,-
44,宜蘭縣,2016/04,冬山,2.9,0.38,-,30.8,44,20,15.64,3.58,12.06,-,-,-,1.52,1.32,23.38,3.1,4.9,82.27,46.1
45,桃園市,2016/04,桃園,5.4,0.63,-,28.8,55,31,27.5,4.76,22.74,2.179,0.227,1.952,1.37,0.98,23.76,-,-,79.54,-
46,桃園市,2016/04,中壢,3.9,1.22,-,21.5,76,32,51.16,21.5,29.66,2.419,0.423,1.996,1.15,0.58,23.32,-,-,80.26,-
47,桃園市,2016/04,大園,3.8,0.4,-,28.2,59,29,22.04,3.34,18.69,-,-,-,2.81,2.38,23.33,-,-,83.89,-
48,桃園市,2016/04,龍潭,2.6,0.49,-,29.9,63,34,18.46,3.04,15.42,-,-,-,2.13,1.85,22.38,-,-,81.66,-
49,桃園市,2016/04,平鎮,3.6,0.49,-,31.5,60,32,23.54,3.67,19.88,-,-,-,2.02,1.58,23.37,-,-,84.87,-
50,桃園市,2016/04,觀音,3.9,0.35,-,35.9,57,30,16.75,2.1,14.63,-,-,-,2.86,2.55,22.93,2.51,4.57,85.29,44.27
51,新竹縣,2016/04,竹東,2,0.42,-,26,49,33,14.35,2.34,12.01,-,-,-,1.51,1.06,23.52,-,-,84.45,-
52,新竹縣,2016/04,湖口,3.4,0.37,-,36.7,46,31,15.98,2.4,13.59,-,-,-,2.77,2.48,23.3,-,-,88.17,-
53,苗栗縣,2016/04,苗栗,2.9,0.44,-,28.9,61,37,18.3,2.77,15.53,-,-,-,1.91,1.37,23.77,-,-,81.12,-
54,苗栗縣,2016/04,頭份,3,0.44,-,31.4,55,26,18.95,2.91,16.04,2.121,0.117,2.004,2.09,1.61,23.99,-,-,81.95,-
55,苗栗縣,2016/04,三義,2.4,0.34,-,33.5,45,27,12.66,1.91,10.74,-,-,-,2.84,2.57,22.87,5.75,4.17,78.28,18.75
56,彰化縣,2016/04,彰化,3.7,0.48,-,29.3,59,32,17.39,2.29,15.1,2.061,0.182,1.879,1.95,1.28,25.87,-,-,77.96,-
57,彰化縣,2016/04,線西,4.1,0.37,-,35.7,58,37,14.19,2.08,12.1,2.07,0.096,1.975,2.77,2.18,24.54,-,-,83.81,-
58,彰化縣,2016/04,二林,4,0.34,-,33.6,57,32,11.09,1.81,9.27,-,-,-,2.34,1.95,23.02,-,-,81.26,-
59,南投縣,2016/04,南投,2.8,0.48,-,25.5,61,34,17.06,2.95,14.11,1.967,0.151,1.816,1.53,1.09,25.51,4.21,5.41,74.29,15.68
60,南投縣,2016/04,埔里,1.5,0.38,-,30.1,43,26,12.37,1.84,10.54,-,-,-,1.6,1.07,23.24,-,-,78.63,-
61,南投縣,2016/04,竹山,3.1,0.37,-,27.9,58,32,13.68,1.41,12.26,-,-,-,1.49,1.04,24.72,-,-,78.05,-
62,雲林縣,2016/04,斗六,3.1,0.43,-,30.3,58,35,16.78,2.34,14.44,-,-,-,1.57,1.09,25.57,-,-,76.75,-
63,雲林縣,2016/04,崙背,2.8,0.34,-,34.1,59,37,10.48,1.65,8.83,-,-,-,2.42,1.72,25.13,3.03,5.85,83.81,25.08
64,雲林縣,2016/04,麥寮,2.9,0.35,-,36.2,68,33,10.9,2.11,8.79,2.052,0.086,1.967,2.56,1.68,24.23,-,-,84.38,-
65,雲林縣,2016/04,臺西,3.9,0.31,-,39.2,52,32,10.56,1.69,8.86,2.102,0.056,2.046,3.55,3.15,24.69,-,-,84.58,-
66,嘉義縣,2016/04,朴子,3.1,0.38,-,32.6,68,35,12.37,2.23,10.14,-,-,-,1.95,1.47,25.08,-,-,80.18,-
67,嘉義縣,2016/04,新港,2.6,0.42,-,31.1,69,32,12.26,2.65,9.61,-,-,-,2.04,1.48,25.07,-,-,75.21,-
68,屏東縣,2016/04,屏東,3.1,0.46,-,29,48,26,15.61,2.09,13.52,2.14,0.135,2.004,1.77,1.32,27.28,-,-,69.33,-
69,屏東縣,2016/04,潮州,2.6,0.3,-,30.4,43,25,8.73,1.04,7.66,-,-,-,1.75,1.46,26.5,-,-,73.6,-
70,屏東縣,2016/04,恆春,1.4,0.18,407.22,39.1,29,11,4.57,1.94,2.63,-,-,-,4.29,4,26.15,2.48,4.54,81.74,30.4
71,臺東縣,2016/04,臺東,1.4,0.39,-,26.9,28,14,7.99,1.81,6.18,-,-,-,1.68,1.17,25.55,2.59,4.63,75.19,33.32
72,臺東縣,2016/04,關山,1.1,-,-,24.7,30,13,5.09,1.46,3.63,-,-,-,1.39,0.99,24.59,-,-,77.31,-
73,花蓮縣,2016/04,花蓮,1.7,0.36,-,32.6,39,19,10.03,1.76,8.27,-,-,-,2.25,1.88,24.55,1.2,4.48,80.33,78.43
74,澎湖縣,2016/04,馬公,2.4,0.3,-,40,32,20,7.66,1.78,5.88,-,-,-,2.48,1.79,24.69,4.2,4.65,82.19,30.11
75,金門縣,2016/04,金門,3.9,0.35,-,34.2,52,29,15.73,2.24,13.49,-,-,-,2.36,2.1,20.44,6.83,4.79,81.74,49.54
76,連江縣,2016/04,馬祖,2.5,0.33,-,50.4,40,25,8.87,1.79,7.09,-,-,-,3.11,2.56,18.07,2.47,4.57,90.76,35.22
,,,,,,,,,,,,,,,,,,,,,,
