序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
18,新北市,1997/02,萬里,1.3,0.31,30.0,37.0,6,1,5.18,2.12,0.06,2.05,15.8,-,-
19,臺中市,1997/02,西屯,3.4,0.51,25.1,54.0,30,10,20.12,2.21,0.22,1.99,16.01,-,-
20,臺中市,1997/02,忠明,4.1,0.97,18.0,56.0,49,15,33.35,-,-,-,15.7,-,-
21,臺中市,1997/02,豐原,5.5,0.75,12.4,60.0,38,10,28.57,-,-,-,15.16,-,-
22,臺中市,1997/02,沙鹿,6.4,0.48,25.3,52.0,27,5,21.65,-,-,-,15.36,-,-
23,臺中市,1997/02,大里,4.4,0.76,16.6,65.0,44,12,32.6,-,-,-,16.93,-,-
24,臺南市,1997/02,新營,3.8,0.56,21.9,73.0,28,5,23.08,-,-,-,17.1,-,-
25,臺南市,1997/02,善化,3.9,0.5,20.9,89.0,25,4,21.7,-,-,-,17.02,-,-
26,臺南市,1997/02,安南,4.5,0.48,26.0,74.0,27,5,22.19,-,-,-,16.89,-,-
27,臺南市,1997/02,臺南,5.2,0.89,18.1,96.0,40,11,29.4,2.87,0.49,2.37,17.7,-,-
28,高雄市,1997/02,左營,7.5,0.84,15.4,91.0,43,13,30.65,3.01,0.5,2.51,18.21,-,-
29,高雄市,1997/02,楠梓,4.7,0.59,15.6,93.0,46,13,32.84,2.66,0.25,2.42,18.17,-,-
30,高雄市,1997/02,前金,-,-,-,-,-,-,-,-,-,-,-,-,-
31,高雄市,1997/02,前鎮,14.9,-,-,103.0,64,24,40.24,2.88,0.56,2.31,18.35,-,-
32,高雄市,1997/02,復興,13.4,1.57,-,123.0,74,37,37.37,3.13,0.85,2.28,18.93,-,-
33,高雄市,1997/02,小港,22.4,1.0,17.3,117.0,81,34,47.34,3.09,0.69,2.4,19.17,-,-
34,高雄市,1997/02,鳳山,26.9,1.09,16.6,124.0,71,29,42.74,-,-,-,19.16,-,-
35,高雄市,1997/02,林園,21.3,0.82,23.5,128.0,49,18,31.55,3.82,1.57,2.25,19.64,-,-
36,高雄市,1997/02,大寮,16.2,0.8,23.5,124.0,43,12,31.84,-,-,-,19.85,-,-
37,高雄市,1997/02,仁武,23.5,0.72,6.4,100.0,55,21,33.96,2.93,0.57,2.37,18.41,-,-
38,高雄市,1997/02,橋頭,5.5,0.7,18.9,91.0,41,12,28.91,2.54,0.2,2.33,18.57,-,-
39,高雄市,1997/02,美濃,2.5,0.58,26.1,102.0,22,2,19.42,-,-,-,19.41,-,-
40,基隆市,1997/02,基隆,4.8,0.7,24.7,60.0,32,10,22.23,2.51,0.38,2.13,15.85,-,-
41,新竹市,1997/02,新竹,4.3,0.73,24.3,48.0,32,8,23.82,2.86,0.28,2.58,14.23,-,-
42,嘉義市,1997/02,嘉義,4.6,0.96,17.1,90.0,46,13,33.01,2.82,0.53,2.29,16.63,-,-
43,宜蘭縣,1997/02,宜蘭,1.0,0.59,25.0,27.0,18,3,14.79,-,-,-,16.05,-,-
44,宜蘭縣,1997/02,冬山,1.5,0.61,18.9,33.0,22,7,15.31,2.33,0.15,2.18,15.55,-,-
45,桃園市,1997/02,桃園,8.1,0.74,24.2,48.0,37,11,25.67,2.44,0.29,2.15,15.11,-,-
46,桃園市,1997/02,中壢,6.5,1.33,-,65.0,66,30,36.2,-,-,-,14.93,-,-
47,桃園市,1997/02,大園,3.4,0.37,37.6,40.0,16,4,12.97,-,-,-,15.07,-,-
48,桃園市,1997/02,龍潭,3.3,0.63,25.1,49.0,27,6,21.14,-,-,-,14.14,-,-
49,桃園市,1997/02,平鎮,5.4,0.72,24.4,49.0,33,10,23.14,2.35,0.34,2.01,14.84,-,-
50,桃園市,1997/02,觀音,8.4,0.32,34.9,46.0,14,2,11.82,3.2,0.42,2.78,14.7,-,-
51,新竹縣,1997/02,竹東,1.9,0.6,23.3,53.0,30,8,22.05,-,-,-,15.03,-,-
52,新竹縣,1997/02,湖口,3.0,0.48,30.0,53.0,22,6,16.04,-,-,-,14.97,-,-
53,苗栗縣,1997/02,苗栗,4.1,0.66,14.3,45.0,33,9,24.17,-,-,-,14.61,-,-
54,苗栗縣,1997/02,頭份,-,-,-,-,-,-,-,-,-,-,-,-,-
55,苗栗縣,1997/02,三義,2.3,0.33,24.9,50.0,24,3,21.09,2.35,0.16,2.19,12.9,-,-
56,彰化縣,1997/02,彰化,3.4,0.75,19.4,77.0,42,13,28.65,2.23,0.48,1.74,16.01,-,-
57,彰化縣,1997/02,線西,4.4,-,-,45.0,18,2,15.82,2.12,0.07,2.05,15.67,-,-
58,彰化縣,1997/02,二林,4.7,0.38,33.2,64.0,15,1,14.27,-,-,-,15.46,-,-
59,南投縣,1997/02,南投,1.8,0.76,17.6,64.0,36,8,28.02,-,-,-,16.87,-,-
60,南投縣,1997/02,竹山,1.9,-,11.8,101.0,29,5,24.81,-,-,-,14.9,-,-
61,雲林縣,1997/02,斗六,3.8,0.77,15.7,69.0,33,8,24.23,-,-,-,16.06,-,-
62,雲林縣,1997/02,崙背,4.1,0.39,30.6,67.0,16,1,14.66,-,-,-,15.46,-,-
63,雲林縣,1997/02,臺西,2.4,0.32,40.9,58.0,9,1,7.72,-,-,-,15.73,-,-
64,嘉義縣,1997/02,朴子,4.4,0.41,20.4,65.0,20,2,17.62,-,-,-,16.11,-,-
65,嘉義縣,1997/02,新港,3.1,0.58,27.4,-,22,3,18.97,-,-,-,16.07,-,-
66,屏東縣,1997/02,屏東,5.2,0.91,23.7,109.0,30,4,25.88,2.8,0.34,2.46,19.97,-,-
67,屏東縣,1997/02,潮州,6.4,0.74,29.1,111.0,30,5,25.21,-,-,-,19.1,-,-
68,屏東縣,1997/02,恆春,0.1,0.24,48.5,18.0,1,0,0.72,-,-,-,20.26,-,-
69,臺東縣,1997/02,臺東,0.6,0.59,27.5,25.0,12,3,9.66,2.26,0.18,2.09,18.82,-,-
70,花蓮縣,1997/02,花蓮,0.6,0.8,17.2,37.0,26,8,18.26,2.35,0.39,1.96,17.52,-,-
,,,,,,,,,,,,,,,,
