序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
23,臺中市,1998/04,大里,3.4,0.83,22.6,76.0,-,35,8.33,26.54,-,-,-,25.54,-,-
24,臺南市,1998/04,新營,4.3,0.59,35.9,57.0,-,-,-,-,2.64,0.17,2.48,26.08,-,-
25,臺南市,1998/04,善化,3.8,0.48,23.8,61.0,-,16,2.12,14.23,-,-,-,25.16,-,-
26,臺南市,1998/04,安南,5.8,0.67,30.0,60.0,-,25,5.7,19.62,-,-,-,25.63,-,-
27,臺南市,1998/04,臺南,6.9,0.82,21.9,73.0,-,30,8.35,21.99,2.41,0.36,2.05,25.09,-,-
28,高雄市,1998/04,左營,7.5,0.81,26.2,64.0,-,33,8.78,24.28,2.51,0.33,2.17,26.26,-,-
29,高雄市,1998/04,楠梓,6.5,0.57,22.0,61.0,-,37,12.24,25.15,2.73,0.46,2.25,26.16,-,-
30,高雄市,1998/04,前金,8.6,0.85,23.0,68.0,-,34,9.36,24.34,-,-,-,26.08,-,-
31,高雄市,1998/04,前鎮,14.0,-,-,71.0,-,45,13.8,31.44,2.84,0.73,2.11,26.44,-,-
32,高雄市,1998/04,復興,10.3,1.08,-,67.0,-,44,15.34,27.78,2.56,0.61,1.94,26.11,-,-
33,高雄市,1998/04,小港,14.9,0.9,22.3,71.0,-,46,15.46,30.99,2.47,0.3,2.17,26.56,-,-
34,高雄市,1998/04,鳳山,9.3,0.97,20.2,72.0,33,38,9.88,27.91,-,-,-,26.59,-,-
35,高雄市,1998/04,林園,4.7,0.43,25.4,56.0,49,13,2.19,11.26,2.24,0.28,1.96,25.92,-,-
36,高雄市,1998/04,大寮,7.2,0.65,25.3,73.0,-,23,4.61,18.3,2.59,0.3,2.29,26.7,-,-
37,高雄市,1998/04,仁武,8.4,0.7,21.1,65.0,-,32,6.9,25.39,2.69,0.33,2.36,26.01,-,-
38,高雄市,1998/04,橋頭,6.7,0.66,25.4,89.0,-,29,7.75,21.55,2.54,0.21,2.33,25.21,-,-
39,高雄市,1998/04,美濃,1.3,0.48,24.4,56.0,-,12,1.14,10.8,-,-,-,25.95,-,-
40,基隆市,1998/04,基隆,10.3,0.94,26.8,62.0,-,45,14.7,29.86,2.71,0.42,2.29,23.6,-,-
41,新竹市,1998/04,新竹,6.1,0.84,25.9,68.0,-,40,14.69,25.19,2.83,0.41,2.42,24.77,-,-
42,嘉義市,1998/04,嘉義,6.2,0.92,22.2,74.0,-,32,6.24,25.97,2.62,0.32,2.3,25.07,-,-
43,宜蘭縣,1998/04,宜蘭,1.2,0.53,24.3,44.0,-,16,2.33,14.12,-,-,-,23.42,-,-
44,宜蘭縣,1998/04,冬山,1.6,0.68,16.3,49.0,-,27,9.74,16.85,2.36,0.14,2.33,24.04,-,-
45,桃園市,1998/04,桃園,14.4,1.06,19.5,77.0,-,50,15.55,34.31,2.78,0.65,2.13,23.73,-,-
46,桃園市,1998/04,中壢,7.7,1.66,-,81.0,-,85,42.16,43.2,-,-,-,23.68,-,-
47,桃園市,1998/04,大園,6.0,0.59,26.7,62.0,-,37,12.69,23.97,-,-,-,23.84,-,-
48,桃園市,1998/04,龍潭,4.5,0.64,21.4,74.0,-,38,8.71,29.19,-,-,-,22.75,-,-
49,桃園市,1998/04,平鎮,5.9,0.96,23.4,64.0,-,43,11.21,31.77,2.52,0.39,2.13,24.39,-,-
50,桃園市,1998/04,觀音,9.0,0.48,28.9,67.0,-,23,4.15,18.49,2.73,0.23,2.5,24.38,-,-
51,新竹縣,1998/04,竹東,3.0,0.58,22.1,71.0,-,26,4.88,21.59,-,-,-,23.68,-,-
52,新竹縣,1998/04,湖口,4.9,0.57,22.5,77.0,-,33,10.63,22.57,-,-,-,24.29,-,-
53,苗栗縣,1998/04,苗栗,4.2,0.66,18.8,69.0,-,38,13.12,24.83,-,-,-,24.25,-,-
54,苗栗縣,1998/04,頭份,15.4,-,-,73.0,-,36,13.92,21.62,2.51,0.24,2.27,23.96,-,-
55,苗栗縣,1998/04,三義,2.3,0.34,18.2,60.0,-,23,5.19,17.84,2.15,0.09,2.06,21.76,-,-
56,彰化縣,1998/04,彰化,6.7,0.85,19.4,77.0,-,32,7.64,24.49,2.85,0.75,2.1,25.24,-,-
57,彰化縣,1998/04,線西,4.1,-,-,63.0,-,21,5.12,15.98,2.31,0.17,2.13,24.89,-,-
58,彰化縣,1998/04,二林,2.7,0.46,26.8,79.0,-,18,4.79,13.25,-,-,-,24.58,-,-
59,南投縣,1998/04,南投,1.8,0.61,22.9,51.0,-,22,4.05,17.83,2.14,0.21,1.92,25.0,-,-
60,南投縣,1998/04,竹山,2.5,0.51,26.8,72.0,-,22,3.22,19.14,-,-,-,24.29,-,-
61,雲林縣,1998/04,斗六,4.6,0.71,18.2,63.0,-,23,4.51,18.61,-,-,-,25.11,-,-
62,雲林縣,1998/04,崙背,2.1,0.48,18.2,81.0,-,17,3.56,13.88,1.94,0.14,1.81,24.45,-,-
63,雲林縣,1998/04,臺西,2.5,0.42,39.8,70.0,-,11,1.67,9.44,-,-,-,25.3,-,-
64,嘉義縣,1998/04,朴子,2.1,0.54,19.7,82.0,-,18,3.0,14.82,-,-,-,25.48,-,-
65,嘉義縣,1998/04,新港,3.5,0.48,30.6,70.0,-,21,4.89,15.86,-,-,-,25.18,-,-
66,屏東縣,1998/04,屏東,3.6,0.71,21.8,57.0,-,21,3.5,17.3,2.48,0.29,2.2,26.74,-,-
67,屏東縣,1998/04,潮州,1.6,0.46,29.2,51.0,-,14,1.92,12.27,-,-,-,26.26,-,-
68,屏東縣,1998/04,恆春,0.1,0.23,39.3,28.0,-,1,0.12,0.57,-,-,-,25.44,-,-
69,臺東縣,1998/04,臺東,0.5,0.51,23.5,40.0,-,12,3.13,9.21,2.32,0.2,2.12,24.86,-,-
70,花蓮縣,1998/04,花蓮,0.6,0.65,18.8,48.0,-,21,5.78,14.77,-,-,-,25.09,-,-
,,,,,,,,,,,,,,,,,
