序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2001/02,松山,3.1,0.87,16.3,46.0,-,54,21.03,32.98,-,-,-,17.1,-,-,-
2,臺北市,2001/02,古亭,2.4,0.92,21.5,43.0,24,50,19.52,30.42,2.4,0.39,2.02,18.62,-,-,-
3,臺北市,2001/02,中山,3.2,1.0,18.0,57.0,-,55,21.19,34.16,2.73,0.36,2.37,18.07,-,-,-
4,臺北市,2001/02,大同,5.5,2.58,-,63.0,-,140,92.11,47.53,3.49,1.27,2.22,18.63,-,-,-
5,臺北市,2001/02,萬華,3.1,-,18.9,44.0,-,45,14.56,30.5,-,-,-,17.42,-,-,-
6,臺北市,2001/02,陽明,1.2,0.28,47.8,16.0,-,3,0.4,2.53,-,-,-,13.14,-,-,-
7,臺北市,2001/02,士林,1.8,0.76,24.8,49.0,-,32,10.67,21.29,-,-,-,18.03,-,-,-
8,新北市,2001/02,板橋,5.1,0.93,20.1,50.0,-,47,15.67,31.41,2.94,0.59,2.35,18.13,-,-,-
9,新北市,2001/02,三重,6.0,2.55,-,77.0,25,167,117.59,49.4,2.97,0.83,2.14,18.23,-,-,-
10,新北市,2001/02,菜寮,3.9,0.95,18.5,55.0,-,48,18.18,30.31,-,-,-,17.92,-,-,-
11,新北市,2001/02,永和,4.1,1.51,16.7,61.0,-,74,40.58,33.54,2.79,0.57,2.21,18.46,-,-,-
12,新北市,2001/02,新莊,4.7,0.85,25.1,53.0,-,44,19.21,27.96,2.58,0.55,2.03,17.98,-,-,-
13,新北市,2001/02,新店,1.8,0.63,25.8,36.0,-,26,6.66,19.33,-,-,-,18.31,-,-,-
14,新北市,2001/02,淡水,1.9,0.65,28.0,39.0,-,25,6.67,18.16,-,-,-,16.97,-,-,-
15,新北市,2001/02,汐止,3.5,0.67,18.0,48.0,-,50,20.16,30.09,-,-,-,17.02,-,-,-
16,新北市,2001/02,土城,4.0,0.88,19.5,44.0,-,47,17.81,28.9,-,-,-,17.81,-,-,-
17,新北市,2001/02,林口,2.6,0.4,30.1,39.0,-,24,6.34,18.37,-,-,-,15.9,-,-,-
18,新北市,2001/02,萬里,1.2,0.3,37.7,39.0,-,9,1.87,6.89,2.37,0.07,2.3,17.24,-,-,-
19,臺中市,2001/02,西屯,3.6,0.65,23.0,66.0,-,28,10.55,17.69,2.39,0.29,2.11,17.59,-,-,-
20,臺中市,2001/02,忠明,3.7,1.02,22.2,69.0,42,53,17.94,35.03,-,-,-,18.18,-,-,-
21,臺中市,2001/02,豐原,3.6,0.92,22.6,59.0,-,40,11.86,28.61,-,-,-,17.47,-,-,-
22,臺中市,2001/02,沙鹿,8.0,0.58,20.7,51.0,-,30,8.16,22.25,-,-,-,17.66,-,-,-
23,臺中市,2001/02,大里,4.5,1.04,18.7,-,-,50,14.79,35.12,-,-,-,17.77,-,-,-
24,臺南市,2001/02,新營,3.1,0.53,26.0,87.0,-,31,6.38,24.9,2.44,0.16,2.28,19.18,-,-,-
25,臺南市,2001/02,善化,4.6,0.55,24.4,84.0,-,28,5.33,23.22,-,-,-,19.32,-,-,-
26,臺南市,2001/02,安南,6.5,0.56,27.5,91.0,-,29,6.24,22.75,-,-,-,18.84,-,-,-
27,臺南市,2001/02,臺南,4.8,0.8,23.0,105.0,-,32,6.44,25.86,2.45,0.25,2.2,20.0,-,-,-
28,高雄市,2001/02,左營,6.5,0.86,33.6,109.0,-,35,8.19,26.59,2.41,0.32,2.09,20.28,-,-,-
29,高雄市,2001/02,楠梓,4.5,0.66,27.8,97.0,-,41,10.59,30.81,2.43,0.24,2.19,20.31,-,-,-
30,高雄市,2001/02,前金,8.5,0.95,29.5,128.0,-,41,10.1,31.39,-,-,-,20.15,-,-,-
31,高雄市,2001/02,前鎮,11.1,-,-,106.0,-,59,17.7,41.71,2.65,0.5,2.14,21.02,-,-,-
32,高雄市,2001/02,復興,10.8,1.39,-,137.0,-,74,27.1,47.07,2.87,0.79,2.08,20.94,-,-,-
33,高雄市,2001/02,小港,19.6,1.02,27.5,128.0,-,72,25.23,47.23,2.73,0.56,2.17,21.36,-,-,-
34,高雄市,2001/02,鳳山,14.3,0.96,22.9,134.0,60,61,23.91,37.02,-,-,-,21.47,-,-,-
35,高雄市,2001/02,林園,13.1,0.76,16.9,126.0,53,44,11.87,32.37,2.96,0.59,2.38,21.41,-,-,-
36,高雄市,2001/02,大寮,14.0,0.85,29.3,141.0,-,40,6.82,33.43,2.72,0.39,2.33,21.08,-,-,-
37,高雄市,2001/02,仁武,14.0,0.72,26.6,120.0,-,52,16.02,36.16,2.83,0.46,2.36,20.43,-,-,-
38,高雄市,2001/02,橋頭,4.3,0.68,23.3,91.0,-,42,11.27,30.31,2.49,0.18,2.31,19.92,-,-,-
39,高雄市,2001/02,美濃,2.1,0.6,32.7,120.0,-,18,1.3,17.08,-,-,-,20.56,-,-,-
40,基隆市,2001/02,基隆,6.9,0.74,26.8,55.0,-,36,12.96,23.5,2.55,0.28,2.28,17.3,-,-,-
41,新竹市,2001/02,新竹,4.1,0.66,22.1,53.0,-,32,9.01,23.14,2.69,0.27,2.42,17.53,-,-,-
42,嘉義市,2001/02,嘉義,4.3,0.81,17.9,106.0,-,44,11.84,32.59,2.45,0.39,2.06,18.79,-,-,-
43,宜蘭縣,2001/02,宜蘭,0.7,0.57,27.6,28.0,-,16,2.68,13.26,-,-,-,18.04,-,-,-
44,宜蘭縣,2001/02,冬山,1.6,0.53,18.8,33.0,-,22,7.61,14.65,2.4,0.17,2.23,18.4,-,-,-
45,桃園市,2001/02,桃園,7.3,0.76,21.2,47.0,-,39,12.38,26.61,2.54,0.38,2.16,16.85,-,-,-
46,桃園市,2001/02,中壢,4.6,1.26,-,60.0,-,61,28.41,32.36,-,-,-,16.58,-,-,-
47,桃園市,2001/02,大園,2.9,0.39,32.2,54.0,-,23,9.15,14.3,-,-,-,17.03,-,-,-
48,桃園市,2001/02,龍潭,2.6,0.66,29.2,49.0,-,33,8.68,23.85,-,-,-,15.35,-,-,-
49,桃園市,2001/02,平鎮,3.9,0.8,22.8,48.0,-,39,12.44,26.19,2.52,0.32,2.2,16.01,-,-,-
50,桃園市,2001/02,觀音,6.7,0.34,32.5,45.0,-,18,3.87,13.82,2.6,0.18,2.42,16.25,-,-,-
