序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/11,松山,5.1,0.63,406.98,26.1,71,29,37.49,8.51,28.98,-,-,-,22.93,-,-,69.13,-
2,臺北市,2005/11,古亭,4.4,0.71,-,26.0,66,35,37.81,10.66,27.14,2.195,0.212,1.983,22.68,-,-,73.72,-
3,臺北市,2005/11,中山,5.2,0.81,-,19.1,73,41,46.63,14.47,32.16,2.18,0.311,1.87,23.19,-,-,67.19,-
4,臺北市,2005/11,萬華,5.3,0.71,-,28.9,70,37,30.07,5.7,24.37,-,-,-,23.48,-,-,68.8,-
5,臺北市,2005/11,陽明,2.7,0.26,374.42,52.1,27,20,3.79,1.04,2.74,-,-,-,16.27,-,-,-,-
6,臺北市,2005/11,士林,3.7,0.48,-,34.6,62,31,18.37,3.29,15.07,-,-,-,23.45,-,-,68.48,-
7,新北市,2005/11,板橋,5.2,0.73,-,27.8,66,36,33.23,6.65,26.58,2.232,0.33,1.902,23.12,-,-,68.35,-
8,新北市,2005/11,三重,6.2,1.73,-,14.0,90,47,111.33,70.16,41.17,-,-,-,23.31,-,-,-,-
9,新北市,2005/11,菜寮,5.1,0.73,-,24.8,59,33,34.1,7.63,26.47,-,-,-,23.89,-,-,67.45,-
10,新北市,2005/11,永和,5.0,1.15,-,16.8,59,36,49.83,20.15,29.68,-,-,-,23.53,-,-,69.09,-
11,新北市,2005/11,新莊,6.3,0.64,-,26.6,66,38,29.31,6.24,23.07,-,-,-,22.8,-,-,68.98,-
12,新北市,2005/11,新店,3.6,0.49,-,31.4,50,31,18.61,3.01,15.6,-,-,-,22.66,-,-,69.9,-
13,新北市,2005/11,淡水,2.7,0.49,-,35.4,54,35,18.54,4.04,14.49,-,-,-,-,-,-,-,-
14,新北市,2005/11,汐止,5.2,0.53,-,26.7,57,32,28.15,6.45,21.69,-,-,-,22.55,-,-,73.52,-
15,新北市,2005/11,土城,4.8,0.59,-,28.8,63,39,33.88,9.99,23.89,-,-,-,23.77,-,-,69.69,-
16,新北市,2005/11,林口,4.2,0.43,-,32.6,63,38,20.87,3.09,17.77,-,-,-,20.73,-,-,74.36,-
17,新北市,2005/11,萬里,3.0,0.3,-,43.9,50,33,8.45,1.34,7.09,-,-,-,22.99,-,-,74.2,-
18,臺中市,2005/11,西屯,3.7,0.55,-,32.8,99,57,23.6,4.98,18.61,2.333,0.327,2.007,23.71,-,-,67.23,-
19,臺中市,2005/11,忠明,4.0,0.79,-,27.9,89,56,34.01,8.34,25.66,-,-,-,23.53,-,-,64.39,-
