序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/06,松山,11.8,0.74,417.32,18.3,38,27,49.58,19.03,30.55,2.05,0.328,1.722,26.86,76.78
2,臺北市,2010/06,古亭,2.9,0.8,-,19.9,39,22,39.98,15.32,24.66,2.283,0.309,1.974,26.57,80.41
3,臺北市,2010/06,中山,3.6,1.04,-,16.3,40,33,56.41,25.57,30.85,2.532,0.391,2.141,27.14,78.01
4,臺北市,2010/06,萬華,2.8,0.88,-,16.8,34,22,47.55,17.62,29.94,-,-,-,26.63,80.51
5,臺北市,2010/06,陽明,2.0,0.16,393.47,34.1,11,10,5.09,1.34,3.75,-,-,-,19.29,91.86
6,臺北市,2010/06,士林,3.2,0.63,-,22.3,43,18,31.35,11.29,20.06,-,-,-,26.34,78.17
7,新北市,2010/06,板橋,3.9,0.82,-,22.0,33,20,39.07,14.21,24.87,2.316,0.435,1.881,26.89,75.38
8,新北市,2010/06,三重,4.5,2.24,-,-,58,34,138.84,97.89,40.96,2.983,0.994,1.989,26.78,75.69
9,新北市,2010/06,菜寮,3.4,0.98,-,18.4,34,19,45.83,18.88,26.94,-,-,-,26.84,75.69
10,新北市,2010/06,永和,3.3,1.26,-,16.1,35,21,51.44,24.98,26.46,2.439,0.534,1.905,26.83,77.36
11,新北市,2010/06,新莊,6.0,0.75,-,20.2,36,22,37.25,12.45,24.8,-,-,-,26.43,80.45
12,新北市,2010/06,新店,2.1,0.45,-,21.8,27,16,20.53,5.53,15.0,-,-,-,26.39,83.74
13,新北市,2010/06,淡水,2.6,0.52,-,19.6,31,17,23.56,7.99,15.57,-,-,-,-,-
14,新北市,2010/06,汐止,4.5,0.58,-,17.9,31,20,42.02,19.95,22.07,-,-,-,26.3,87.65
15,新北市,2010/06,土城,4.1,0.67,-,22.0,35,19,35.58,14.13,21.46,2.287,0.372,1.915,26.82,81.14
16,新北市,2010/06,林口,4.1,0.42,-,22.9,29,17,25.97,7.39,18.58,-,-,-,25.19,83.25
17,新北市,2010/06,萬里,2.8,0.27,-,30.8,29,17,12.16,3.58,8.59,-,-,-,25.48,89.45
18,臺中市,2010/06,西屯,2.9,0.33,-,20.3,42,21,22.16,6.94,15.22,1.962,0.187,1.775,26.42,79.96
19,臺中市,2010/06,忠明,3.0,0.51,-,22.5,32,21,25.02,7.15,17.88,2.107,0.268,1.839,27.86,76.0
20,臺中市,2010/06,豐原,2.9,0.39,-,22.8,40,19,15.91,3.06,12.85,1.804,0.164,1.64,26.74,78.83
21,臺中市,2010/06,沙鹿,3.2,0.29,-,21.2,24,17,16.1,3.21,12.89,-,-,-,26.88,83.48
22,臺中市,2010/06,大里,2.9,0.45,425.95,18.2,39,21,20.82,5.6,15.22,1.796,0.292,1.504,28.21,75.25
23,臺南市,2010/06,新營,3.2,0.27,-,20.5,42,20,12.29,3.58,8.72,2.016,0.086,1.93,28.14,80.04
24,臺南市,2010/06,善化,3.5,0.19,410.16,19.1,41,20,13.19,4.06,9.13,-,-,-,27.6,84.1
25,臺南市,2010/06,安南,3.6,0.3,-,22.3,46,22,16.63,5.79,10.84,2.007,0.225,1.782,28.19,75.68
26,臺南市,2010/06,臺南,4.0,0.33,-,25.1,39,21,15.41,3.26,12.15,1.863,0.169,1.694,28.24,80.33
27,高雄市,2010/06,左營,4.5,0.41,-,21.4,37,24,20.57,6.99,13.58,2.058,0.181,1.877,29.95,78.35
28,高雄市,2010/06,楠梓,7.0,0.33,-,19.8,46,25,20.74,6.74,14.0,1.94,0.203,1.737,27.87,77.03
29,高雄市,2010/06,前金,5.1,0.4,-,23.6,42,25,20.58,7.72,12.87,2.031,0.183,1.848,28.14,80.89
30,高雄市,2010/06,前鎮,8.3,0.39,-,18.8,38,23,23.47,7.02,16.46,2.08,0.26,1.82,29.02,80.06
31,高雄市,2010/06,復興,6.6,0.62,-,22.0,36,22,27.87,8.28,19.59,2.28,0.345,1.936,28.57,82.51
32,高雄市,2010/06,小港,8.8,0.32,-,22.5,48,27,24.65,9.15,15.5,1.884,0.167,1.717,28.4,78.1
33,高雄市,2010/06,鳳山,6.5,0.51,-,20.9,55,27,22.41,5.75,16.66,2.1,0.276,1.824,28.48,78.22
34,高雄市,2010/06,林園,4.6,0.21,-,25.6,44,26,11.37,2.09,9.28,1.978,0.068,1.91,28.73,84.74
35,高雄市,2010/06,大寮,4.9,0.31,-,20.5,43,27,16.12,4.65,11.47,2.192,0.145,2.05,28.16,78.04
36,高雄市,2010/06,仁武,7.3,0.34,-,21.7,49,24,22.05,6.1,15.94,1.955,0.16,1.795,28.87,78.46
37,高雄市,2010/06,橋頭,3.9,0.29,-,22.8,34,21,17.1,5.18,11.92,-,-,-,28.04,79.98
38,高雄市,2010/06,美濃,1.9,0.23,-,26.8,38,17,8.88,2.35,6.52,-,-,-,27.33,82.98
39,基隆市,2010/06,基隆,3.1,0.51,-,19.8,27,17,25.6,9.57,16.03,2.081,0.212,1.869,25.9,84.76
40,新竹市,2010/06,新竹,3.5,0.4,-,18.3,24,16,21.64,5.23,16.41,1.87,0.197,1.673,27.19,76.72
41,嘉義市,2010/06,嘉義,3.3,0.29,-,21.2,40,24,14.01,2.66,11.35,1.908,0.129,1.779,27.94,74.31
42,宜蘭縣,2010/06,宜蘭,2.6,0.34,409.0,22.4,32,14,11.43,2.84,8.59,-,-,-,25.98,82.25
43,宜蘭縣,2010/06,冬山,2.1,0.41,-,21.7,29,13,14.43,5.01,9.42,-,-,-,26.02,84.64
44,桃園市,2010/06,桃園,8.8,0.62,-,21.2,45,22,30.54,9.16,21.38,2.084,0.351,1.733,26.06,82.94
45,桃園市,2010/06,中壢,4.6,1.29,-,15.7,53,23,55.89,30.49,25.41,2.61,0.65,1.96,26.17,79.67
46,桃園市,2010/06,大園,4.6,0.32,-,22.2,29,17,22.83,5.24,17.58,-,-,-,26.43,81.0
47,桃園市,2010/06,龍潭,2.5,0.35,-,23.2,41,17,21.45,5.72,15.73,-,-,-,25.53,81.63
48,桃園市,2010/06,平鎮,4.9,0.41,-,19.5,44,16,24.28,5.64,18.64,-,-,-,26.18,78.75
49,桃園市,2010/06,觀音,6.1,0.21,-,24.9,42,16,12.62,2.55,10.07,-,-,-,26.53,82.79
50,新竹縣,2010/06,竹東,1.2,0.32,-,20.8,26,20,16.1,4.93,11.17,-,-,-,26.12,80.11
51,新竹縣,2010/06,湖口,3.9,0.26,-,24.0,27,20,15.9,3.93,11.98,-,-,-,26.26,76.08
52,苗栗縣,2010/06,苗栗,3.1,0.29,-,21.4,23,15,16.29,3.82,12.47,-,-,-,27.02,74.69
53,苗栗縣,2010/06,頭份,5.9,0.3,-,22.0,26,15,18.16,4.1,14.06,2.019,0.122,1.897,27.2,78.05
54,苗栗縣,2010/06,三義,2.2,0.2,-,26.5,27,12,10.71,2.23,8.48,-,-,-,24.29,83.7
55,彰化縣,2010/06,彰化,3.3,0.32,-,18.3,37,22,20.19,4.73,15.46,1.866,0.173,1.693,27.3,78.12
56,彰化縣,2010/06,線西,3.7,0.25,-,22.4,31,16,14.09,3.42,10.68,1.909,0.225,1.684,26.59,84.94
57,彰化縣,2010/06,二林,1.7,0.17,-,21.8,47,24,11.33,2.47,8.86,-,-,-,27.46,78.84
58,南投縣,2010/06,南投,2.4,0.35,-,20.3,40,19,15.67,3.83,11.84,2.065,0.522,1.544,26.87,78.76
59,南投縣,2010/06,埔里,1.9,0.3,-,25.2,26,20,12.05,2.75,9.31,-,-,-,25.09,79.56
60,南投縣,2010/06,竹山,2.3,0.26,-,23.0,29,18,12.81,3.24,9.58,-,-,-,26.12,82.7
61,雲林縣,2010/06,斗六,2.7,0.32,-,22.0,35,21,15.5,3.81,11.69,-,-,-,28.06,75.79
62,雲林縣,2010/06,崙背,2.6,0.19,-,22.0,39,19,10.73,3.52,7.21,-,-,-,27.42,83.12
63,雲林縣,2010/06,臺西,2.5,0.15,-,28.6,26,16,8.2,1.79,6.41,-,-,-,27.41,85.23
