序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
21,臺中市,2016/10,豐原,2.9,0.4,-,33.9,41,31,11.73,2.04,9.68,1.848,0.136,1.712,1.78,1.23,26.28,-,-,75.82,-
22,臺中市,2016/10,沙鹿,3.4,0.39,-,30.9,59,26,18.76,2.68,16.07,-,-,-,3.02,1.57,27.35,-,-,78.18,-
23,臺中市,2016/10,大里,2.9,0.49,444.59,28.8,57,28,20.78,3.69,17.09,1.941,0.219,1.721,1.64,1.11,28.59,-,-,72.47,-
24,臺南市,2016/10,新營,2.9,0.34,-,29.8,59,27,13.3,1.99,11.31,2.077,0.098,1.979,1.77,1.09,27.53,1.12,6.2,77.68,14.01
25,臺南市,2016/10,善化,2.9,0.29,429.08,30.7,53,29,12.1,1.81,10.3,-,-,-,2.25,1.9,27.51,-,-,79.71,-
26,臺南市,2016/10,安南,3.2,0.34,-,30.4,55,28,14.52,2.63,11.88,1.958,0.167,1.791,2.22,1.65,27.99,-,-,79.56,-
27,臺南市,2016/10,臺南,3.3,0.43,-,33.5,47,28,15.23,1.43,13.8,2.047,0.172,1.874,1.92,1.34,27.41,-,-,74.59,-
28,高雄市,2016/10,左營,4.3,0.42,-,34.9,59,34,17.99,2.67,15.32,2.142,0.153,1.989,2.11,1.76,27.64,-,-,79.1,-
29,高雄市,2016/10,楠梓,3.8,0.4,-,31.8,67,24,19.98,3.51,16.47,2.079,0.164,1.915,1.85,1.4,28.2,-,-,76.13,-
30,高雄市,2016/10,前金,4.7,0.44,-,34.1,56,29,17.38,2.28,15.09,2.067,0.156,1.911,2.06,1.55,28.25,-,-,77.93,-
31,高雄市,2016/10,前鎮,6.5,0.5,-,30.4,55,24,23.28,3.86,19.42,2.132,0.18,1.953,1.78,1.39,28.22,-,-,76.44,-
32,高雄市,2016/10,復興,6.6,0.63,-,29.2,47,24,26.79,4.54,22.25,2.229,0.268,1.961,1.26,0.89,29.3,-,-,77.85,-
33,高雄市,2016/10,小港,9.8,0.48,-,25.7,61,26,29.68,6.11,23.57,2.135,0.211,1.924,1.92,1.51,28.58,3.57,5.16,79.02,26.26
34,高雄市,2016/10,鳳山,4.7,0.54,-,31.5,74,28,20.77,3.2,17.56,2.187,0.225,1.962,1.68,1.28,28.57,5,5.38,77.15,38.92
35,高雄市,2016/10,林園,4.6,0.25,-,36.1,41,29,11.73,1.61,10.1,2.064,0.039,2.027,2.25,2.01,28.37,-,-,82.57,-
36,高雄市,2016/10,大寮,4.6,0.37,-,30.1,76,24,17.17,2.67,14.5,2.264,0.179,2.085,1.83,1.52,27.89,-,-,80.46,-
37,高雄市,2016/10,仁武,4.3,0.41,-,32.1,66,29,18.86,2.78,16.08,2.123,0.167,1.955,1.84,1.56,27.96,-,-,78.45,-
38,高雄市,2016/10,橋頭,3.3,0.38,-,30.5,53,21,16.17,2.51,13.66,-,-,-,2.2,1.8,28,2.74,5.94,78.13,51.45
39,高雄市,2016/10,美濃,1.8,0.29,-,30.6,42,18,7.61,1.93,5.68,-,-,-,1.17,0.94,27.63,-,-,78.08,-
40,基隆市,2016/10,基隆,1.9,0.22,-,27.2,21,9,9.16,2.55,6.61,1.939,0.075,1.864,1.8,1.44,26.11,-,-,87.47,-
41,新竹市,2016/10,新竹,2.3,0.36,-,29.6,39,14,16.65,2.95,13.69,1.959,0.138,1.821,2.52,1.93,26.95,-,-,73.5,-
42,嘉義市,2016/10,嘉義,3.3,0.43,-,30.1,55,30,15.26,2.08,13.19,1.945,0.154,1.791,1.73,1.15,27.38,-,-,73.24,-
43,宜蘭縣,2016/10,宜蘭,1.6,0.24,411.31,22.8,31,5,6.94,1.51,5.41,-,-,-,1.77,1.31,26.83,-,-,86.76,-
44,宜蘭縣,2016/10,冬山,2.2,0.23,-,21.4,-,5,11.73,4.24,7.49,-,-,-,2.19,1.72,26.35,3.6,5.11,83.94,27.65
45,桃園市,2016/10,桃園,4.2,0.37,-,23.5,29,13,16.86,3.63,13.24,1.971,0.137,1.834,1.97,1.57,26.99,-,-,76.52,-
46,桃園市,2016/10,中壢,3.3,0.9,-,18.2,43,14,40.53,19.15,21.38,2.19,0.326,1.864,1.48,0.62,26.75,-,-,77.33,-
47,桃園市,2016/10,大園,3.8,0.22,-,26.5,36,14,16.98,4.17,12.81,-,-,-,4.84,4.43,26.83,-,-,78.14,-
48,桃園市,2016/10,龍潭,2.3,0.32,-,25.6,38,15,13.91,3.47,10.44,-,-,-,3.42,3.16,25.58,-,-,76.43,-
49,桃園市,2016/10,平鎮,3,0.32,-,25.6,35,13,16.32,3.22,13.1,-,-,-,3.21,2.73,26.77,-,-,78.61,-
50,桃園市,2016/10,觀音,4.5,0.22,-,27.7,41,17,13.56,2.7,10.85,-,-,-,4.28,3.89,26.81,1.22,4.96,81.47,102.29
51,新竹縣,2016/10,竹東,2.1,0.28,-,30,35,23,9.94,2.04,7.9,-,-,-,2.45,1.85,26.64,-,-,80.48,-
52,新竹縣,2016/10,湖口,3.1,0.26,-,32,37,16,12.45,3,9.45,-,-,-,4,3.79,27.64,-,-,79.68,-
53,苗栗縣,2016/10,苗栗,2.8,0.39,-,29.2,49,22,16.27,3.02,13.26,-,-,-,2.11,1.3,26.78,-,-,79.19,-
54,苗栗縣,2016/10,頭份,2.7,0.33,-,32.4,44,20,15.62,2.63,12.99,1.851,0.105,1.746,2.27,1.77,27.38,-,-,79.55,-
55,苗栗縣,2016/10,三義,2.2,0.31,-,34.5,43,18,11.19,1.71,9.47,-,-,-,2.96,2.39,24.83,1,5.69,86.44,10.47
56,彰化縣,2016/10,彰化,3.7,0.45,-,29,53,30,16.23,1.95,14.28,2.007,0.196,1.811,2.05,1.08,27.91,-,-,74.06,-
57,彰化縣,2016/10,線西,4.6,0.34,-,30.5,53,31,15.51,2.53,12.97,2.048,0.11,1.939,3.2,2.66,27.61,-,-,80.29,-
58,彰化縣,2016/10,二林,4.1,0.3,-,28.8,62,24,12.49,2.14,10.34,-,-,-,2.46,1.97,27.46,-,-,80.41,-
59,南投縣,2016/10,南投,2.2,0.44,-,25.7,57,32,16.19,3.4,12.78,1.944,0.143,1.801,1.43,0.98,27.75,1.6,6.79,71.11,9.84
60,南投縣,2016/10,埔里,1.9,0.34,-,26.7,41,25,11.63,2.24,9.38,-,-,-,1.54,1.18,26.1,-,-,70.07,-
61,南投縣,2016/10,竹山,3.2,0.32,-,30.4,54,29,12.31,1.29,10.98,-,-,-,1.33,0.92,26.59,-,-,80.69,-
62,雲林縣,2016/10,斗六,3.5,0.36,-,30.2,53,31,15.57,3.14,12.43,-,-,-,1.54,0.96,28.24,-,-,78.1,-
63,雲林縣,2016/10,崙背,3,0.29,-,30.3,57,34,11.78,2.43,9.35,-,-,-,2.42,1.26,27.03,0.88,6.89,85.04,23.53
64,雲林縣,2016/10,麥寮,3.5,0.3,-,30.3,74,26,12.45,2.94,9.51,2.002,0.094,1.908,2.7,1.53,28.16,-,-,85.44,-
65,雲林縣,2016/10,臺西,4.2,0.24,-,33.5,49,25,11.81,2.23,9.58,1.939,0.048,1.891,4.22,3.79,27.69,-,-,89.41,-
66,嘉義縣,2016/10,朴子,3.1,0.29,-,33.3,64,25,10.98,1.73,9.24,-,-,-,1.88,1.21,28.13,-,-,81.85,-
67,嘉義縣,2016/10,新港,3,0.32,-,30.1,58,28,11.24,2.22,9.01,-,-,-,1.96,1.18,26.95,-,-,77.27,-
68,屏東縣,2016/10,屏東,2.9,0.46,-,32.3,52,30,14.3,2.04,12.25,2.135,0.138,1.997,1.48,1.1,28.15,-,-,74.66,-
69,屏東縣,2016/10,潮州,3,0.28,-,35.4,57,29,13.5,3.91,9.59,-,-,-,1.69,1.41,27.45,-,-,81.51,-
70,屏東縣,2016/10,恆春,0.9,0.07,394.48,29.6,25,4,3.73,1.64,2.08,-,-,-,4.53,3.85,27.15,3.09,5.29,87.44,10.98
71,臺東縣,2016/10,臺東,1.2,0.25,-,17.3,26,5,7.32,3.04,4.27,-,-,-,2.14,1.64,27.21,16.79,5.84,77.32,46.15
72,臺東縣,2016/10,關山,1,-,-,15.2,15,5,5.05,1.97,3.08,-,-,-,1.59,0.99,25.54,-,-,82.96,-
73,花蓮縣,2016/10,花蓮,1.7,0.21,-,19.8,19,8,7.68,2.28,5.39,-,-,-,2.32,1.95,26.81,3.97,5.01,82.27,19.36
74,澎湖縣,2016/10,馬公,1.8,0.17,-,33.7,30,15,4.59,1.32,3.25,-,-,-,2.65,1.28,26.97,2.62,5.61,83.27,107.92
75,金門縣,2016/10,金門,3.7,0.23,-,35.1,45,15,10.02,1.62,8.39,-,-,-,3.24,2.73,27.23,2.46,4.81,74.43,46.71
76,連江縣,2016/10,馬祖,2.5,0.19,-,40.6,37,15,4.55,0.9,3.6,-,-,-,4.42,3.37,24.58,1.43,4.94,86.34,54.26
,,,,,,,,,,,,,,,,,,,,,,
