序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
50,新竹縣,2010/03,竹東,1.8,0.51,-,28.1,78,39,21.11,4.46,16.65,-,-,-,19.23,74.87
51,新竹縣,2010/03,湖口,4.5,0.45,-,33.6,92,41,20.37,4.62,15.75,-,-,-,18.79,73.56
52,苗栗縣,2010/03,苗栗,3.9,0.54,-,27.2,89,43,24.06,5.4,18.66,-,-,-,19.48,74.52
53,苗栗縣,2010/03,頭份,4.5,0.5,-,30.1,90,42,23.62,4.72,18.89,2.164,0.152,2.012,19.21,76.37
54,苗栗縣,2010/03,三義,2.6,0.4,-,34.3,87,38,15.99,2.56,13.42,-,-,-,17.76,79.93
55,彰化縣,2010/03,彰化,5.0,0.56,-,24.4,105,53,33.66,8.35,25.31,2.032,0.231,1.801,20.63,68.62
56,彰化縣,2010/03,線西,5.1,0.45,-,32.8,105,46,20.17,3.63,16.54,1.931,0.151,1.781,20.65,74.71
57,彰化縣,2010/03,二林,3.5,0.37,-,32.6,105,47,16.91,2.75,14.18,-,-,-,21.15,73.0
58,南投縣,2010/03,南投,3.5,0.56,-,25.5,106,43,24.81,4.9,19.91,1.716,0.192,1.524,21.53,70.95
59,南投縣,2010/03,埔里,2.2,0.5,-,31.1,68,42,17.24,2.43,14.81,-,-,-,20.8,70.2
60,南投縣,2010/03,竹山,3.2,0.47,-,27.8,92,55,22.2,4.34,17.86,-,-,-,20.82,74.22
61,雲林縣,2010/03,斗六,3.7,0.51,-,30.2,112,56,22.03,3.3,18.73,-,-,-,22.12,71.47
62,雲林縣,2010/03,崙背,3.7,0.39,-,32.5,112,49,17.04,3.27,13.77,-,-,-,21.25,76.28
63,雲林縣,2010/03,臺西,5.1,0.37,-,41.1,111,42,14.18,2.2,11.97,1.957,0.088,1.869,21.07,79.45
64,嘉義縣,2010/03,朴子,3.4,0.42,-,35.3,127,47,15.73,2.68,13.04,-,-,-,22.3,72.69
65,嘉義縣,2010/03,新港,3.4,0.42,-,32.9,124,42,17.59,4.09,13.5,-,-,-,21.18,72.43
66,屏東縣,2010/03,屏東,4.5,0.61,-,34.7,111,51,21.78,2.61,19.17,2.243,0.222,2.021,24.07,65.85
67,屏東縣,2010/03,潮州,4.3,0.41,-,32.8,99,46,14.73,2.41,12.33,-,-,-,23.64,73.94
68,屏東縣,2010/03,恆春,1.9,0.22,393.51,41.2,30,14,4.08,1.68,2.39,-,-,-,23.86,74.4
69,臺東縣,2010/03,臺東,1.9,0.42,-,31.3,45,16,9.69,3.03,6.66,-,-,-,22.69,73.03
70,臺東縣,2010/03,關山,1.8,-,-,27.0,41,21,7.38,1.87,5.51,-,-,-,20.97,77.06
71,花蓮縣,2010/03,花蓮,1.9,0.49,-,26.5,54,28,13.27,2.68,10.59,-,-,-,21.74,75.19
72,澎湖縣,2010/03,馬公,2.1,0.34,-,50.4,87,28,6.61,1.15,5.46,-,-,-,19.09,76.33
73,金門縣,2010/03,金門,6.2,0.56,-,34.7,134,47,21.73,5.49,16.23,-,-,-,16.56,76.58
74,連江縣,2010/03,馬祖,3.1,0.46,-,42.9,121,37,9.15,1.67,7.48,-,-,-,13.18,82.69
,,,,,,,,,,,,,,,,,
