序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
20,臺中市,1999/09,忠明,3.3,0.92,24.1,61.0,34,39,8.88,29.91,-,-,-,28.64,-,-,-
21,臺中市,1999/09,豐原,3.3,0.63,30.9,-,-,27,4.12,22.54,-,-,-,27.19,-,-,-
22,臺中市,1999/09,沙鹿,3.1,0.53,25.6,-,-,-,-,-,-,-,-,28.74,-,-,-
23,臺中市,1999/09,大里,-,0.73,23.9,60.0,-,28,4.83,22.76,-,-,-,26.59,-,-,-
24,臺南市,1999/09,新營,2.8,0.48,30.8,37.0,-,16,2.08,14.3,2.47,0.16,2.3,28.3,-,-,-
25,臺南市,1999/09,善化,4.0,0.4,31.2,-,-,13,2.15,10.9,-,-,-,28.01,-,-,-
26,臺南市,1999/09,安南,5.3,0.55,-,49.0,-,18,3.5,14.75,-,-,-,27.64,-,-,-
27,臺南市,1999/09,臺南,6.5,0.72,28.3,48.0,-,24,5.32,18.56,2.5,0.29,2.21,27.46,-,-,-
28,高雄市,1999/09,左營,7.1,0.81,30.6,51.0,-,26,7.63,19.01,2.49,0.26,2.23,27.71,-,-,-
29,高雄市,1999/09,楠梓,5.8,0.53,27.5,51.0,-,27,8.93,18.24,2.97,0.45,2.52,27.64,-,-,-
30,高雄市,1999/09,前金,8.2,0.77,28.3,47.0,-,27,7.48,19.63,-,-,-,29.16,-,-,-
31,高雄市,1999/09,前鎮,9.5,-,-,65.0,-,38,10.22,28.06,2.55,0.41,2.13,27.92,-,-,-
32,高雄市,1999/09,復興,9.3,1.15,-,65.0,-,41,13.44,27.76,2.71,0.76,1.95,27.81,-,-,-
33,高雄市,1999/09,小港,12.7,0.86,22.7,58.0,-,38,10.98,27.0,2.33,0.33,2.0,28.13,-,-,-
34,高雄市,1999/09,鳳山,8.1,0.88,24.9,62.0,45,29,5.67,23.32,-,-,-,27.86,-,-,-
35,高雄市,1999/09,林園,5.6,0.54,31.4,47.0,41,14,2.1,12.26,2.29,0.22,2.06,28.05,-,-,-
36,高雄市,1999/09,大寮,5.7,0.57,27.0,56.0,-,19,2.27,16.33,2.77,0.2,2.57,27.95,-,-,-
37,高雄市,1999/09,仁武,10.1,0.56,26.1,53.0,-,27,7.07,19.52,-,-,-,27.56,-,-,-
38,高雄市,1999/09,橋頭,5.6,0.53,24.1,48.0,-,22,4.7,17.33,2.42,0.13,2.29,26.89,-,-,-
39,高雄市,1999/09,美濃,0.8,0.41,27.7,48.0,-,9,0.81,7.85,-,-,-,27.17,-,-,-
40,基隆市,1999/09,基隆,4.2,0.62,23.7,48.0,-,26,8.42,17.75,2.54,0.17,2.37,28.01,-,-,-
41,新竹市,1999/09,新竹,3.3,0.65,23.5,40.0,-,30,10.45,19.67,-,-,-,29.08,-,-,-
42,嘉義市,1999/09,嘉義,3.2,0.75,23.6,60.0,-,22,3.57,18.1,2.2,0.28,1.92,28.23,-,-,-
43,宜蘭縣,1999/09,宜蘭,1.7,0.45,20.0,29.0,-,12,2.74,9.55,-,-,-,27.31,-,-,-
44,宜蘭縣,1999/09,冬山,2.4,0.45,12.6,30.0,-,22,10.09,11.63,2.35,0.15,2.2,28.1,-,-,-
45,桃園市,1999/09,桃園,12.8,0.8,18.7,49.0,-,33,10.52,22.77,2.43,0.34,2.08,27.88,-,-,-
46,桃園市,1999/09,中壢,6.2,1.24,-,41.0,-,63,31.15,31.52,-,-,-,27.69,-,-,-
47,桃園市,1999/09,大園,3.5,0.4,25.8,35.0,-,22,7.91,14.08,-,-,-,28.47,-,-,-
48,桃園市,1999/09,龍潭,3.8,0.5,20.5,48.0,-,27,6.9,19.87,-,-,-,26.61,-,-,-
49,桃園市,1999/09,平鎮,5.9,0.64,20.5,34.0,-,32,8.48,23.74,2.3,0.16,2.14,27.84,-,-,-
50,桃園市,1999/09,觀音,5.2,0.39,29.5,38.0,-,19,4.67,14.04,2.53,0.2,2.33,27.86,-,-,-
51,新竹縣,1999/09,竹東,1.5,0.48,24.6,50.0,-,18,4.4,13.99,-,-,-,28.03,-,-,-
52,新竹縣,1999/09,湖口,3.4,0.53,24.4,52.0,-,-,-,-,-,-,-,28.65,-,-,-
53,苗栗縣,1999/09,苗栗,2.9,0.61,21.0,50.0,-,27,6.49,20.27,-,-,-,28.28,-,-,-
54,苗栗縣,1999/09,頭份,7.8,-,-,49.0,-,-,-,-,-,-,-,27.61,-,-,-
55,苗栗縣,1999/09,三義,1.8,0.41,30.7,65.0,-,21,5.92,15.18,2.63,0.5,2.12,25.8,-,-,-
56,彰化縣,1999/09,彰化,3.9,0.75,20.7,53.0,-,30,6.71,22.8,2.67,0.28,2.39,28.24,-,-,-
57,彰化縣,1999/09,線西,3.5,-,-,54.0,-,22,6.01,15.74,2.41,0.16,2.24,28.22,-,-,-
58,彰化縣,1999/09,二林,1.3,0.4,27.2,75.0,-,15,3.15,11.9,-,-,-,28.62,-,-,-
59,南投縣,1999/09,南投,1.2,0.52,22.2,60.0,-,22,3.94,17.84,3.03,0.24,2.79,27.0,-,-,-
60,南投縣,1999/09,埔里,-,0.52,25.6,-,-,-,-,-,-,-,-,25.31,-,-,-
61,南投縣,1999/09,竹山,0.7,0.45,17.2,52.0,-,14,3.61,10.3,-,-,-,25.85,-,-,-
62,雲林縣,1999/09,斗六,3.6,0.55,21.8,54.0,-,19,4.01,15.4,-,-,-,28.03,-,-,-
63,雲林縣,1999/09,崙背,1.3,0.4,25.3,89.0,-,19,4.76,14.21,2.02,0.1,1.91,27.79,-,-,-
64,雲林縣,1999/09,臺西,1.5,0.34,34.2,65.0,-,11,1.72,9.54,-,-,-,27.25,-,-,-
65,嘉義縣,1999/09,朴子,1.9,0.36,26.6,58.0,-,14,2.42,11.99,-,-,-,28.24,-,-,-
66,嘉義縣,1999/09,新港,2.8,0.51,26.2,53.0,-,19,4.33,14.91,-,-,-,27.42,-,-,-
67,屏東縣,1999/09,屏東,3.1,0.66,30.3,46.0,-,17,2.57,14.8,2.32,0.23,2.09,27.8,-,-,-
68,屏東縣,1999/09,潮州,1.0,0.38,26.8,66.0,-,11,0.72,10.36,-,-,-,27.3,-,-,-
69,屏東縣,1999/09,恆春,0.3,0.21,22.3,25.0,-,1,0.05,1.19,-,-,-,26.72,-,-,-
70,臺東縣,1999/09,臺東,0.3,0.46,9.2,30.0,-,10,3.57,6.69,2.1,0.09,2.02,26.93,-,-,-
71,花蓮縣,1999/09,花蓮,0.5,0.55,12.5,25.0,-,15,5.59,9.73,2.1,0.2,1.9,27.13,-,-,-
72,連江縣,1999/09,馬祖,-,-,-,27.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
