序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
62,雲林縣,2005/12,崙背,5.7,0.43,-,25.5,113,51,18.86,3.42,15.44,2.22,0.31,1.91,17.71,-,-,68.3,-
63,雲林縣,2005/12,臺西,5.0,0.35,-,35.0,69,34,13.7,2.08,11.6,-,-,-,18.87,-,-,70.45,-
64,嘉義縣,2005/12,朴子,4.5,0.41,-,26.3,112,42,19.81,2.96,16.83,-,-,-,17.92,-,-,67.67,-
65,嘉義縣,2005/12,新港,4.7,0.47,-,25.3,111,49,22.53,4.49,18.03,-,-,-,17.02,-,-,66.0,-
66,屏東縣,2005/12,屏東,6.3,0.77,-,26.6,138,82,32.99,8.67,24.33,2.407,0.523,1.884,19.8,-,-,69.08,-
67,屏東縣,2005/12,潮州,6.2,0.62,-,29.5,134,76,34.34,7.13,27.21,-,-,-,19.74,-,-,71.06,-
68,屏東縣,2005/12,恆春,1.8,0.19,396.73,38.4,22,15,4.39,2.24,2.14,-,-,-,20.89,-,-,72.61,-
69,臺東縣,2005/12,臺東,2.4,0.47,-,31.0,41,19,11.56,5.11,6.46,1.904,0.212,1.693,19.65,-,-,70.87,-
70,臺東縣,2005/12,關山,1.8,0.29,-,20.0,30,18,9.56,2.5,7.07,-,-,-,17.59,-,-,73.44,-
71,花蓮縣,2005/12,花蓮,3.0,0.62,-,15.8,47,23,24.68,7.75,16.92,2.093,0.273,1.82,19.48,-,-,68.16,-
72,澎湖縣,2005/12,馬公,3.2,0.26,-,41.6,53,25,5.19,0.64,4.48,-,-,-,17.65,-,-,71.94,-
73,金門縣,2005/12,金門,11.5,0.55,-,31.2,110,54,17.86,4.03,13.82,2.006,0.165,1.841,14.64,-,-,-,-
74,連江縣,2005/12,馬祖,7.2,0.33,-,39.6,74,38,9.3,1.39,7.9,1.861,0.095,1.766,12.75,-,-,62.18,-
,,,,,,,,,,,,,,,,,,,,
