序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2002/02,松山,3.0,0.85,25.7,57.0,-,39,12.62,26.6,-,-,-,17.19,-,-,-
2,臺北市,2002/02,古亭,2.7,0.83,26.9,48.0,26,42,12.84,28.81,2.55,0.41,2.14,17.64,-,-,-
3,臺北市,2002/02,中山,2.8,0.89,25.1,67.0,-,45,14.21,30.74,2.43,0.36,2.07,15.6,-,-,-
4,臺北市,2002/02,大同,8.6,2.21,-,71.0,-,132,84.59,47.74,3.33,1.03,2.3,18.55,-,-,-
5,臺北市,2002/02,萬華,2.6,0.84,22.7,51.0,-,36,5.98,29.55,-,-,-,17.44,-,-,-
6,臺北市,2002/02,陽明,1.4,0.39,50.8,23.0,-,3,0.26,2.98,-,-,-,11.72,-,-,-
7,臺北市,2002/02,士林,1.8,0.67,30.6,58.0,-,27,6.36,20.4,-,-,-,17.04,-,-,-
8,新北市,2002/02,板橋,4.5,0.87,29.8,53.0,-,37,8.83,27.44,2.5,0.37,2.14,18.16,-,-,-
9,新北市,2002/02,三重,4.9,2.35,-,76.0,40,148,98.15,49.59,2.62,0.47,2.16,18.6,-,-,-
10,新北市,2002/02,菜寮,3.5,0.97,27.1,66.0,-,43,13.95,28.86,-,-,-,18.09,-,-,-
11,新北市,2002/02,永和,4.1,1.44,23.9,-,-,61,27.85,32.9,2.81,0.63,2.18,17.67,-,-,-
12,新北市,2002/02,新莊,3.7,0.77,29.7,68.0,-,34,9.51,24.84,2.36,0.39,1.96,17.32,-,-,-
13,新北市,2002/02,新店,1.8,0.63,31.5,42.0,-,21,3.28,17.82,-,-,-,17.86,-,-,-
14,新北市,2002/02,淡水,1.5,0.67,32.5,49.0,-,23,5.68,17.25,-,-,-,16.96,-,-,-
15,新北市,2002/02,汐止,3.0,0.66,29.6,57.0,-,34,10.75,22.89,-,-,-,17.15,-,-,-
16,新北市,2002/02,土城,3.4,0.78,32.8,52.0,-,36,11.52,24.49,-,-,-,18.43,-,-,-
17,新北市,2002/02,林口,2.7,0.49,36.7,53.0,-,21,4.05,17.31,-,-,-,16.12,-,-,-
18,新北市,2002/02,萬里,1.1,0.33,47.1,49.0,-,6,0.82,5.63,2.05,0.05,2.0,16.79,-,-,-
19,臺中市,2002/02,西屯,2.7,0.65,29.1,69.0,-,26,6.77,19.03,2.23,0.26,1.97,17.77,-,-,-
20,臺中市,2002/02,忠明,3.2,0.89,22.8,72.0,42,45,12.95,31.68,-,-,-,18.81,-,-,-
21,臺中市,2002/02,豐原,2.6,0.81,23.9,54.0,-,32,6.47,25.15,-,-,-,17.25,-,-,-
22,臺中市,2002/02,沙鹿,4.2,0.59,25.1,74.0,-,25,4.24,20.95,-,-,-,18.24,-,-,-
23,臺中市,2002/02,大里,2.7,0.91,21.0,69.0,-,41,9.78,30.96,-,-,-,19.48,-,-,-
24,臺南市,2002/02,新營,4.8,0.51,28.9,70.0,-,25,3.84,21.65,2.17,0.17,2.01,19.11,-,-,-
25,臺南市,2002/02,善化,3.9,0.49,31.5,66.0,-,-,-,-,-,-,-,19.05,-,-,-
26,臺南市,2002/02,安南,4.5,0.55,31.5,77.0,-,-,-,-,-,-,-,19.36,-,-,-
27,臺南市,2002/02,臺南,4.2,0.71,34.1,81.0,-,26,3.25,22.79,2.26,0.25,2.0,19.58,-,-,-
28,高雄市,2002/02,左營,6.2,0.82,36.0,75.0,-,31,5.47,25.85,2.31,0.34,1.97,19.78,-,-,-
29,高雄市,2002/02,楠梓,3.9,0.63,26.6,80.0,-,32,6.51,25.97,2.35,0.18,2.17,20.02,-,-,-
30,高雄市,2002/02,前金,6.1,0.98,41.8,84.0,-,31,5.24,25.51,-,-,-,20.85,-,-,-
31,高雄市,2002/02,前鎮,9.5,-,-,95.0,-,47,12.62,34.51,2.66,0.42,2.24,20.96,-,-,-
32,高雄市,2002/02,復興,9.3,1.29,-,108.0,-,56,18.53,37.94,2.76,0.56,2.2,21.08,-,-,-
33,高雄市,2002/02,小港,12.1,0.89,32.9,91.0,-,54,16.09,38.32,2.55,0.4,2.15,20.71,-,-,-
34,高雄市,2002/02,鳳山,10.7,0.72,33.4,99.0,55,49,17.6,31.35,-,-,-,21.48,-,-,-
35,高雄市,2002/02,林園,11.9,0.59,36.4,104.0,60,28,5.68,22.62,2.63,0.39,2.24,20.91,-,-,-
36,高雄市,2002/02,大寮,11.5,0.84,32.8,92.0,-,33,5.33,28.07,2.55,0.3,2.26,19.9,-,-,-
37,高雄市,2002/02,仁武,11.4,0.68,32.4,85.0,-,39,9.88,29.23,2.69,0.4,2.29,20.07,-,-,-
38,高雄市,2002/02,橋頭,5.9,0.88,29.6,55.0,-,32,6.07,25.99,2.34,0.15,2.18,19.79,-,-,-
39,高雄市,2002/02,美濃,2.3,0.57,47.1,92.0,-,17,1.05,15.54,-,-,-,19.92,-,-,-
40,基隆市,2002/02,基隆,3.2,0.64,31.6,50.0,-,27,7.92,19.55,2.22,0.25,1.97,17.19,-,-,-
41,新竹市,2002/02,新竹,3.9,0.67,26.3,53.0,-,29,8.01,21.46,2.33,0.2,2.13,17.21,-,-,-
42,嘉義市,2002/02,嘉義,4.1,0.71,25.6,86.0,-,33,5.66,27.46,2.17,0.21,1.96,19.05,-,-,-
43,宜蘭縣,2002/02,宜蘭,0.9,0.56,33.7,39.0,-,15,1.56,13.59,-,-,-,17.55,-,-,-
44,宜蘭縣,2002/02,冬山,1.4,0.53,16.3,46.0,-,22,6.61,15.69,2.26,0.21,2.06,17.91,-,-,-
45,桃園市,2002/02,桃園,5.9,0.62,29.8,49.0,-,30,7.35,22.84,2.44,0.25,2.19,16.5,-,-,-
46,桃園市,2002/02,中壢,3.9,1.1,-,71.0,-,52,20.83,31.21,2.72,0.68,2.04,16.39,-,-,-
47,桃園市,2002/02,大園,2.8,0.38,39.6,52.0,-,-,-,-,-,-,-,17.11,-,-,-
48,桃園市,2002/02,龍潭,2.3,0.57,29.1,52.0,-,26,5.61,19.94,-,-,-,15.99,-,-,-
49,桃園市,2002/02,平鎮,4.4,0.76,36.0,68.0,-,32,6.99,24.51,2.41,0.26,2.15,17.04,-,-,-
50,桃園市,2002/02,觀音,4.8,0.38,37.5,55.0,-,15,2.39,12.62,2.56,0.2,2.36,16.68,-,-,-
51,新竹縣,2002/02,竹東,1.8,0.57,28.7,53.0,-,22,4.03,17.83,-,-,-,16.91,-,-,-
52,新竹縣,2002/02,湖口,2.3,0.5,30.8,66.0,-,20,6.09,14.4,-,-,-,18.37,-,-,-
53,苗栗縣,2002/02,苗栗,4.1,0.6,27.3,53.0,-,30,7.52,22.06,-,-,-,17.97,-,-,-
54,苗栗縣,2002/02,頭份,3.3,-,-,74.0,-,28,7.63,19.93,2.26,0.15,2.11,17.44,-,-,-
55,苗栗縣,2002/02,三義,1.5,0.45,30.6,42.0,-,19,2.64,16.84,2.02,0.13,1.89,14.89,-,-,-
56,彰化縣,2002/02,彰化,4.4,0.79,25.5,75.0,-,36,9.26,27.2,2.37,0.3,2.06,18.37,-,-,-
57,彰化縣,2002/02,線西,4.4,-,-,60.0,-,22,3.24,19.25,2.14,0.12,2.03,17.67,-,-,-
58,彰化縣,2002/02,二林,3.0,0.41,29.6,74.0,-,18,2.75,15.88,-,-,-,17.64,-,-,-
59,南投縣,2002/02,南投,1.4,0.72,24.6,72.0,-,33,7.07,25.71,2.25,0.31,1.94,18.48,-,-,-
60,南投縣,2002/02,埔里,2.1,0.82,30.7,108.0,-,18,2.38,13.48,2.21,0.2,2.01,17.86,-,-,-
61,南投縣,2002/02,竹山,3.5,0.66,21.0,92.0,-,35,7.22,27.58,-,-,-,18.45,-,-,-
62,雲林縣,2002/02,斗六,3.4,0.64,24.3,77.0,-,29,5.35,23.42,-,-,-,18.87,-,-,-
63,雲林縣,2002/02,崙背,2.5,0.27,32.8,65.0,-,18,2.35,15.43,2.42,0.11,2.31,17.93,-,-,-
