序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
64,雲林縣,2002/02,臺西,3.2,0.41,38.8,67.0,-,14,1.97,11.88,-,-,-,18.56,-,-,-
65,嘉義縣,2002/02,朴子,2.3,0.42,34.8,78.0,-,18,2.52,15.61,-,-,-,18.01,-,-,-
66,嘉義縣,2002/02,新港,2.6,0.48,28.3,109.0,-,21,3.22,17.95,-,-,-,18.41,-,-,-
67,屏東縣,2002/02,屏東,3.5,0.79,37.5,88.0,-,27,2.7,24.1,2.38,0.23,2.15,20.23,-,-,-
68,屏東縣,2002/02,潮州,3.2,0.57,36.3,94.0,-,23,2.31,20.39,-,-,-,19.92,-,-,-
69,屏東縣,2002/02,恆春,0.3,0.3,43.3,30.0,-,1,0.02,1.34,-,-,-,20.45,-,-,-
70,臺東縣,2002/02,臺東,0.7,0.57,31.9,-,-,12,2.14,9.53,2.14,0.08,2.05,19.93,-,-,-
71,花蓮縣,2002/02,花蓮,0.7,0.68,19.8,38.0,-,20,4.84,15.68,2.19,0.23,1.96,19.11,-,-,-
72,金門縣,2002/02,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2002/02,馬祖,1.6,0.3,51.5,39.0,-,4,0.48,3.48,-,-,-,11.82,-,-,-
,,,,,,,,,,,,,,,,,,
