序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/01,松山,5.1,0.72,409.55,18.7,54,33,45.13,13.0,32.13,-,-,-,17.82,-,-,75.41,-
2,臺北市,2006/01,古亭,4.5,0.83,-,18.4,50,33,43.26,14.35,28.91,2.302,0.257,2.045,17.26,-,-,80.86,-
3,臺北市,2006/01,中山,5.2,0.91,-,16.2,59,35,52.74,19.66,33.08,2.325,0.302,2.023,17.76,-,-,73.3,-
4,臺北市,2006/01,萬華,4.3,0.81,-,20.8,48,34,37.33,8.99,28.35,-,-,-,17.82,-,-,76.22,-
5,臺北市,2006/01,陽明,2.4,0.29,377.3,43.6,13,10,4.05,1.1,2.93,-,-,-,11.78,-,-,-,-
6,臺北市,2006/01,士林,3.6,0.56,-,27.9,46,24,22.54,5.42,17.12,-,-,-,18.09,-,-,73.85,-
7,新北市,2006/01,板橋,4.9,0.83,-,21.5,54,34,38.0,9.26,28.74,2.343,0.306,2.038,17.42,-,-,76.23,-
8,新北市,2006/01,三重,5.8,1.88,-,10.2,75,40,132.45,91.67,40.78,-,-,-,17.68,-,-,-,-
9,新北市,2006/01,菜寮,5.3,0.84,-,17.3,53,31,40.43,12.15,28.29,-,-,-,18.32,-,-,74.41,-
10,新北市,2006/01,永和,5.2,1.23,-,15.1,54,36,62.94,30.38,32.56,-,-,-,17.82,-,-,76.23,-
11,新北市,2006/01,新莊,5.4,0.63,-,23.8,52,36,32.54,7.42,25.12,-,-,-,17.13,-,-,75.7,-
12,新北市,2006/01,新店,3.8,0.62,-,23.2,41,27,26.79,6.23,20.55,-,-,-,17.38,-,-,82.48,-
13,新北市,2006/01,淡水,2.6,0.46,-,31.6,36,24,15.22,3.24,11.96,-,-,-,-,-,-,-,-
14,新北市,2006/01,汐止,5.4,0.58,-,18.5,42,25,31.7,8.55,23.15,-,-,-,17.12,-,-,80.99,-
15,新北市,2006/01,土城,5.0,0.71,-,22.6,53,36,36.96,10.42,26.53,-,-,-,18.21,-,-,76.88,-
16,新北市,2006/01,林口,3.6,0.45,-,26.3,46,24,18.93,3.92,15.0,-,-,-,15.1,-,-,82.6,-
17,新北市,2006/01,萬里,2.4,0.35,-,39.4,39,24,8.36,1.62,6.73,-,-,-,17.58,-,-,80.74,-
18,臺中市,2006/01,西屯,2.9,0.63,-,22.2,66,45,28.77,9.0,19.77,2.216,0.282,1.935,17.95,-,-,73.61,-
19,臺中市,2006/01,忠明,3.4,0.87,-,14.4,75,43,43.06,16.13,26.93,-,-,-,17.8,-,-,70.85,-
20,臺中市,2006/01,豐原,4.2,0.77,-,17.2,55,34,32.6,9.0,23.6,2.256,0.32,1.936,16.72,-,-,76.52,-
21,臺中市,2006/01,沙鹿,3.1,0.56,-,25.3,71,40,22.89,6.12,16.77,-,-,-,16.62,-,-,79.79,-
22,臺中市,2006/01,大里,4.9,0.9,397.13,15.5,92,47,45.76,16.39,29.37,-,-,-,19.01,-,-,71.6,-
23,臺南市,2006/01,新營,4.2,0.54,-,20.7,109,50,26.9,6.0,20.9,2.206,0.169,2.036,18.31,-,-,76.73,-
24,臺南市,2006/01,善化,2.3,0.59,431.45,12.7,108,56,26.77,8.4,18.37,-,-,-,18.51,-,-,78.06,-
25,臺南市,2006/01,安南,4.8,0.52,-,20.2,97,47,25.01,5.3,19.71,-,-,-,17.51,-,-,71.54,-
26,臺南市,2006/01,臺南,4.3,0.72,-,24.3,110,55,31.69,7.21,24.47,2.125,0.349,1.777,17.87,-,-,72.5,-
27,高雄市,2006/01,左營,7.8,0.8,-,22.9,118,75,46.52,13.94,32.58,-,-,-,18.46,-,-,76.48,-
28,高雄市,2006/01,楠梓,5.4,0.62,-,17.7,117,65,33.8,9.64,24.15,2.005,0.209,1.796,19.19,-,-,71.23,-
29,高雄市,2006/01,前金,8.3,0.91,-,24.7,119,92,46.06,15.37,30.7,-,-,-,19.91,-,-,73.86,-
30,高雄市,2006/01,前鎮,10.2,1.13,-,16.2,143,84,64.25,23.34,40.74,-,-,-,20.27,-,-,68.89,-
31,高雄市,2006/01,復興,11.3,1.45,-,16.1,145,82,75.57,29.78,45.79,-,-,-,20.46,-,-,69.37,-
32,高雄市,2006/01,小港,17.5,1.04,-,19.5,120,90,77.49,31.01,46.47,2.436,0.656,1.779,21.42,-,-,68.18,-
33,高雄市,2006/01,鳳山,19.8,1.01,-,17.1,130,63,69.73,26.87,42.86,-,-,-,20.05,-,-,71.53,-
34,高雄市,2006/01,林園,8.7,0.75,-,25.8,138,85,43.49,13.24,30.24,2.258,0.508,1.75,20.8,-,-,70.36,-
35,高雄市,2006/01,大寮,6.5,0.78,-,22.9,128,80,49.14,15.15,34.04,-,-,-,20.68,-,-,70.91,-
36,高雄市,2006/01,仁武,17.3,0.78,-,15.8,111,65,57.51,18.79,38.71,2.547,0.427,2.12,20.7,-,-,73.41,-
37,高雄市,2006/01,橋頭,6.0,0.66,-,18.3,108,74,45.74,11.95,33.66,-,-,-,19.69,-,-,76.57,-
38,高雄市,2006/01,美濃,2.6,0.51,-,25.5,93,53,20.42,2.65,17.79,-,-,-,20.65,-,-,71.9,-
39,基隆市,2006/01,基隆,6.4,0.6,-,25.1,35,26,28.72,7.3,21.41,2.275,0.197,2.078,17.89,-,-,80.73,-
40,新竹市,2006/01,新竹,4.4,0.62,-,23.2,62,40,29.03,7.99,21.04,2.238,0.277,1.961,16.87,-,-,77.3,-
41,嘉義市,2006/01,嘉義,4.7,0.71,-,18.2,112,54,32.53,8.72,23.81,2.284,0.244,2.04,16.82,-,-,73.95,-
42,宜蘭縣,2006/01,宜蘭,2.3,0.56,399.21,25.4,36,21,15.64,2.92,12.71,-,-,-,18.53,-,-,79.05,-
43,宜蘭縣,2006/01,冬山,2.7,0.56,-,23.7,36,18,22.45,7.21,15.23,-,-,-,17.84,-,-,83.11,-
44,桃園市,2006/01,桃園,7.4,0.69,-,22.8,76,35,31.42,8.04,23.39,2.27,0.271,1.999,16.47,-,-,78.26,-
45,桃園市,2006/01,中壢,6.5,0.94,-,16.6,62,37,48.2,18.96,29.24,-,-,-,16.48,-,-,82.78,-
46,桃園市,2006/01,大園,4.7,0.44,-,28.4,54,39,25.14,6.45,18.68,-,-,-,16.07,-,-,78.13,-
47,桃園市,2006/01,龍潭,3.9,0.6,-,21.7,59,31,28.66,6.59,22.06,-,-,-,15.13,-,-,80.09,-
48,桃園市,2006/01,平鎮,5.6,0.59,-,22.2,63,36,30.64,5.86,24.78,-,-,-,15.74,-,-,77.98,-
49,桃園市,2006/01,觀音,6.6,0.41,-,32.7,68,31,17.06,3.14,13.91,2.042,0.114,1.928,16.68,-,-,80.94,-
50,新竹縣,2006/01,竹東,2.5,0.58,-,22.7,55,36,24.14,4.98,19.16,-,-,-,17.54,-,-,75.79,-
51,新竹縣,2006/01,湖口,3.8,0.46,-,29.6,60,34,19.8,5.25,14.55,-,-,-,16.02,-,-,81.23,-
52,苗栗縣,2006/01,苗栗,5.4,0.63,-,22.7,64,42,28.97,8.77,20.2,-,-,-,16.88,-,-,79.17,-
53,苗栗縣,2006/01,頭份,4.5,0.54,-,25.8,66,39,24.08,6.94,17.13,-,-,-,15.98,-,-,80.23,-
54,苗栗縣,2006/01,三義,3.0,0.43,-,23.3,50,31,18.58,3.21,15.36,1.962,0.089,1.873,15.05,-,-,83.8,-
55,彰化縣,2006/01,彰化,4.7,0.64,-,16.1,76,41,36.29,11.65,24.64,2.199,0.23,1.97,17.21,-,-,72.7,-
56,彰化縣,2006/01,線西,5.1,0.47,-,25.5,67,39,20.78,4.47,16.3,-,-,-,18.49,-,-,77.55,-
57,彰化縣,2006/01,二林,3.7,0.45,-,27.1,76,40,18.49,3.6,14.89,-,-,-,17.24,-,-,77.74,-
58,南投縣,2006/01,南投,4.0,0.79,-,18.0,79,49,37.64,11.28,26.36,2.236,0.285,1.951,18.84,-,-,73.21,-
59,南投縣,2006/01,埔里,2.6,0.69,-,23.3,70,44,23.96,4.68,19.28,-,-,-,19.25,-,-,70.29,-
60,南投縣,2006/01,竹山,3.8,0.68,-,20.2,92,61,32.08,7.9,24.18,-,-,-,18.72,-,-,74.07,-
61,雲林縣,2006/01,斗六,4.3,0.64,-,19.2,85,50,30.47,7.5,23.02,-,-,-,18.16,-,-,74.76,-
62,雲林縣,2006/01,崙背,3.9,0.47,-,25.4,76,41,17.38,3.13,14.24,2.045,0.103,1.942,17.85,-,-,78.45,-
63,雲林縣,2006/01,臺西,5.1,0.4,-,35.9,55,35,10.76,1.77,8.98,-,-,-,18.28,-,-,80.67,-
64,嘉義縣,2006/01,朴子,3.6,0.48,-,26.3,86,43,16.95,2.5,14.44,-,-,-,18.56,-,-,74.76,-
65,嘉義縣,2006/01,新港,3.8,0.52,-,23.9,90,46,19.53,2.82,16.7,-,-,-,17.34,-,-,77.99,-
66,屏東縣,2006/01,屏東,5.6,0.79,-,24.2,122,72,29.27,6.65,22.62,2.388,0.399,1.989,21.01,-,-,72.94,-
67,屏東縣,2006/01,潮州,5.3,0.64,-,28.9,112,64,33.1,7.37,25.74,-,-,-,20.91,-,-,75.06,-
68,屏東縣,2006/01,恆春,1.8,0.21,407.95,39.1,19,11,6.86,2.95,3.91,-,-,-,21.73,-,-,77.01,-
69,臺東縣,2006/01,臺東,1.8,0.43,-,31.6,26,12,10.67,4.46,6.21,1.962,0.286,1.68,20.75,-,-,76.25,-
70,臺東縣,2006/01,關山,1.4,0.29,-,22.3,20,9,8.17,2.89,5.28,-,-,-,19.19,-,-,76.65,-
71,花蓮縣,2006/01,花蓮,2.1,0.63,-,17.4,38,19,22.5,6.25,16.25,2.092,0.244,1.849,20.89,-,-,74.41,-
72,澎湖縣,2006/01,馬公,2.2,0.35,-,41.0,53,32,5.79,0.83,4.94,1.821,0.023,1.825,16.73,-,-,81.44,-
73,金門縣,2006/01,金門,7.3,0.6,-,30.2,88,46,16.78,4.61,12.16,2.019,0.149,1.87,14.51,-,-,-,-
74,連江縣,2006/01,馬祖,4.7,0.44,-,38.3,66,37,8.93,1.32,7.59,1.897,0.091,1.806,11.85,-,-,73.8,-
,,,,,,,,,,,,,,,,,,,,
