序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/01,松山,3.9,0.81,409.81,22.5,58,-,40.17,13.17,27.01,-,-,-,15.05,-,-,-,-
2,臺北市,2004/01,古亭,2.8,0.85,-,20.0,64,-,47.81,16.5,31.31,2.823,0.735,2.088,15.1,-,-,73.6,-
3,臺北市,2004/01,中山,3.9,-,-,18.1,57,-,54.31,21.24,33.06,2.714,0.538,2.178,17.83,-,-,73.36,-
4,臺北市,2004/01,大同,4.6,1.09,-,-,56,-,73.82,37.98,35.83,3.025,0.524,2.501,15.98,-,-,-,-
5,臺北市,2004/01,萬華,3.1,0.81,-,21.1,55,38,41.26,13.66,27.61,-,-,-,16.07,-,-,75.98,-
6,臺北市,2004/01,陽明,1.6,0.29,371.53,45.8,29,-,3.19,0.41,2.74,-,-,-,-,-,-,-,-
7,臺北市,2004/01,士林,2.4,0.56,-,27.8,51,-,25.52,7.87,17.65,-,-,-,15.4,-,-,75.15,-
8,新北市,2004/01,板橋,5.8,0.72,-,24.6,61,-,-,-,-,2.818,0.501,2.318,15.1,-,-,71.28,-
9,新北市,2004/01,三重,5.2,2.35,-,-,63,-,152.32,107.33,45.0,3.333,1.17,2.164,16.97,-,-,-,-
10,新北市,2004/01,菜寮,3.7,0.97,-,23.8,65,-,43.82,14.98,28.56,-,-,-,15.72,-,-,74.79,-
11,新北市,2004/01,永和,4.3,1.35,-,21.1,69,-,63.47,33.54,29.93,2.813,0.557,2.258,15.4,-,-,76.29,-
12,新北市,2004/01,新莊,4.1,0.77,-,26.6,59,-,-,-,-,2.783,0.512,2.27,-,-,-,-,-
13,新北市,2004/01,新店,1.8,0.56,-,24.5,51,-,26.32,5.84,20.49,-,-,-,16.07,-,-,-,-
14,新北市,2004/01,淡水,2.1,0.65,-,32.5,48,-,19.66,5.12,14.54,-,-,-,14.98,-,-,-,-
15,新北市,2004/01,汐止,3.9,0.68,-,21.3,56,-,33.01,11.54,21.48,-,-,-,15.24,-,-,-,-
16,新北市,2004/01,土城,3.7,0.66,-,20.6,60,-,36.79,11.35,25.46,-,-,-,16.83,-,-,-,-
17,新北市,2004/01,林口,2.7,0.61,-,35.1,53,-,-,-,-,-,-,-,13.73,-,-,81.81,-
18,新北市,2004/01,萬里,1.9,0.27,-,40.8,60,-,8.72,1.16,7.69,2.079,0.079,2.0,15.8,-,-,78.89,-
