序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
19,臺中市,2004/01,西屯,2.9,0.7,-,26.1,76,-,29.12,8.36,20.78,2.552,0.4,2.152,16.16,-,-,70.26,-
20,臺中市,2004/01,忠明,3.4,0.82,-,19.4,73,50,44.24,15.2,29.04,-,-,-,15.59,-,-,-,-
21,臺中市,2004/01,豐原,-,0.76,-,20.9,50,-,28.57,7.39,21.19,-,-,-,14.82,-,-,69.83,-
22,臺中市,2004/01,沙鹿,5.1,0.67,-,21.9,71,-,28.52,5.91,22.62,-,-,-,15.79,-,-,-,-
23,臺中市,2004/01,大里,3.5,1.14,420.24,18.5,69,-,42.44,13.4,29.05,-,-,-,16.62,-,-,68.85,-
24,臺南市,2004/01,新營,4.5,0.61,-,23.2,112,-,30.16,6.43,24.17,2.675,0.43,2.244,16.69,-,-,-,-
25,臺南市,2004/01,善化,4.2,0.6,-,23.9,99,-,29.01,5.41,23.86,-,-,-,17.23,-,-,-,-
26,臺南市,2004/01,安南,4.0,0.6,-,27.4,92,-,27.27,5.23,22.05,-,-,-,16.04,-,-,-,-
27,臺南市,2004/01,臺南,4.4,0.82,-,26.8,94,-,29.1,4.7,24.43,2.657,0.425,2.231,17.18,-,-,-,-
28,高雄市,2004/01,左營,6.4,0.77,-,25.0,111,-,38.63,6.53,32.12,2.863,0.506,2.357,18.17,-,-,71.0,-
29,高雄市,2004/01,楠梓,4.2,0.72,-,25.4,-,-,36.35,8.4,27.97,2.701,0.386,2.319,18.0,-,-,70.38,-
30,高雄市,2004/01,前金,5.5,1.12,-,30.2,108,-,38.31,5.31,33.01,-,-,-,18.09,-,-,-,-
31,高雄市,2004/01,前鎮,10.0,-,-,-,129,-,58.29,17.49,40.82,2.967,0.565,2.402,18.57,-,-,-,-
32,高雄市,2004/01,復興,11.8,1.51,-,-,125,-,64.75,22.8,41.95,2.723,0.366,2.358,19.84,-,-,-,-
33,高雄市,2004/01,小港,17.7,1.1,-,23.5,130,-,72.12,24.3,47.82,3.575,0.798,2.777,19.45,-,-,69.05,-
34,高雄市,2004/01,鳳山,16.9,1.0,-,19.6,154,120,52.82,17.13,35.69,-,-,-,17.91,-,-,68.82,-
35,高雄市,2004/01,林園,14.9,0.75,-,28.2,-,87,41.38,9.44,31.97,2.881,0.36,2.521,19.6,-,-,70.75,-
36,高雄市,2004/01,大寮,10.7,1.01,-,28.7,135,-,42.1,7.62,34.47,-,-,-,20.1,-,-,71.42,-
37,高雄市,2004/01,仁武,15.4,0.76,-,22.1,124,-,58.96,14.6,44.37,-,-,-,18.23,-,-,69.16,-
38,高雄市,2004/01,橋頭,5.5,0.63,-,23.1,90,84,46.11,7.48,38.63,2.931,0.31,2.62,17.63,-,-,69.66,-
39,高雄市,2004/01,美濃,2.6,0.76,-,34.9,89,-,19.24,1.83,17.45,-,-,-,20.08,-,-,-,-
40,基隆市,2004/01,基隆,4.1,0.64,-,28.6,60,-,30.05,8.37,21.7,2.602,0.405,2.197,15.45,-,-,-,-
41,新竹市,2004/01,新竹,4.6,0.56,-,21.7,62,-,32.81,10.33,22.5,2.526,0.269,2.257,15.38,-,-,-,-
42,嘉義市,2004/01,嘉義,5.0,0.86,-,21.9,105,-,41.54,8.23,33.33,2.979,0.524,2.455,16.72,-,-,72.11,-
43,宜蘭縣,2004/01,宜蘭,1.1,0.67,378.99,29.6,38,-,16.21,2.46,13.77,-,-,-,16.36,-,-,-,-
44,宜蘭縣,2004/01,冬山,2.1,0.67,-,20.2,55,-,24.38,8.4,15.99,2.665,0.362,2.303,15.77,-,-,76.03,-
45,桃園市,2004/01,桃園,5.7,0.97,-,23.6,60,-,30.83,8.76,22.09,2.385,0.43,1.955,15.91,-,-,78.66,-
46,桃園市,2004/01,中壢,3.6,1.1,-,-,70,-,55.88,24.5,31.38,2.518,0.428,2.09,14.42,-,-,-,-
47,桃園市,2004/01,大園,3.5,0.51,-,29.1,-,-,31.38,8.6,23.08,-,-,-,15.46,-,-,78.13,-
48,桃園市,2004/01,龍潭,3.2,0.67,-,21.9,53,-,-,-,-,-,-,-,13.58,-,-,81.61,-
49,桃園市,2004/01,平鎮,4.8,0.78,-,22.2,60,-,34.24,9.01,25.23,2.554,0.279,2.275,14.88,-,-,-,-
50,桃園市,2004/01,觀音,6.4,0.4,-,31.6,49,-,21.94,4.79,17.15,2.949,0.662,2.287,16.27,-,-,71.65,-
51,新竹縣,2004/01,竹東,2.2,0.52,-,22.0,58,-,24.87,5.36,19.51,-,-,-,16.0,-,-,76.16,-
52,新竹縣,2004/01,湖口,3.1,0.59,-,21.3,-,-,25.87,7.8,18.07,-,-,-,15.82,-,-,77.8,-
53,苗栗縣,2004/01,苗栗,4.5,0.77,-,20.5,67,-,32.1,8.7,23.41,-,-,-,15.29,-,-,73.06,-
54,苗栗縣,2004/01,頭份,3.5,-,-,-,58,-,24.96,6.94,18.11,2.546,0.306,2.24,15.3,-,-,-,-
55,苗栗縣,2004/01,三義,1.9,0.48,-,28.1,51,-,17.39,1.95,15.49,2.1,0.249,1.851,12.8,-,-,-,-
56,彰化縣,2004/01,彰化,4.8,0.89,-,17.6,83,-,41.51,13.46,28.05,3.026,0.462,2.564,15.86,-,-,-,-
57,彰化縣,2004/01,線西,5.2,-,-,-,62,-,25.34,4.69,20.69,2.24,0.265,1.974,16.81,-,-,73.63,-
58,彰化縣,2004/01,二林,4.6,0.5,-,27.0,82,-,21.06,3.58,17.56,-,-,-,15.37,-,-,-,-
59,南投縣,2004/01,南投,3.1,0.94,-,17.9,83,-,43.73,11.36,32.38,2.793,0.49,2.303,16.49,-,-,74.93,-
60,南投縣,2004/01,埔里,1.0,0.86,-,15.1,62,-,-,-,-,2.664,0.322,2.341,16.75,-,-,74.14,-
61,南投縣,2004/01,竹山,1.6,0.81,-,24.1,83,-,35.25,6.81,28.46,-,-,-,17.11,-,-,71.83,-
62,雲林縣,2004/01,斗六,3.1,0.76,-,20.6,94,-,29.21,6.29,22.91,-,-,-,16.18,-,-,75.17,-
63,雲林縣,2004/01,崙背,3.3,0.51,-,26.9,89,-,20.4,2.79,17.6,2.647,0.31,2.337,16.59,-,-,74.44,-
64,雲林縣,2004/01,臺西,3.4,0.43,-,33.1,66,-,14.36,1.81,12.63,-,-,-,16.18,-,-,-,-
65,嘉義縣,2004/01,朴子,3.1,0.54,-,29.8,84,-,19.79,2.43,17.42,2.155,0.172,1.983,17.26,-,-,70.38,-
66,嘉義縣,2004/01,新港,3.4,0.55,-,20.7,95,-,20.39,4.18,16.28,-,-,-,17.04,-,-,66.96,-
67,屏東縣,2004/01,屏東,2.7,0.88,-,20.2,146,-,30.91,3.57,27.36,2.598,0.271,2.327,19.04,-,-,-,-
68,屏東縣,2004/01,潮州,4.1,0.7,-,32.2,103,-,26.51,3.08,23.45,-,-,-,20.43,-,-,73.23,-
69,屏東縣,2004/01,恆春,-,0.34,366.76,43.6,30,-,1.93,0.25,1.86,-,-,-,19.61,-,-,-,-
70,臺東縣,2004/01,臺東,0.7,0.58,-,28.3,41,-,11.77,1.89,9.89,2.426,0.151,2.276,19.37,-,-,-,-
71,花蓮縣,2004/01,花蓮,1.0,0.81,-,18.3,47,-,27.14,7.25,19.88,2.719,0.577,2.143,17.96,-,-,-,-
72,澎湖縣,2004/01,馬公,1.0,0.51,-,43.0,37,-,3.84,0.27,3.63,-,-,-,16.83,-,-,77.58,-
73,金門縣,2004/01,金門,7.7,0.77,-,32.3,99,-,17.54,4.82,12.71,-,-,-,13.63,-,-,-,-
74,連江縣,2004/01,馬祖,3.4,0.35,-,46.8,76,-,5.23,0.27,5.07,-,-,-,10.38,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
