序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/10,松山,4.0,0.51,389.62,29.0,46,-,31.18,8.38,22.8,-,-,-,24.47,-,-,72.34,-
2,臺北市,2005/10,古亭,3.0,0.6,-,22.7,47,22,33.51,11.45,22.06,2.231,0.203,2.028,24.52,-,-,77.12,-
3,臺北市,2005/10,中山,3.8,0.69,-,18.5,49,24,40.96,14.21,26.75,2.129,0.278,1.851,25.17,-,-,69.4,-
4,臺北市,2005/10,萬華,3.7,0.62,-,25.1,46,22,27.75,7.03,20.72,-,-,-,25.77,-,-,71.49,-
5,臺北市,2005/10,陽明,1.9,0.17,376.2,45.2,17,13,2.52,1.14,1.35,-,-,-,17.8,-,-,-,-
6,臺北市,2005/10,士林,2.7,0.39,-,30.3,42,18,16.54,4.38,12.15,-,-,-,25.38,-,-,70.43,-
7,新北市,2005/10,板橋,3.5,0.6,-,26.1,41,19,27.49,6.05,21.44,2.164,0.343,1.821,25.05,-,-,70.71,-
8,新北市,2005/10,三重,5.4,1.65,-,12.5,64,36,107.37,70.78,36.59,-,-,-,25.34,-,-,-,-
9,新北市,2005/10,菜寮,3.8,0.61,-,24.0,41,17,29.15,7.47,21.67,-,-,-,25.84,-,-,69.39,-
10,新北市,2005/10,永和,3.8,0.91,-,21.0,39,20,42.97,18.28,24.7,-,-,-,25.73,-,-,71.87,-
11,新北市,2005/10,新莊,3.6,0.49,-,28.0,42,19,22.61,4.09,18.51,-,-,-,24.81,-,-,71.2,-
12,新北市,2005/10,新店,2.7,0.39,-,27.4,31,16,16.24,3.69,12.54,-,-,-,24.44,-,-,73.04,-
13,新北市,2005/10,淡水,2.3,0.35,-,35.1,35,17,12.93,3.09,9.84,-,-,-,-,-,-,-,-
14,新北市,2005/10,汐止,4.6,0.39,-,27.6,35,15,22.57,6.35,16.2,-,-,-,24.49,-,-,76.02,-
15,新北市,2005/10,土城,2.6,0.46,-,28.7,39,20,22.89,5.54,17.34,-,-,-,25.89,-,-,71.27,-
16,新北市,2005/10,林口,2.6,0.3,-,32.5,38,20,13.41,2.13,11.26,-,-,-,22.7,-,-,76.8,-
17,新北市,2005/10,萬里,2.3,0.19,-,45.0,41,19,5.11,1.31,3.76,-,-,-,25.24,-,-,76.24,-
18,臺中市,2005/10,西屯,3.0,0.41,-,35.8,70,35,16.9,3.78,13.11,2.251,0.263,1.988,25.9,-,-,68.4,-
19,臺中市,2005/10,忠明,2.9,0.59,-,30.5,64,35,24.9,5.43,19.48,-,-,-,25.59,-,-,65.67,-
20,臺中市,2005/10,豐原,3.9,0.5,-,29.8,49,33,17.63,2.99,14.64,1.74,0.224,1.516,24.64,-,-,71.64,-
21,臺中市,2005/10,沙鹿,2.9,0.38,-,35.2,56,28,16.92,3.54,13.38,-,-,-,25.3,-,-,71.82,-
22,臺中市,2005/10,大里,4.1,0.58,407.85,29.9,81,39,28.8,5.27,23.53,-,-,-,26.98,-,-,68.71,-
