序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2003/10,松山,3.1,0.44,368.84,30.1,42,-,29.69,5.95,23.74,-,-,-,23.72,-,-,-,-
2,臺北市,2003/10,古亭,2.6,0.72,-,28.3,37,58,31.05,7.83,23.22,2.878,0.53,2.35,24.47,-,-,-,-
3,臺北市,2003/10,中山,3.5,0.85,-,22.4,46,-,48.59,14.62,34.01,2.582,0.74,1.84,25.24,-,-,-,-
4,臺北市,2003/10,大同,4.0,0.91,-,-,-,-,57.87,24.17,33.7,2.743,0.47,2.27,25.13,-,-,-,-
5,臺北市,2003/10,萬華,2.3,0.78,-,29.1,-,29,-,-,-,-,-,-,24.15,-,-,-,-
6,臺北市,2003/10,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,臺北市,2003/10,士林,2.1,0.57,-,40.6,40,-,18.69,2.54,16.15,-,-,-,24.59,-,-,-,-
8,新北市,2003/10,板橋,2.5,0.72,-,28.9,44,-,29.86,5.72,24.14,-,-,-,24.28,-,-,-,-
9,新北市,2003/10,三重,5.5,2.26,-,-,-,74,124.06,78.98,45.09,3.369,1.25,2.12,26.54,-,-,-,-
10,新北市,2003/10,菜寮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,新北市,2003/10,永和,3.7,1.2,-,27.3,49,-,42.95,16.98,25.97,2.681,0.53,2.15,25.18,-,-,-,-
12,新北市,2003/10,新莊,3.1,0.74,-,32.1,-,-,30.1,4.64,25.61,2.566,0.51,2.06,24.52,-,-,-,-
13,新北市,2003/10,新店,1.1,0.48,-,33.9,35,-,16.13,1.62,14.5,-,-,-,23.94,-,-,-,-
14,新北市,2003/10,淡水,1.4,0.53,-,42.9,39,-,13.49,1.74,11.75,-,-,-,24.39,-,-,-,-
15,新北市,2003/10,汐止,4.3,0.52,-,27.7,43,-,29.71,7.9,21.82,-,-,-,23.78,-,-,-,-
16,新北市,2003/10,土城,2.2,0.6,-,31.2,39,-,22.74,4.23,18.51,-,-,-,24.57,-,-,-,-
17,新北市,2003/10,林口,2.0,0.35,-,42.9,38,-,13.39,1.17,12.23,-,-,-,23.81,-,-,-,-
18,新北市,2003/10,萬里,1.1,0.34,-,48.1,49,-,6.29,1.28,5.01,2.562,0.21,2.36,23.75,-,-,-,-
19,臺中市,2003/10,西屯,3.0,0.58,-,36.7,58,-,41.06,23.16,17.89,2.64,0.36,2.28,24.83,-,-,-,-
20,臺中市,2003/10,忠明,3.2,0.75,-,32.9,60,24,37.99,7.83,30.16,-,-,-,23.96,-,-,-,-
21,臺中市,2003/10,豐原,2.9,0.78,-,35.3,48,-,25.6,2.55,23.06,-,-,-,24.69,-,-,-,-
22,臺中市,2003/10,沙鹿,4.8,0.56,-,32.9,48,-,24.84,3.1,21.74,-,-,-,25.0,-,-,-,-
23,臺中市,2003/10,大里,2.6,0.86,389.14,28.1,76,-,32.92,4.69,28.22,-,-,-,25.92,-,-,-,-
24,臺南市,2003/10,新營,3.1,0.58,-,35.9,61,-,-,-,-,2.768,0.47,2.3,25.27,-,-,-,-
25,臺南市,2003/10,善化,4.0,0.5,-,39.0,40,-,-,-,-,-,-,-,25.29,-,-,-,-
26,臺南市,2003/10,安南,3.9,0.6,-,39.6,81,-,23.71,3.43,20.28,-,-,-,26.13,-,-,-,-
27,臺南市,2003/10,臺南,4.4,0.77,-,45.0,80,-,24.38,2.39,21.99,2.314,0.48,1.84,25.69,-,-,-,-
28,高雄市,2003/10,左營,6.7,0.83,-,42.8,77,-,32.98,5.58,27.4,3.123,0.41,2.71,26.08,-,-,-,-
29,高雄市,2003/10,楠梓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,高雄市,2003/10,前金,6.8,0.82,-,45.2,85,-,29.76,3.49,26.48,-,-,-,26.17,-,-,-,-
31,高雄市,2003/10,前鎮,9.4,-,-,-,85,-,37.73,7.43,30.34,2.759,0.4,2.35,26.85,-,-,-,-
32,高雄市,2003/10,復興,9.6,1.05,-,-,92,-,41.17,8.17,33.0,2.915,0.53,2.39,27.48,-,-,-,-
33,高雄市,2003/10,小港,8.8,0.68,-,38.8,73,-,36.79,6.68,30.11,3.264,0.93,2.34,26.56,-,-,-,-
34,高雄市,2003/10,鳳山,10.9,0.81,-,42.6,79,95,38.56,11.99,26.56,-,-,-,27.28,-,-,-,-
35,高雄市,2003/10,林園,5.1,0.54,-,42.6,82,56,14.81,2.42,12.39,2.913,0.3,2.61,26.44,-,-,-,-
36,高雄市,2003/10,大寮,8.8,0.71,-,50.1,-,-,26.07,3.46,22.81,-,-,-,26.37,-,-,-,-
37,高雄市,2003/10,仁武,10.3,0.61,-,37.1,84,-,35.1,6.04,29.06,2.574,0.38,2.2,27.56,-,-,-,-
38,高雄市,2003/10,橋頭,5.1,0.56,-,39.0,47,-,28.67,3.78,24.89,2.427,0.07,2.36,23.44,-,-,-,-
39,高雄市,2003/10,美濃,2.2,0.52,-,51.3,70,-,12.18,0.57,11.6,-,-,-,27.13,-,-,-,-
40,基隆市,2003/10,基隆,1.8,0.57,-,38.2,41,-,19.5,2.82,16.68,2.645,0.37,2.28,24.26,-,-,-,-
41,新竹市,2003/10,新竹,3.0,0.51,-,23.8,41,-,23.01,2.47,20.53,2.574,0.32,2.25,25.1,-,-,-,-
42,嘉義市,2003/10,嘉義,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,宜蘭縣,2003/10,宜蘭,0.6,0.51,377.93,37.1,35,-,11.92,1.03,10.89,-,-,-,23.72,-,-,-,-
44,宜蘭縣,2003/10,冬山,1.4,0.44,-,27.6,45,-,18.06,3.96,14.1,2.681,0.35,2.33,22.86,-,-,-,-
45,桃園市,2003/10,桃園,5.9,0.63,-,30.8,39,-,25.77,3.13,22.7,2.711,0.4,2.31,24.03,-,-,-,-
46,桃園市,2003/10,中壢,5.2,0.95,-,-,44,-,44.09,12.37,31.72,2.377,0.33,2.05,23.85,-,-,-,-
47,桃園市,2003/10,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,桃園市,2003/10,龍潭,1.5,0.47,-,42.1,42,-,18.4,2.36,16.06,-,-,-,23.04,-,-,-,-
49,桃園市,2003/10,平鎮,5.4,0.67,-,30.3,45,-,27.01,2.79,24.22,2.625,0.28,2.35,24.39,-,-,-,-
50,桃園市,2003/10,觀音,6.7,0.4,-,31.4,44,-,26.88,4.27,23.46,2.883,0.39,2.49,-,-,-,-,-
51,新竹縣,2003/10,竹東,-,0.38,-,36.0,41,-,17.98,2.84,15.18,-,-,-,23.66,-,-,-,-
52,新竹縣,2003/10,湖口,2.8,0.42,-,41.0,52,-,-,-,-,-,-,-,10.68,-,-,-,-
53,苗栗縣,2003/10,苗栗,2.6,0.52,-,38.1,49,-,25.35,4.43,20.93,-,-,-,25.23,-,-,-,-
54,苗栗縣,2003/10,頭份,2.6,-,-,-,41,-,17.1,2.19,14.98,2.341,0.26,2.08,24.88,-,-,-,-
55,苗栗縣,2003/10,三義,1.1,0.29,-,43.0,33,-,12.91,0.85,12.07,2.321,0.26,2.06,21.42,-,-,-,-
56,彰化縣,2003/10,彰化,4.9,0.68,-,29.9,73,-,32.8,6.23,26.57,2.995,0.43,2.56,25.73,-,-,-,-
57,彰化縣,2003/10,線西,4.0,-,-,-,61,-,23.05,2.55,20.5,3.135,0.33,2.81,24.57,-,-,-,-
58,彰化縣,2003/10,二林,3.0,0.43,-,36.3,66,-,17.98,2.14,15.84,-,-,-,24.84,-,-,-,-
59,南投縣,2003/10,南投,2.3,0.63,-,33.8,62,-,30.09,4.47,25.62,2.534,0.39,2.15,25.18,-,-,-,-
60,南投縣,2003/10,埔里,2.2,0.65,-,40.2,66,-,14.27,1.01,13.26,2.633,0.24,2.39,24.19,-,-,-,-
61,南投縣,2003/10,竹山,1.9,0.59,-,33.5,71,-,22.9,2.42,20.49,-,-,-,24.54,-,-,-,-
62,雲林縣,2003/10,斗六,3.3,0.61,-,35.2,78,-,21.48,2.1,19.38,-,-,-,25.31,-,-,-,-
63,雲林縣,2003/10,崙背,2.5,0.45,-,39.1,57,-,18.23,1.92,16.31,2.802,0.31,2.49,24.91,-,-,-,-
64,雲林縣,2003/10,臺西,3.6,0.35,-,43.8,75,-,14.54,1.27,13.27,-,-,-,24.6,-,-,-,-
65,嘉義縣,2003/10,朴子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,嘉義縣,2003/10,新港,2.7,0.68,-,32.2,80,-,19.92,3.07,16.96,-,-,-,25.36,-,-,-,-
67,屏東縣,2003/10,屏東,3.2,0.73,-,42.2,86,-,23.36,3.04,20.35,3.191,0.28,2.91,26.13,-,-,-,-
68,屏東縣,2003/10,潮州,2.8,0.43,-,36.6,70,-,14.2,1.4,12.82,-,-,-,25.16,-,-,-,-
69,屏東縣,2003/10,恆春,0.2,0.16,359.61,44.9,25,-,0.57,0.05,0.52,-,-,-,25.52,-,-,-,-
70,臺東縣,2003/10,臺東,0.1,0.45,-,25.9,40,-,10.09,1.24,8.84,2.509,0.15,2.36,25.43,-,-,-,-
71,花蓮縣,2003/10,花蓮,0.6,0.57,-,26.8,38,-,17.44,3.18,14.26,2.647,0.44,2.21,25.1,-,-,-,-
72,金門縣,2003/10,金門,5.4,0.66,-,52.8,86,-,14.07,2.9,11.17,2.396,0.28,2.12,23.02,-,-,-,-
73,連江縣,2003/10,馬祖,2.9,0.33,-,62.8,65,-,3.85,0.7,3.15,-,-,-,22.33,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
