序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/07,松山,3.5,0.38,430.89,21.3,21,13,22.54,6.32,16.22,1.901,0.147,1.754,1.72,1.25,30.5,-,-,66.49,-
2,臺北市,2017/07,古亭,2.6,0.38,-,23.4,21,12,20.15,5.2,14.95,1.999,0.143,1.856,1.98,1.63,30.6,-,-,69.98,-
3,臺北市,2017/07,中山,2.9,0.59,-,18.1,33,14,30.28,10.09,20.19,2.017,0.187,1.83,1.11,0.61,31.09,-,-,65.13,-
4,臺北市,2017/07,大同,3.8,1.38,-,-,46,8,61.17,37.03,24.14,2.386,0.417,1.969,-,-,-,-,-,-,-
5,臺北市,2017/07,萬華,3,0.75,-,15.7,29,14,36.61,14.3,22.31,-,-,-,1.07,0.48,31.71,-,-,67.65,-
6,臺北市,2017/07,陽明,2.3,0.11,416.22,27.8,13,10,4.28,0.86,3.4,-,-,-,2.3,-,23.93,3.33,4.71,88.04,20.11
7,臺北市,2017/07,士林,3,0.31,-,22.1,26,12,16.22,3.3,12.92,-,-,-,2.28,1.94,29.62,-,-,72.05,-
8,新北市,2017/07,板橋,4.1,0.45,-,21.2,30,11,23.53,5.26,18.28,2.06,0.226,1.834,1.89,1.49,30.65,4.21,4.64,67.61,24.62
9,新北市,2017/07,三重,3.9,1.18,-,-,42,14,77.53,48.54,28.99,2.336,0.419,1.917,-,-,30.96,-,-,62.27,-
10,新北市,2017/07,菜寮,3.2,0.42,-,21.5,25,13,19.63,4.46,15.17,-,-,-,2.24,1.77,31.4,-,-,67.54,-
11,新北市,2017/07,永和,2.9,0.71,-,19.6,26,15,28.8,10.83,17.97,2.091,0.225,1.866,1.83,1.4,30.6,-,-,65.9,-
12,新北市,2017/07,新莊,4.1,0.4,-,21.2,30,11,21.47,4.88,16.59,-,-,-,2.13,1.77,30.9,-,-,64.53,-
13,新北市,2017/07,新店,2.6,0.28,-,26,28,15,13.38,2.69,10.68,-,-,-,2.16,1.91,31.1,-,-,67.2,-
14,新北市,2017/07,淡水,3,0.28,-,21.1,24,10,12.92,2.38,10.53,-,-,-,1.45,-,29.56,-,-,75.44,-
15,新北市,2017/07,汐止,3.5,0.34,-,20.8,23,15,20.42,6.67,13.75,-,-,-,1.68,1.24,30.64,-,-,75.63,-
16,新北市,2017/07,土城,3.3,0.39,-,23.2,31,13,21.85,6.39,15.45,2.04,0.187,1.853,1.47,0.98,30.45,-,-,73.7,-
17,新北市,2017/07,林口,3.3,0.24,-,23.7,30,13,17.5,4.06,13.43,-,-,-,2.27,1.91,28.18,-,-,81.18,-
18,新北市,2017/07,萬里,3.5,0.16,-,24.5,22,14,8.61,1.83,6.77,-,-,-,3.19,2.91,29.52,1.61,4.93,73.23,136.16
19,臺中市,2017/07,西屯,3,0.24,-,25.7,31,14,15.47,3.35,12.11,1.902,0.163,1.739,1.93,1.66,29.69,4.55,5.56,75.32,32.53
20,臺中市,2017/07,忠明,2.7,0.3,-,25.3,25,15,15.51,2.51,13,1.829,0.101,1.729,1.82,1.35,27.99,-,-,73.18,-
21,臺中市,2017/07,豐原,3.1,0.24,-,28.2,25,15,8.67,1.55,7.12,1.833,0.096,1.737,2.33,1.99,26.88,-,-,76.2,-
22,臺中市,2017/07,沙鹿,3.1,0.22,-,25.9,24,12,12.52,2.01,10.51,-,-,-,2.58,2.24,28.47,-,-,74.01,-
23,臺中市,2017/07,大里,2.6,0.3,428.71,26.1,34,14,13.83,2.52,11.32,-,-,-,1.9,1.46,28.64,-,-,70.8,-
24,臺南市,2017/07,新營,2.6,0.22,-,25.1,36,14,8.85,1.69,7.16,2.06,0.073,1.988,1.62,1.17,29.06,6.19,5.48,74.84,14.11
25,臺南市,2017/07,善化,3.1,0.17,425.91,24.5,28,13,8.01,1.52,6.48,-,-,-,2.35,2.02,28.51,-,-,77.87,-
26,臺南市,2017/07,安南,2.8,0.24,-,24.7,34,13,12.77,2.77,9.99,2.038,0.156,1.882,2.45,2.1,29.72,-,-,76.21,-
27,臺南市,2017/07,臺南,2.8,0.27,-,26.9,29,13,11,1.63,9.35,1.889,0.117,1.772,2.1,1.74,30.26,-,-,69.92,-
28,高雄市,2017/07,左營,3.7,0.27,-,23.1,38,13,15.88,2.56,13.31,2.007,0.136,1.87,2.43,2.03,30.12,-,-,68.55,-
29,高雄市,2017/07,楠梓,3.2,0.26,-,23.4,37,13,16.19,4.23,11.96,1.903,0.145,1.758,1.97,1.62,29.68,-,-,73.67,-
30,高雄市,2017/07,前金,4.1,0.26,-,22.9,32,11,13.19,2.78,10.42,1.914,0.111,1.802,2.37,1.96,29.86,-,-,68.37,-
31,高雄市,2017/07,前鎮,4.8,0.29,-,19.8,31,12,15.36,3.04,12.32,1.933,0.106,1.827,2.08,1.75,30.2,-,-,71.23,-
32,高雄市,2017/07,復興,5.1,0.37,-,20.7,33,12,17.07,3.91,13.16,1.988,0.162,1.827,1.23,0.84,30.52,-,-,68.5,-
