序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2003/09,松山,2.1,0.44,363.06,18.2,32,-,26.76,8.48,18.29,-,-,-,28.03,-,-,-,-
2,臺北市,2003/09,古亭,1.4,0.64,-,17.7,27,33,27.1,10.85,16.26,2.83,0.47,2.36,28.67,-,-,-,-
3,臺北市,2003/09,中山,1.8,0.71,-,11.7,35,-,36.18,14.34,21.83,2.325,0.38,1.94,29.25,-,-,-,-
4,臺北市,2003/09,大同,3.6,0.86,-,-,-,-,57.45,31.97,25.49,2.612,0.5,2.11,29.12,-,-,-,-
5,臺北市,2003/09,萬華,1.6,0.8,-,18.7,29,-,24.61,8.78,15.83,-,-,-,28.33,-,-,-,-
6,臺北市,2003/09,陽明,0.6,0.2,354.98,30.5,11,-,1.98,0.42,1.56,-,-,-,24.03,-,-,-,-
7,臺北市,2003/09,士林,-,0.48,-,20.2,22,-,-,-,-,-,-,-,-,-,-,-,-
8,新北市,2003/09,板橋,2.3,0.58,-,23.5,34,-,26.17,6.87,19.3,2.674,0.44,2.23,28.04,-,-,-,-
9,新北市,2003/09,三重,-,-,-,-,0,-,125.43,88.22,37.21,3.26,1.2,2.06,-,-,-,-,-
10,新北市,2003/09,菜寮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,新北市,2003/09,永和,3.1,1.15,-,16.8,-,-,37.6,19.23,18.37,2.605,0.52,2.09,28.24,-,-,-,-
12,新北市,2003/09,新莊,2.5,0.58,-,18.8,-,-,-,-,-,-,-,-,28.93,-,-,-,-
13,新北市,2003/09,新店,0.7,0.42,-,18.6,26,-,12.88,2.56,10.32,-,-,-,26.09,-,-,-,-
14,新北市,2003/09,淡水,1.2,0.45,-,25.4,25,-,13.94,2.84,11.11,-,-,-,28.73,-,-,-,-
15,新北市,2003/09,汐止,1.5,0.46,-,17.4,31,-,21.81,7.59,14.21,-,-,-,28.54,-,-,-,-
16,新北市,2003/09,土城,1.7,0.5,-,17.5,31,-,21.57,6.74,14.83,-,-,-,28.52,-,-,-,-
17,新北市,2003/09,林口,1.4,0.37,-,27.6,28,-,24.17,11.52,12.66,-,-,-,27.76,-,-,-,-
18,新北市,2003/09,萬里,1.0,0.36,-,28.0,29,2,6.79,1.75,5.04,2.255,0.22,2.04,27.92,-,-,-,-
19,臺中市,2003/09,西屯,3.0,0.61,-,30.3,55,-,35.36,19.32,16.04,-,-,-,28.54,-,-,-,-
20,臺中市,2003/09,忠明,3.2,0.75,-,31.7,55,29,29.03,5.32,23.7,-,-,-,27.63,-,-,-,-
21,臺中市,2003/09,豐原,2.7,0.78,-,29.7,52,-,21.18,2.51,18.68,-,-,-,28.02,-,-,-,-
22,臺中市,2003/09,沙鹿,3.9,0.53,-,28.7,40,-,19.81,3.22,16.59,-,-,-,28.59,-,-,-,-
23,臺中市,2003/09,大里,1.7,0.76,389.99,24.7,67,-,25.46,3.89,21.57,-,-,-,29.46,-,-,-,-
24,臺南市,2003/09,新營,2.3,0.79,-,34.0,46,-,-,-,-,2.573,0.39,2.19,28.47,-,-,-,-
25,臺南市,2003/09,善化,2.7,0.44,-,35.7,36,-,-,-,-,-,-,-,28.22,-,-,-,-
26,臺南市,2003/09,安南,2.2,0.51,-,35.2,63,-,15.06,1.72,13.36,-,-,-,28.63,-,-,-,-
27,臺南市,2003/09,臺南,2.9,0.65,-,45.2,54,-,14.54,1.12,13.43,2.141,0.31,1.83,28.37,-,-,-,-
28,高雄市,2003/09,左營,3.7,0.68,-,35.5,52,-,22.21,4.46,17.76,2.994,0.2,2.79,28.48,-,-,-,-
29,高雄市,2003/09,楠梓,3.4,0.59,-,24.8,54,-,21.83,3.71,18.11,2.832,0.17,2.67,28.41,-,-,-,-
30,高雄市,2003/09,前金,3.2,0.64,-,-,59,-,18.22,2.26,15.56,-,-,-,28.51,-,-,-,-
31,高雄市,2003/09,前鎮,6.1,-,-,-,67,-,27.22,5.33,21.9,2.212,0.23,1.98,27.38,-,-,-,-
32,高雄市,2003/09,復興,4.2,0.99,-,-,61,-,28.05,5.67,22.38,3.352,0.37,2.98,29.59,-,-,-,-
33,高雄市,2003/09,小港,7.6,0.59,-,26.5,60,-,28.84,5.36,23.48,2.769,0.3,2.47,28.32,-,-,-,-
34,高雄市,2003/09,鳳山,5.1,0.71,-,36.7,51,77,24.88,9.55,15.33,-,-,-,29.79,-,-,-,-
35,高雄市,2003/09,林園,4.4,0.43,-,32.5,69,-,12.45,2.1,10.35,-,-,-,28.46,-,-,-,-
36,高雄市,2003/09,大寮,-,-,-,37.9,53,-,17.85,2.03,15.82,-,-,-,29.23,-,-,-,-
37,高雄市,2003/09,仁武,6.0,0.55,-,26.1,57,-,24.02,5.08,18.94,2.925,0.4,2.53,28.46,-,-,-,-
38,高雄市,2003/09,橋頭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,高雄市,2003/09,美濃,1.4,0.48,-,40.6,44,-,8.17,0.66,7.51,-,-,-,29.38,-,-,-,-
40,基隆市,2003/09,基隆,1.3,0.52,-,23.5,26,-,13.61,3.18,10.42,2.431,0.31,2.12,28.13,-,-,-,-
41,新竹市,2003/09,新竹,2.7,0.56,-,24.9,36,-,19.59,3.9,15.69,2.741,0.27,2.47,28.87,-,-,-,-
42,嘉義市,2003/09,嘉義,1.4,0.64,-,33.9,61,-,17.58,2.5,15.09,2.747,0.37,2.38,27.02,-,-,-,-
43,宜蘭縣,2003/09,宜蘭,0.3,0.46,373.44,21.4,28,-,10.02,2.46,7.55,-,-,-,27.26,-,-,-,-
44,宜蘭縣,2003/09,冬山,1.9,0.4,-,14.7,32,-,15.45,5.52,9.94,2.489,0.32,2.17,27.14,-,-,-,-
45,桃園市,2003/09,桃園,5.6,0.57,-,21.8,34,-,21.97,4.74,17.23,2.521,0.37,2.15,27.84,-,-,-,-
46,桃園市,2003/09,中壢,4.8,1.06,-,-,42,-,44.4,17.34,27.07,2.275,0.46,1.81,27.84,-,-,-,-
47,桃園市,2003/09,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,桃園市,2003/09,龍潭,1.9,0.53,-,46.2,49,-,19.77,4.01,15.76,-,-,-,26.98,-,-,-,-
49,桃園市,2003/09,平鎮,4.4,0.66,-,22.9,44,-,24.5,5.29,19.21,2.405,0.25,2.16,28.35,-,-,-,-
50,桃園市,2003/09,觀音,3.5,0.43,-,25.8,40,-,20.33,5.23,15.09,-,-,-,-,-,-,-,-
51,新竹縣,2003/09,竹東,1.3,0.43,-,26.6,39,-,16.96,3.64,13.32,-,-,-,30.25,-,-,-,-
52,新竹縣,2003/09,湖口,3.4,0.48,-,30.8,-,-,19.11,4.02,15.09,-,-,-,28.03,-,-,-,-
53,苗栗縣,2003/09,苗栗,1.8,0.49,-,27.3,49,-,24.16,6.06,18.1,-,-,-,28.53,-,-,-,-
54,苗栗縣,2003/09,頭份,2.8,-,-,-,42,-,20.65,7.29,13.36,2.337,0.26,2.07,28.49,-,-,-,-
55,苗栗縣,2003/09,三義,0.9,0.33,-,31.2,37,-,13.24,2.19,11.05,2.291,0.22,2.07,25.18,-,-,-,-
56,彰化縣,2003/09,彰化,4.3,0.66,-,28.0,60,-,25.92,5.25,20.67,2.924,0.42,2.51,29.3,-,-,-,-
57,彰化縣,2003/09,線西,3.0,-,-,-,48,-,16.99,3.38,13.74,2.99,0.32,2.67,28.31,-,-,-,-
58,彰化縣,2003/09,二林,3.7,0.47,-,26.0,59,-,13.08,2.32,10.76,-,-,-,28.46,-,-,-,-
59,南投縣,2003/09,南投,1.7,0.61,-,30.8,54,-,21.84,3.61,18.25,2.335,0.35,1.98,28.56,-,-,-,-
60,南投縣,2003/09,埔里,-,0.54,-,34.3,51,-,-,-,-,2.179,0.19,1.99,27.21,-,-,-,-
61,南投縣,2003/09,竹山,1.0,0.73,-,29.0,54,-,12.67,1.36,11.31,-,-,-,27.37,-,-,-,-
62,雲林縣,2003/09,斗六,2.3,0.54,-,30.5,56,-,15.09,1.66,13.43,-,-,-,28.47,-,-,-,-
63,雲林縣,2003/09,崙背,1.0,0.39,-,33.1,53,-,13.95,2.42,11.54,2.652,0.29,2.36,28.35,-,-,-,-
64,雲林縣,2003/09,臺西,3.3,0.33,-,34.0,60,-,11.74,2.27,9.47,-,-,-,28.09,-,-,-,-
65,嘉義縣,2003/09,朴子,2.2,0.31,-,38.6,73,-,13.3,1.59,11.76,-,-,-,29.28,-,-,-,-
66,嘉義縣,2003/09,新港,1.7,0.5,-,28.2,64,-,15.08,2.47,12.63,-,-,-,28.35,-,-,-,-
67,屏東縣,2003/09,屏東,1.6,0.63,-,31.1,57,-,18.75,2.43,16.32,-,-,-,28.25,-,-,-,-
68,屏東縣,2003/09,潮州,0.2,0.44,-,30.4,58,-,10.82,1.0,9.84,-,-,-,27.33,-,-,-,-
69,屏東縣,2003/09,恆春,0.3,0.16,356.53,30.0,24,-,-,-,-,-,-,-,27.92,-,-,-,-
70,臺東縣,2003/09,臺東,0.2,0.43,-,19.5,28,-,9.07,2.47,6.6,2.357,0.14,2.21,26.8,-,-,-,-
71,花蓮縣,2003/09,花蓮,0.4,0.51,-,14.6,26,-,13.86,4.34,9.52,2.469,0.39,2.08,28.55,-,-,-,-
72,金門縣,2003/09,金門,-,-,-,35.7,-,-,9.86,2.45,7.4,2.042,0.14,1.9,-,-,-,-,-
73,連江縣,2003/09,馬祖,1.1,0.25,-,42.4,33,-,2.61,0.83,1.78,-,-,-,26.72,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
