序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/06,松山,2.4,0.5,414.53,22.8,35,24,26.63,6.77,19.86,2.126,0.215,1.911,27.48,77.3
2,臺北市,2012/06,古亭,2.5,0.56,-,21.4,42,-,28.12,8.07,20.05,2.051,0.213,1.839,28.04,80.62
3,臺北市,2012/06,中山,2.6,0.76,-,18.3,34,27,39.2,13.86,25.34,2.218,0.281,1.937,28.4,76.83
4,臺北市,2012/06,大同,3.4,1.69,-,-,46,27,69.4,39.55,29.85,2.668,0.62,2.048,-,-
5,臺北市,2012/06,萬華,2.8,0.62,-,20.4,29,18,32.0,8.4,23.61,-,-,-,28.26,77.31
6,臺北市,2012/06,陽明,1.2,0.15,398.8,35.4,11,11,4.17,1.29,2.85,-,-,-,21.49,96.32
7,臺北市,2012/06,士林,2.4,0.42,-,25.4,39,18,19.87,4.1,15.76,-,-,-,27.93,72.76
8,新北市,2012/06,板橋,3.4,0.6,-,23.3,30,18,28.41,7.06,21.35,2.256,0.348,1.908,28.26,74.43
9,新北市,2012/06,三重,3.2,1.76,-,-,-,25,110.44,72.91,37.53,2.808,0.756,2.052,27.99,74.24
10,新北市,2012/06,菜寮,3.1,0.58,-,22.1,31,19,25.92,6.22,19.72,-,-,-,28.07,75.46
11,新北市,2012/06,永和,2.7,1.02,-,18.7,33,17,37.09,15.42,21.67,2.343,0.4,1.943,27.99,84.4
12,新北市,2012/06,新店,2.2,0.37,-,25.4,23,15,15.6,3.19,12.42,-,-,-,27.44,86.33
13,新北市,2012/06,淡水,2.1,0.35,-,25.8,28,14,14.09,3.32,10.76,-,-,-,-,-
14,新北市,2012/06,汐止,4.0,0.38,-,20.4,28,17,26.12,8.81,17.31,-,-,-,27.94,85.03
15,新北市,2012/06,土城,3.0,0.45,-,24.9,28,16,23.52,6.46,17.06,2.135,0.253,1.882,27.99,78.34
16,新北市,2012/06,林口,3.1,0.31,-,28.5,29,17,18.09,3.58,14.5,-,-,-,27.09,85.51
17,新北市,2012/06,萬里,2.3,0.18,-,33.3,28,11,7.49,2.01,5.48,-,-,-,27.17,81.86
18,臺中市,2012/06,西屯,2.9,0.26,-,26.2,40,18,16.11,3.03,13.08,1.89,0.168,1.722,28.12,81.06
19,臺中市,2012/06,忠明,2.5,0.36,-,26.6,33,18,17.56,3.56,13.99,1.882,0.139,1.743,28.87,74.07
20,臺中市,2012/06,豐原,2.5,0.37,-,28.2,44,17,12.47,1.96,10.51,1.951,0.138,1.813,28.17,74.86
21,臺中市,2012/06,沙鹿,2.5,0.26,-,28.2,30,19,12.0,1.76,10.23,-,-,-,28.31,78.9
22,臺中市,2012/06,大里,2.7,0.37,415.71,30.4,38,25,16.12,3.02,13.1,1.995,0.206,1.79,28.78,70.94
23,臺南市,2012/06,新營,2.3,0.27,-,26.2,52,18,9.68,1.79,7.88,1.963,0.079,1.884,28.44,85.26
24,臺南市,2012/06,善化,3.5,0.2,405.17,28.2,44,-,10.23,1.34,8.89,-,-,-,28.42,84.34
25,臺南市,2012/06,安南,3.1,0.28,-,28.0,50,16,13.11,2.48,10.64,1.986,0.205,1.782,28.74,78.97
26,臺南市,2012/06,臺南,3.1,0.31,-,27.1,41,20,12.19,2.06,10.12,1.881,0.14,1.741,28.62,85.62
27,高雄市,2012/06,左營,3.8,0.37,-,24.8,47,21,16.54,3.91,12.63,1.925,0.145,1.78,28.16,80.59
28,高雄市,2012/06,楠梓,6.5,0.33,-,22.5,49,24,18.77,4.58,14.19,1.979,0.236,1.743,28.66,80.86
29,高雄市,2012/06,前金,4.1,0.35,-,14.8,42,21,17.33,3.29,14.04,1.897,0.137,1.76,28.62,80.15
30,高雄市,2012/06,前鎮,8.0,0.32,-,18.6,40,22,22.62,5.22,17.4,1.941,0.213,1.728,28.52,78.89
31,高雄市,2012/06,復興,6.1,0.47,-,21.9,42,14,21.51,5.48,16.03,2.08,0.248,1.832,28.39,80.38
32,高雄市,2012/06,小港,12.5,0.41,-,20.4,45,29,23.55,6.68,16.87,1.86,0.175,1.686,29.02,78.68
33,高雄市,2012/06,鳳山,5.0,0.48,-,23.9,54,21,18.08,3.25,14.83,2.004,0.253,1.751,28.59,82.11
34,高雄市,2012/06,林園,3.5,0.16,-,33.7,52,21,6.44,1.25,5.19,1.886,0.039,1.847,29.02,82.58
35,高雄市,2012/06,大寮,3.0,0.24,-,25.6,57,17,10.12,1.73,8.38,1.944,0.099,1.845,28.18,84.49
36,高雄市,2012/06,仁武,5.2,0.32,-,21.9,50,20,18.01,3.57,14.43,1.941,0.162,1.779,28.49,80.9
37,高雄市,2012/06,橋頭,4.0,0.27,-,25.8,41,19,13.61,2.48,11.13,-,-,-,29.34,82.7
38,高雄市,2012/06,美濃,1.3,0.19,-,29.4,36,16,4.88,1.57,3.31,-,-,-,28.02,80.58
39,基隆市,2012/06,基隆,2.4,0.32,-,26.3,23,13,14.7,3.5,11.21,1.957,0.106,1.851,27.3,86.11
40,新竹市,2012/06,新竹,2.8,0.36,-,24.2,29,16,16.0,2.91,13.09,2.036,0.164,1.871,28.27,78.19
41,嘉義市,2012/06,嘉義,2.7,0.28,-,27.5,-,22,9.77,1.75,8.02,1.88,0.097,1.782,28.21,78.14
42,宜蘭縣,2012/06,宜蘭,1.6,0.26,412.68,25.1,27,14,7.93,1.75,6.18,-,-,-,27.24,82.7
43,宜蘭縣,2012/06,冬山,2.0,0.27,-,20.4,26,11,13.82,4.29,9.53,-,-,-,27.11,85.58
44,桃園市,2012/06,桃園,6.9,0.48,-,22.7,30,17,22.23,3.99,18.23,2.117,0.233,1.884,28.03,83.55
45,桃園市,2012/06,中壢,3.4,1.03,-,18.4,57,-,44.82,20.84,23.99,2.47,0.507,1.962,27.38,80.2
46,桃園市,2012/06,大園,5.1,0.27,-,23.7,34,14,17.75,3.67,14.08,-,-,-,28.2,77.94
47,桃園市,2012/06,龍潭,2.2,0.36,-,27.6,-,15,16.57,3.05,13.52,-,-,-,26.66,78.67
48,桃園市,2012/06,平鎮,3.8,0.35,-,24.8,40,16,19.01,2.99,16.02,-,-,-,27.42,81.01
49,桃園市,2012/06,觀音,4.6,0.2,-,28.9,44,17,10.13,2.05,8.08,-,-,-,27.89,84.54
50,新竹縣,2012/06,竹東,2.1,0.27,-,26.6,31,17,10.72,2.28,8.44,-,-,-,27.61,81.37
51,新竹縣,2012/06,湖口,3.0,0.23,-,27.2,30,17,13.06,2.63,10.42,-,-,-,27.52,80.17
52,苗栗縣,2012/06,苗栗,2.7,0.31,-,27.9,27,16,12.46,2.13,10.32,-,-,-,28.0,78.31
53,苗栗縣,2012/06,頭份,2.9,0.28,-,26.5,30,14,14.86,2.77,12.09,1.979,0.096,1.882,27.95,77.85
54,苗栗縣,2012/06,三義,1.8,0.2,-,30.3,29,17,8.4,1.53,6.86,-,-,-,25.75,82.83
55,彰化縣,2012/06,彰化,3.2,0.3,-,25.6,39,20,12.67,1.66,11.01,1.803,0.15,1.653,28.81,76.19
56,彰化縣,2012/06,線西,3.0,0.24,-,29.0,32,15,9.72,1.58,8.13,1.943,0.133,1.81,27.46,84.71
57,彰化縣,2012/06,二林,2.6,0.17,-,27.8,44,21,7.81,1.59,6.2,-,-,-,28.95,80.4
58,南投縣,2012/06,南投,2.2,0.34,-,23.9,35,17,12.74,2.14,10.6,1.877,0.107,1.77,27.91,75.77
59,南投縣,2012/06,埔里,1.5,0.27,-,28.2,28,18,9.53,1.65,7.88,-,-,-,25.98,82.82
60,南投縣,2012/06,竹山,2.1,0.22,-,27.8,28,-,8.57,1.33,7.24,-,-,-,27.13,79.75
61,雲林縣,2012/06,斗六,2.7,0.3,-,27.9,43,29,11.2,1.78,9.41,-,-,-,28.03,76.09
62,雲林縣,2012/06,崙背,2.3,0.19,-,28.3,41,20,8.83,1.62,7.21,-,-,-,28.13,85.37
63,雲林縣,2012/06,麥寮,2.4,0.2,-,30.1,31,11,8.3,2.35,5.95,1.874,0.075,1.799,27.74,86.38
64,雲林縣,2012/06,臺西,2.4,0.15,-,32.0,26,15,6.22,1.56,4.64,1.839,0.054,1.785,27.84,84.47
65,嘉義縣,2012/06,朴子,2.4,0.23,-,26.4,43,-,9.3,1.94,7.36,-,-,-,28.33,80.45
66,嘉義縣,2012/06,新港,2.2,0.23,-,27.1,43,22,7.98,1.7,6.27,-,-,-,27.53,78.12
67,屏東縣,2012/06,屏東,2.6,0.42,-,26.5,52,19,13.55,3.06,10.49,1.941,0.171,1.77,28.53,82.08
68,屏東縣,2012/06,潮州,1.7,0.16,-,26.6,31,18,5.1,1.3,3.8,-,-,-,27.85,83.27
69,屏東縣,2012/06,恆春,0.7,0.07,393.23,31.3,24,11,2.37,1.22,1.09,-,-,-,27.31,85.86
70,臺東縣,2012/06,臺東,1.4,0.35,-,19.6,33,9,9.77,3.17,6.6,-,-,-,27.59,84.9
71,臺東縣,2012/06,關山,1.2,-,-,18.0,19,9,6.91,2.33,4.58,-,-,-,26.31,84.5
72,花蓮縣,2012/06,花蓮,1.0,0.34,-,19.1,21,15,10.4,2.78,7.62,-,-,-,27.77,84.51
73,澎湖縣,2012/06,馬公,1.6,0.19,-,31.3,41,16,6.02,1.7,4.3,-,-,-,28.09,82.66
74,金門縣,2012/06,金門,3.4,0.32,-,32.6,46,18,11.49,3.69,7.81,-,-,-,27.55,87.72
75,連江縣,2012/06,馬祖,2.3,0.18,-,42.7,34,15,5.28,1.4,3.87,-,-,-,25.24,89.27
,,,,,,,,,,,,,,,,,
