序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2016/08,松山,2.8,0.37,418.88,25.9,28,13,21.06,5.36,15.71,1.885,0.137,1.747,1.69,1.26,29.98,-,-,67.35,-
2,臺北市,2016/08,古亭,2.7,0.38,-,27.2,27,13,19.22,4.46,14.76,1.949,0.116,1.834,1.92,1.58,29.91,-,-,67.15,-
3,臺北市,2016/08,中山,2.9,0.5,-,24,27,13,25.29,6.17,19.12,1.976,0.128,1.848,2.03,1.47,30.71,-,-,69.5,-
4,臺北市,2016/08,大同,3.7,1.3,-,-,42,15,58.25,32.91,25.34,2.381,0.397,1.984,-,-,-,-,-,-,-
5,臺北市,2016/08,萬華,2.8,0.44,-,23.9,28,15,23.23,5.08,18.14,-,-,-,1.86,1.44,31.1,-,-,67.38,-
6,臺北市,2016/08,陽明,1.8,0.11,405.96,36.8,13,10,3.01,0.95,2.03,-,-,-,-,-,22.75,2.54,4.9,85.1,16.4
7,臺北市,2016/08,士林,2.8,0.28,-,29.5,28,14,14.54,2.87,11.68,-,-,-,2.08,1.83,30.11,-,-,69.06,-
8,新北市,2016/08,板橋,4.1,0.46,-,24.7,33,12,23.2,5.17,18.04,2.065,0.214,1.851,1.86,1.42,30.55,3.06,5.23,65.91,19.93
9,新北市,2016/08,三重,3.4,1.23,-,-,42,14,77.42,46.68,30.75,2.327,0.43,1.898,-,-,30.9,-,-,63.15,-
10,新北市,2016/08,菜寮,3,0.39,-,27.4,27,13,17.57,3.03,14.54,-,-,-,2.32,1.8,30.95,-,-,65.82,-
11,新北市,2016/08,永和,2.8,0.72,-,23.9,25,13,27.56,9.82,17.74,2.126,0.243,1.883,1.77,1.42,30.22,-,-,65.87,-
12,新北市,2016/08,新莊,4.1,0.4,-,27.2,29,12,20.09,3.82,16.27,-,-,-,2.13,1.75,30.37,-,-,62.49,-
13,新北市,2016/08,新店,2.5,0.31,-,29.6,27,13,14.1,2.81,11.28,-,-,-,2.04,1.59,29.38,-,-,67.15,-
14,新北市,2016/08,淡水,2.6,0.27,-,25.8,28,17,12.22,2.39,9.83,-,-,-,-,-,-,-,-,-,-
15,新北市,2016/08,汐止,4.1,0.33,-,21.9,20,11,19.7,5.11,14.59,-,-,-,1.6,1.22,29.95,-,-,70.59,-
16,新北市,2016/08,土城,2.6,0.38,-,27.6,29,12,19.45,5.06,14.39,2.041,0.178,1.863,1.44,0.93,29.69,-,-,71.78,-
17,新北市,2016/08,林口,3.1,0.24,-,29,37,19,16.02,3.38,12.64,-,-,-,2.27,1.74,28.26,-,-,74.67,-
18,新北市,2016/08,萬里,2.8,0.16,-,31.2,29,10,7.65,1.76,5.89,-,-,-,3.01,2.6,28.14,2.17,4.75,74.39,50.74
19,臺中市,2016/08,西屯,2.9,0.29,-,32.3,41,22,15.37,2.68,12.68,1.94,0.176,1.764,1.95,1.38,29.76,17.47,5.68,71.81,11.09
20,臺中市,2016/08,忠明,2.6,0.37,-,30.6,33,20,16.71,2.63,14.08,1.922,0.129,1.793,1.78,1.22,30.27,-,-,72.72,-
21,臺中市,2016/08,豐原,3.1,0.36,-,33.7,35,22,10.58,1.88,8.7,1.844,0.11,1.734,1.95,1.49,27.93,-,-,75.57,-
22,臺中市,2016/08,沙鹿,3.2,0.29,-,32.2,42,20,14.07,1.83,12.24,-,-,-,2.37,1.47,29.87,-,-,76.55,-
23,臺中市,2016/08,大里,2.8,0.41,422.23,32,42,21,15.1,2.53,12.57,1.946,0.17,1.776,1.62,1.21,29.24,-,-,72.14,-
24,臺南市,2016/08,新營,2.4,0.27,-,32.7,39,18,8.83,1.39,7.44,2.093,0.066,2.027,1.7,1.18,29.33,5.01,5.52,75.25,26.09
25,臺南市,2016/08,善化,2.8,0.2,413.03,32.3,31,17,7.82,1.26,6.56,-,-,-,2.2,1.97,28.55,-,-,79.46,-
26,臺南市,2016/08,安南,2.8,0.28,-,31.2,39,19,12.01,2.59,9.42,1.907,0.194,1.713,2.62,2.3,29.61,-,-,76.12,-
27,臺南市,2016/08,臺南,2.9,0.27,-,33.3,31,18,10.28,1.46,8.83,1.976,0.147,1.829,2.02,1.6,28.86,-,-,73.5,-
28,高雄市,2016/08,左營,3.7,0.35,-,30.6,38,16,15.07,2.18,12.87,2.008,0.125,1.884,2.3,1.98,29.25,-,-,77.42,-
29,高雄市,2016/08,楠梓,3.7,0.31,-,27.8,44,17,17.84,3.56,14.28,1.966,0.175,1.79,1.9,1.54,29.33,-,-,75.47,-
30,高雄市,2016/08,前金,4.3,0.33,-,31.4,34,17,15.19,2.55,12.63,1.949,0.135,1.813,2.16,1.75,29.62,-,-,76.4,-
31,高雄市,2016/08,前鎮,5.2,0.37,-,26.6,34,15,17.68,3.3,14.37,1.944,0.127,1.817,1.86,1.48,29.16,-,-,76.51,-
32,高雄市,2016/08,復興,5.5,0.47,-,26.5,28,13,19.37,3.55,15.83,2.087,0.198,1.889,1.08,0.75,29.93,-,-,77.99,-
33,高雄市,2016/08,小港,9.2,0.36,-,25.7,38,11,20.34,4.32,16.02,2.014,0.159,1.855,2.15,1.76,29.47,4.29,4.81,78.86,32.72
34,高雄市,2016/08,鳳山,3.5,0.42,-,28.9,43,15,15.05,2.49,12.55,2.078,0.172,1.905,1.85,1.53,29.54,3.6,5.37,77.27,30.59
35,高雄市,2016/08,林園,2.8,0.15,-,33.2,30,17,7.25,1.3,5.94,1.989,0.026,1.97,2.53,2.3,28.61,-,-,78.37,-
36,高雄市,2016/08,大寮,4.7,0.26,-,29,26,17,13.24,3.05,10.18,2.174,0.143,2.031,1.3,0.92,28.88,-,-,80.43,-
37,高雄市,2016/08,仁武,3.8,0.3,-,29.6,42,16,14.15,2.23,11.92,1.968,0.116,1.853,2,1.73,28.99,-,-,77.85,-
38,高雄市,2016/08,橋頭,3.2,0.29,-,29.1,31,10,12.94,2.44,10.49,-,-,-,2.49,2.24,29.28,3.09,4.99,75.03,26.81
39,高雄市,2016/08,美濃,1.4,0.21,-,29.6,23,10,4.79,1.77,3.01,-,-,-,1.29,1.04,28.42,-,-,77.8,-
40,基隆市,2016/08,基隆,2.7,0.25,-,28.6,18,12,11.47,2.41,9.05,1.974,0.105,1.869,1.44,1.07,29.28,-,-,77.73,-
41,新竹市,2016/08,新竹,2.6,0.33,-,30.4,34,12,15.06,2.23,12.83,1.979,0.116,1.863,1.72,1.23,29.57,-,-,68.9,-
42,嘉義市,2016/08,嘉義,2.9,0.3,-,33.2,40,21,9.24,1.87,7.38,1.875,0.106,1.769,1.61,1.19,30.01,-,-,79.31,-
43,宜蘭縣,2016/08,宜蘭,2.3,0.22,419.13,29.2,31,11,6.91,1.12,5.77,-,-,-,1.77,1.32,29.87,-,-,77.24,-
44,宜蘭縣,2016/08,冬山,2.9,0.23,-,26,30,8,10.64,2.6,8.04,-,-,-,1.98,1.64,29.04,4.52,5.12,74,21.32
45,桃園市,2016/08,桃園,5.7,0.39,-,27.4,33,16,19.48,3.32,16.16,2.028,0.164,1.865,1.33,0.85,29.93,-,-,69.01,-
46,桃園市,2016/08,中壢,3.9,1.01,-,22,46,18,42.32,18.08,24.24,2.31,0.365,1.945,1.23,0.59,29.68,-,-,70.82,-
47,桃園市,2016/08,大園,3.9,0.24,-,30.2,36,18,17.28,3.48,13.8,-,-,-,2.93,2.34,29.72,-,-,69.8,-
48,桃園市,2016/08,龍潭,2.6,0.32,-,30.9,43,17,13.92,2.44,11.48,-,-,-,2.05,1.67,28.12,-,-,70.86,-
49,桃園市,2016/08,平鎮,3.3,0.29,-,31,38,-,16.49,2.39,14.09,-,-,-,2.14,1.57,29.67,-,-,72.51,-
50,桃園市,2016/08,觀音,3.9,0.21,-,31.2,39,18,12.5,1.89,10.59,-,-,-,2.6,2.21,29.63,2.63,5.33,76.13,24.47
51,新竹縣,2016/08,竹東,2,0.24,-,29.3,34,17,8.85,1.77,7.08,-,-,-,1.66,1.19,28.71,-,-,78.31,-
52,新竹縣,2016/08,湖口,3.4,0.23,-,32,34,17,13.51,2.79,10.74,-,-,-,2.43,2.09,29.93,-,-,80.33,-
53,苗栗縣,2016/08,苗栗,2.7,0.31,-,27.9,41,15,15.17,3.18,11.99,-,-,-,1.8,1.09,29.15,-,-,75.32,-
54,苗栗縣,2016/08,頭份,2.5,0.27,-,31.4,38,14,12.39,2.14,10.25,1.825,0.064,1.764,2.01,1.43,29.7,-,-,77.02,-
55,苗栗縣,2016/08,三義,2.3,0.2,-,32.5,34,13,9.29,1.54,7.75,-,-,-,1.99,1.24,27.5,4.86,4.59,75.23,11.32
