序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1994/10,松山,6.9,0.92,17.1,53.0,44,16,28.26,-,-,-,23.08,-,-
2,臺北市,1994/10,古亭,4.7,1.22,13.9,48.0,53,21,32.86,2.48,0.28,2.19,23.05,-,-
3,臺北市,1994/10,中山,6.9,1.24,15.6,55.0,59,24,35.03,2.45,0.35,2.1,23.6,-,-
4,臺北市,1994/10,大同,13.2,4.66,-,100.0,222,169,53.11,4.76,2.37,2.39,24.3,-,-
5,臺北市,1994/10,萬華,6.3,1.16,17.4,49.0,40,10,29.8,-,-,-,23.28,-,-
6,臺北市,1994/10,陽明,6.1,0.3,40.4,18.0,4,0,3.57,-,-,-,16.57,-,-
7,臺北市,1994/10,士林,4.6,0.75,27.0,42.0,29,8,20.59,-,-,-,23.66,-,-
8,新北市,1994/10,板橋,9.6,1.2,15.6,65.0,48,14,34.03,3.04,0.61,2.43,24.55,-,-
9,新北市,1994/10,菜寮,7.2,1.12,18.3,60.0,41,14,27.2,-,-,-,24.2,-,-
10,新北市,1994/10,新莊,7.7,0.91,20.4,58.0,35,9,26.29,2.72,0.43,2.3,22.45,-,-
11,新北市,1994/10,新店,3.3,0.67,21.8,37.0,23,3,19.59,-,-,-,23.13,-,-
12,新北市,1994/10,淡水,2.8,0.63,30.3,48.0,15,3,12.11,-,-,-,23.38,-,-
13,新北市,1994/10,汐止,8.2,0.71,15.8,47.0,46,18,27.85,-,-,-,22.41,-,-
14,新北市,1994/10,土城,4.9,0.75,18.4,52.0,31,7,23.52,-,-,-,23.58,-,-
15,新北市,1994/10,林口,4.6,0.57,31.0,46.0,-,3,14.02,-,-,-,21.33,-,-
16,新北市,1994/10,萬里,1.0,0.3,41.5,58.0,6,1,4.7,1.83,0.04,1.79,22.66,-,-
17,臺中市,1994/10,西屯,4.7,0.72,32.8,60.0,37,11,26.56,2.98,0.43,2.54,23.42,-,-
18,臺中市,1994/10,忠明,7.1,1.14,26.9,74.0,54,13,40.89,-,-,-,23.76,-,-
19,臺中市,1994/10,豐原,11.4,0.92,30.1,80.0,38,5,32.42,-,-,-,22.94,-,-
20,臺中市,1994/10,沙鹿,9.3,0.75,26.1,75.0,25,4,21.31,-,-,-,23.68,-,-
