序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
21,臺中市,1994/10,大里,7.0,0.82,26.3,88.0,34,6,28.2,-,-,-,24.41,-,-
22,臺南市,1994/10,新營,5.9,0.61,31.5,88.0,36,6,28.77,-,-,-,23.88,-,-
23,臺南市,1994/10,善化,5.7,0.51,38.4,81.0,19,3,15.87,-,-,-,24.15,-,-
24,臺南市,1994/10,安南,6.6,0.83,34.1,96.0,29,7,22.3,-,-,-,24.61,-,-
25,臺南市,1994/10,臺南,9.0,0.95,30.8,128.0,31,7,24.7,2.45,0.45,2.08,25.12,-,-
26,高雄市,1994/10,左營,12.3,0.9,38.3,95.0,35,7,28.01,3.02,0.32,2.71,26.4,-,-
27,高雄市,1994/10,楠梓,6.8,0.66,30.7,102.0,37,8,29.65,2.73,0.58,2.18,26.34,-,-
28,高雄市,1994/10,前金,12.5,0.86,33.2,94.0,40,7,33.55,-,-,-,25.39,-,-
29,高雄市,1994/10,前鎮,10.2,-,-,93.0,46,11,34.85,2.43,0.29,2.05,25.47,-,-
30,高雄市,1994/10,小港,19.1,1.02,31.2,108.0,54,15,38.75,2.66,0.38,2.28,26.46,-,-
31,高雄市,1994/10,鳳山,23.0,0.95,30.6,105.0,43,8,35.01,-,-,-,25.12,-,-
32,高雄市,1994/10,林園,15.2,0.7,32.5,121.0,21,3,17.15,2.52,0.34,2.18,25.71,-,-
33,高雄市,1994/10,大寮,16.0,0.78,29.8,137.0,31,3,27.78,-,-,-,28.06,-,-
34,高雄市,1994/10,仁武,19.0,0.77,28.2,109.0,40,9,30.98,2.71,0.41,2.31,26.93,-,-
35,高雄市,1994/10,橋頭,7.1,0.67,31.1,101.0,30,6,23.68,2.08,0.24,1.84,25.21,-,-
36,高雄市,1994/10,美濃,4.3,0.58,39.2,103.0,19,1,17.51,-,-,-,24.77,-,-
37,基隆市,1994/10,基隆,5.9,0.83,28.4,51.0,27,6,20.94,2.45,0.34,2.11,22.83,-,-
38,新竹市,1994/10,新竹,8.7,0.67,21.6,59.0,29,5,23.52,2.76,0.26,2.5,25.8,-,-
39,嘉義市,1994/10,嘉義,6.6,1.0,29.9,74.0,39,7,32.53,3.65,1.65,2.01,24.37,-,-
40,宜蘭縣,1994/10,宜蘭,3.1,0.64,25.9,44.0,18,2,15.31,-,-,-,22.86,-,-
41,宜蘭縣,1994/10,冬山,2.3,-,-,52.0,18,5,12.03,2.27,0.12,2.14,22.54,-,-
42,桃園市,1994/10,桃園,14.9,0.92,19.7,58.0,37,9,28.1,2.43,0.32,2.11,22.62,-,-
43,桃園市,1994/10,大園,5.2,0.43,33.2,45.0,15,3,11.58,-,-,-,21.99,-,-
44,桃園市,1994/10,龍潭,8.1,0.64,25.9,62.0,24,4,20.03,-,-,-,21.55,-,-
45,桃園市,1994/10,平鎮,7.7,0.79,22.8,58.0,26,5,21.61,2.11,0.4,1.71,22.14,-,-
46,桃園市,1994/10,觀音,6.8,0.34,37.1,44.0,9,1,7.96,2.05,0.13,1.93,23.03,-,-
47,新竹縣,1994/10,竹東,2.9,0.49,31.1,62.0,20,3,17.33,-,-,-,22.78,-,-
48,新竹縣,1994/10,湖口,7.4,0.57,24.4,53.0,22,5,17.18,-,-,-,22.74,-,-
49,苗栗縣,1994/10,苗栗,8.2,0.64,31.4,67.0,31,8,23.09,-,-,-,23.14,-,-
50,苗栗縣,1994/10,頭份,90.8,-,-,64.0,53,24,29.01,2.43,0.21,2.24,23.42,-,-
51,苗栗縣,1994/10,三義,3.4,0.43,33.9,55.0,20,4,16.2,2.6,0.89,1.71,20.24,-,-
52,彰化縣,1994/10,彰化,6.9,1.03,-,-,42,13,28.53,2.59,0.38,2.21,24.15,-,-
53,彰化縣,1994/10,線西,8.5,-,-,61.0,31,9,21.99,2.54,0.22,2.33,23.4,-,-
54,彰化縣,1994/10,二林,6.9,0.56,27.4,93.0,23,5,18.65,-,-,-,23.4,-,-
55,南投縣,1994/10,南投,4.0,0.83,30.3,81.0,34,6,27.5,-,-,-,23.49,-,-
56,雲林縣,1994/10,斗六,5.5,0.86,26.9,70.0,29,6,23.11,-,-,-,23.83,-,-
57,雲林縣,1994/10,崙背,5.4,0.6,26.9,114.0,29,6,22.69,-,-,-,24.07,-,-
58,雲林縣,1994/10,臺西,4.7,0.49,34.0,113.0,15,2,12.35,-,-,-,23.84,-,-
59,嘉義縣,1994/10,朴子,4.5,0.43,33.2,45.0,19,3,16.44,-,-,-,24.57,-,-
60,嘉義縣,1994/10,新港,4.7,0.55,32.8,78.0,28,5,22.6,-,-,-,23.51,-,-
61,屏東縣,1994/10,屏東,7.8,0.88,38.5,101.0,33,1,31.21,2.46,0.35,2.12,25.54,-,-
62,屏東縣,1994/10,潮州,6.0,0.59,30.4,105.0,18,1,16.88,-,-,-,25.91,-,-
63,屏東縣,1994/10,恆春,0.5,0.46,44.2,24.0,-,-,-,-,-,-,24.82,-,-
64,臺東縣,1994/10,臺東,0.7,0.71,26.0,46.0,14,3,10.83,2.05,0.11,1.95,25.2,-,-
65,花蓮縣,1994/10,花蓮,1.2,0.7,21.6,56.0,19,5,14.54,2.2,0.36,1.84,24.54,-,-
,,,,,,,,,,,,,,,,
