序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1996/10,松山,5.2,0.99,19.0,46.0,44,16,28.28,-,-,-,24.32,-,-
2,臺北市,1996/10,古亭,2.5,1.03,17.3,45.0,44,17,26.87,2.34,0.33,2.01,24.56,-,-
3,臺北市,1996/10,中山,4.2,1.14,17.0,40.0,51,20,31.79,2.51,0.37,2.13,24.91,-,-
4,臺北市,1996/10,大同,12.0,4.66,-,57.0,181,136,45.04,4.73,2.55,2.18,25.56,-,-
5,臺北市,1996/10,萬華,3.7,1.04,19.3,43.0,35,9,26.22,-,-,-,24.92,-,-
6,臺北市,1996/10,陽明,1.5,0.22,33.8,16.0,2,0,1.67,-,-,-,18.58,-,-
7,臺北市,1996/10,士林,2.8,0.74,25.5,38.0,27,9,18.17,-,-,-,25.01,-,-
8,新北市,1996/10,板橋,6.4,1.08,16.7,54.0,49,16,33.18,2.76,0.59,2.17,25.36,-,-
9,新北市,1996/10,三重,6.1,2.13,-,68.0,99,63,36.38,-,-,-,25.4,-,-
10,新北市,1996/10,菜寮,4.3,1.13,18.1,60.0,40,13,26.73,-,-,-,25.28,-,-
11,新北市,1996/10,永和,3.9,1.65,-,-,64,33,31.37,3.01,0.65,2.36,25.84,-,-
12,新北市,1996/10,新莊,4.5,0.88,22.0,42.0,34,10,24.11,3.02,0.24,2.77,25.1,-,-
13,新北市,1996/10,新店,1.2,0.6,28.3,33.0,17,3,14.47,-,-,-,24.46,-,-
14,新北市,1996/10,淡水,1.6,0.67,22.8,44.0,19,6,13.39,-,-,-,24.73,-,-
15,新北市,1996/10,汐止,6.3,0.84,16.9,52.0,52,22,29.7,-,-,-,23.53,-,-
16,新北市,1996/10,土城,3.2,0.79,21.2,42.0,29,9,20.57,-,-,-,25.01,-,-
17,新北市,1996/10,林口,2.6,0.44,31.2,38.0,19,4,15.74,-,-,-,22.64,-,-
18,新北市,1996/10,萬里,1.1,0.3,27.4,51.0,6,1,4.95,2.33,0.07,2.26,25.21,-,-
19,臺中市,1996/10,西屯,4.4,0.71,25.9,56.0,32,10,21.85,2.29,0.35,1.93,25.45,-,-
20,臺中市,1996/10,忠明,5.2,1.15,32.9,67.0,45,15,30.37,-,-,-,25.49,-,-
21,臺中市,1996/10,豐原,6.3,0.9,23.2,63.0,34,7,27.42,-,-,-,24.55,-,-
22,臺中市,1996/10,沙鹿,6.0,0.62,22.8,56.0,27,6,21.05,-,-,-,25.12,-,-
23,臺中市,1996/10,大里,1.7,0.9,25.0,78.0,36,9,27.23,-,-,-,26.3,-,-
24,臺南市,1996/10,新營,4.2,0.67,28.3,86.0,28,6,21.17,-,-,-,25.93,-,-
25,臺南市,1996/10,善化,4.6,0.52,32.1,80.0,22,5,17.41,-,-,-,25.29,-,-
26,臺南市,1996/10,安南,6.5,0.59,34.7,91.0,29,7,21.89,-,-,-,25.75,-,-
27,臺南市,1996/10,臺南,8.9,1.0,21.8,106.0,36,9,26.91,3.0,0.55,2.46,26.31,-,-
28,高雄市,1996/10,左營,9.5,0.99,28.3,92.0,37,9,27.67,3.17,0.45,2.72,26.14,-,-
29,高雄市,1996/10,楠梓,4.9,0.67,26.6,105.0,38,10,28.35,2.91,0.35,2.55,26.07,-,-
30,高雄市,1996/10,前金,11.3,1.03,35.8,107.0,-,-,-,-,-,-,26.42,-,-
31,高雄市,1996/10,前鎮,15.5,-,-,96.0,50,14,36.68,2.8,0.46,2.34,26.02,-,-
32,高雄市,1996/10,復興,13.3,1.62,-,108.0,61,25,36.06,3.09,0.87,2.22,26.63,-,-
33,高雄市,1996/10,小港,16.1,1.05,31.0,94.0,53,16,36.99,2.92,0.47,2.45,26.55,-,-
34,高雄市,1996/10,鳳山,15.7,1.18,31.7,107.0,47,10,36.09,-,-,-,26.7,-,-
35,高雄市,1996/10,林園,8.4,0.63,43.7,121.0,21,3,18.91,2.91,0.39,2.52,26.64,-,-
36,高雄市,1996/10,大寮,11.7,0.89,36.2,114.0,29,4,25.15,-,-,-,26.88,-,-
37,高雄市,1996/10,仁武,15.2,0.78,26.7,98.0,43,12,30.92,-,-,-,26.3,-,-
38,高雄市,1996/10,橋頭,6.0,0.79,29.1,94.0,34,9,25.36,2.57,0.22,2.35,25.89,-,-
39,高雄市,1996/10,美濃,3.0,0.6,38.8,88.0,15,1,14.27,-,-,-,25.14,-,-
40,基隆市,1996/10,基隆,5.9,0.89,26.1,47.0,26,10,15.69,2.59,0.34,2.25,23.94,-,-
41,新竹市,1996/10,新竹,5.1,0.63,22.9,39.0,30,8,22.09,2.82,0.26,2.65,24.28,-,-
42,嘉義市,1996/10,嘉義,7.2,0.98,28.2,87.0,38,10,28.08,2.95,0.54,2.4,25.83,-,-
43,宜蘭縣,1996/10,宜蘭,1.1,0.57,23.9,36.0,16,3,13.62,-,-,-,23.66,-,-
44,宜蘭縣,1996/10,冬山,1.4,0.62,16.7,36.0,19,5,13.35,2.12,0.14,1.95,23.43,-,-
45,桃園市,1996/10,桃園,7.8,0.79,23.7,44.0,33,8,24.64,2.71,0.34,2.37,24.07,-,-
46,桃園市,1996/10,中壢,7.3,1.18,-,51.0,51,19,32.12,-,-,-,24.28,-,-
47,桃園市,1996/10,大園,2.1,0.34,33.0,33.0,15,3,11.67,-,-,-,24.16,-,-
