序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
48,桃園市,1996/10,龍潭,3.6,0.58,27.3,42.0,25,5,19.6,-,-,-,23.13,-,-
49,桃園市,1996/10,平鎮,5.6,0.77,24.5,44.0,26,5,20.41,2.6,0.49,2.1,24.07,-,-
50,桃園市,1996/10,觀音,7.3,0.3,34.3,43.0,16,2,13.63,2.09,0.15,1.94,24.35,-,-
51,新竹縣,1996/10,竹東,1.4,0.49,27.3,48.0,22,5,17.01,-,-,-,24.7,-,-
52,新竹縣,1996/10,湖口,3.6,0.55,27.1,42.0,22,5,16.72,-,-,-,24.63,-,-
53,苗栗縣,1996/10,苗栗,3.9,0.62,18.9,41.0,34,10,24.65,-,-,-,24.66,-,-
54,苗栗縣,1996/10,頭份,33.9,-,-,51.0,36,13,23.49,2.7,0.43,2.27,24.98,-,-
55,苗栗縣,1996/10,三義,1.6,0.42,26.8,50.0,23,4,18.84,2.89,0.29,2.6,21.82,-,-
56,彰化縣,1996/10,彰化,4.0,0.97,17.9,-,46,16,30.31,2.2,0.6,1.59,25.83,-,-
57,彰化縣,1996/10,線西,5.5,-,-,59.0,26,7,19.72,2.28,0.14,2.14,25.33,-,-
58,彰化縣,1996/10,二林,6.9,0.47,28.5,71.0,23,4,-,-,-,-,25.01,-,-
59,南投縣,1996/10,南投,3.3,0.8,28.2,72.0,31,7,24.2,-,-,-,25.73,-,-
60,南投縣,1996/10,竹山,4.4,-,22.3,119.0,33,7,26.06,-,-,-,23.85,-,-
61,雲林縣,1996/10,斗六,6.2,0.87,24.1,80.0,29,7,21.66,-,-,-,25.47,-,-
62,雲林縣,1996/10,崙背,4.4,0.62,24.0,88.0,27,6,20.49,-,-,-,25.16,-,-
63,雲林縣,1996/10,臺西,3.8,0.35,36.1,102.0,15,2,13.07,-,-,-,25.14,-,-
64,嘉義縣,1996/10,朴子,4.1,0.48,17.8,86.0,21,3,17.65,-,-,-,25.63,-,-
65,嘉義縣,1996/10,新港,2.7,0.55,28.7,93.0,23,4,18.5,-,-,-,25.01,-,-
66,屏東縣,1996/10,屏東,5.4,0.97,34.0,101.0,26,2,23.92,2.96,0.43,2.54,26.83,-,-
67,屏東縣,1996/10,潮州,2.7,0.57,42.5,103.0,16,1,14.67,-,-,-,25.57,-,-
68,屏東縣,1996/10,恆春,0.0,0.24,37.4,18.0,0,0,0.07,-,-,-,25.3,-,-
69,臺東縣,1996/10,臺東,0.4,0.56,22.1,30.0,12,3,8.79,2.17,0.13,2.03,25.06,-,-
70,花蓮縣,1996/10,花蓮,0.4,0.74,16.8,30.0,20,6,14.09,2.26,0.24,2.02,24.67,-,-
,,,,,,,,,,,,,,,,
