序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
38,高雄市,1998/10,橋頭,5.5,0.66,31.9,69.0,-,28,5.27,22.87,2.63,0.2,2.43,26.12,-,-,-
39,高雄市,1998/10,美濃,2.5,0.54,34.6,74.0,-,12,1.05,11.35,-,-,-,26.46,-,-,-
40,基隆市,1998/10,基隆,5.6,0.62,28.9,42.0,-,23,5.14,17.84,2.3,0.14,2.16,24.7,-,-,-
41,新竹市,1998/10,新竹,4.1,0.55,29.4,35.0,-,25,4.77,19.87,2.23,0.21,2.03,25.5,-,-,-
42,嘉義市,1998/10,嘉義,5.9,1.0,24.0,77.0,-,39,9.99,29.46,2.69,0.32,2.37,26.12,-,-,-
43,宜蘭縣,1998/10,宜蘭,1.1,0.46,22.9,28.0,-,13,2.15,10.9,-,-,-,23.99,-,-,-
44,宜蘭縣,1998/10,冬山,1.5,0.48,19.2,30.0,-,20,6.98,13.32,2.23,0.16,2.07,24.32,-,-,-
45,桃園市,1998/10,桃園,4.7,0.69,21.9,37.0,-,28,5.17,22.34,2.33,0.24,2.09,24.22,-,-,-
46,桃園市,1998/10,中壢,5.9,1.07,-,37.0,-,60,22.55,37.54,-,-,-,24.39,-,-,-
47,桃園市,1998/10,大園,1.9,0.33,33.5,29.0,-,12,1.57,10.51,-,-,-,24.38,-,-,-
48,桃園市,1998/10,龍潭,2.2,0.54,19.4,33.0,-,24,4.63,18.93,-,-,-,23.73,-,-,-
49,桃園市,1998/10,平鎮,4.5,0.69,25.4,32.0,-,29,5.28,23.33,-,-,-,24.01,-,-,-
50,桃園市,1998/10,觀音,4.1,0.23,33.8,52.0,-,12,2.05,9.94,2.31,0.15,2.16,24.57,-,-,-
51,新竹縣,1998/10,竹東,1.2,0.45,27.7,39.0,-,18,3.31,14.23,-,-,-,25.07,-,-,-
52,新竹縣,1998/10,湖口,2.3,0.49,18.5,47.0,-,18,3.69,14.67,-,-,-,24.61,-,-,-
53,苗栗縣,1998/10,苗栗,4.0,0.69,22.1,39.0,-,28,6.42,21.8,-,-,-,25.12,-,-,-
54,苗栗縣,1998/10,頭份,16.2,-,-,41.0,-,25,7.2,18.14,2.22,0.13,2.09,24.79,-,-,-
55,苗栗縣,1998/10,三義,1.9,0.35,19.8,46.0,-,20,2.76,17.18,2.23,0.06,2.17,22.89,-,-,-
56,彰化縣,1998/10,彰化,5.8,0.93,17.0,66.0,-,46,15.97,29.77,2.66,0.37,2.29,25.51,-,-,-
57,彰化縣,1998/10,線西,6.0,-,-,52.0,-,26,5.73,20.73,2.26,0.12,2.14,25.22,-,-,-
58,彰化縣,1998/10,二林,3.3,0.47,24.6,78.0,-,21,3.32,17.5,-,-,-,25.49,-,-,-
59,南投縣,1998/10,南投,1.9,0.74,22.5,58.0,-,31,7.84,23.61,2.47,0.36,2.11,25.81,-,-,-
60,南投縣,1998/10,埔里,1.5,0.73,26.2,76.0,-,15,2.21,11.84,2.14,0.13,2.12,23.37,-,-,-
61,南投縣,1998/10,竹山,1.2,0.56,-,69.0,-,26,5.5,20.18,-,-,-,25.36,-,-,-
62,雲林縣,1998/10,斗六,4.9,0.77,21.7,73.0,-,28,7.32,20.62,-,-,-,26.17,-,-,-
63,雲林縣,1998/10,崙背,4.8,0.39,24.3,97.0,-,20,3.59,16.73,1.82,0.1,1.73,25.37,-,-,-
64,雲林縣,1998/10,臺西,4.0,0.32,38.0,76.0,-,15,6.06,8.79,-,-,-,25.26,-,-,-
65,嘉義縣,1998/10,朴子,3.9,0.45,20.8,80.0,-,17,2.71,14.02,-,-,-,25.89,-,-,-
66,嘉義縣,1998/10,新港,4.1,0.45,29.8,79.0,-,21,3.82,17.05,-,-,-,25.38,-,-,-
67,屏東縣,1998/10,屏東,3.8,0.74,39.0,75.0,-,21,2.05,19.38,2.59,0.29,2.29,27.5,-,-,-
68,屏東縣,1998/10,潮州,3.6,0.52,37.3,93.0,-,17,1.07,16.31,-,-,-,26.8,-,-,-
69,屏東縣,1998/10,恆春,0.3,0.23,36.2,27.0,-,1,0.49,0.92,-,-,-,26.39,-,-,-
70,臺東縣,1998/10,臺東,0.4,0.45,24.6,41.0,-,11,2.83,7.73,2.22,0.12,2.11,26.04,-,-,-
71,花蓮縣,1998/10,花蓮,0.4,0.71,17.6,38.0,-,24,8.2,15.64,2.49,0.32,2.17,25.82,-,-,-
,,,,,,,,,,,,,,,,,,
