序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,1998/10,松山,3.1,0.71,15.0,34.0,-,49,18.31,30.87,-,-,-,25.2,-,-,-
2,臺北市,1998/10,古亭,2.5,0.94,14.5,36.0,19,44,17.92,26.55,2.38,0.38,2.0,24.39,-,-,-
3,臺北市,1998/10,中山,2.4,1.08,17.3,35.0,-,48,19.19,28.54,2.51,0.32,2.19,25.43,-,-,-
4,臺北市,1998/10,大同,6.0,3.62,-,-,-,162,117.26,41.9,4.18,1.73,2.44,25.82,-,-,-
5,臺北市,1998/10,萬華,2.7,0.97,16.8,34.0,-,32,7.69,23.82,-,-,-,25.47,-,-,-
6,臺北市,1998/10,陽明,0.9,0.22,39.6,15.0,-,2,0.16,1.44,-,-,-,19.25,-,-,-
7,臺北市,1998/10,士林,1.4,0.66,22.4,32.0,-,26,8.91,17.0,-,-,-,25.28,-,-,-
8,新北市,1998/10,板橋,3.6,0.87,14.2,44.0,-,41,12.14,29.34,2.4,0.48,1.93,25.44,-,-,-
9,新北市,1998/10,三重,3.5,2.47,-,54.0,41,119,81.38,37.29,-,-,-,25.15,-,-,-
10,新北市,1998/10,菜寮,2.7,1.03,14.7,45.0,-,38,13.01,25.09,-,-,-,25.21,-,-,-
11,新北市,1998/10,永和,3.5,1.33,-,53.0,-,58,32.59,25.25,2.79,0.64,2.14,27.76,-,-,-
12,新北市,1998/10,新莊,3.0,0.71,22.2,32.0,-,28,5.45,23.03,2.43,0.34,2.11,24.71,-,-,-
13,新北市,1998/10,新店,1.4,0.56,21.9,30.0,-,21,4.03,17.12,-,-,-,24.72,-,-,-
14,新北市,1998/10,淡水,1.0,0.53,33.5,35.0,-,13,2.33,10.39,-,-,-,24.78,-,-,-
15,新北市,1998/10,汐止,2.6,0.73,17.7,49.0,-,39,13.92,25.2,-,-,-,24.04,-,-,-
16,新北市,1998/10,土城,2.2,0.72,17.9,32.0,-,30,7.57,22.2,-,-,-,25.66,-,-,-
17,新北市,1998/10,林口,1.4,0.26,28.7,23.0,-,15,1.86,12.93,-,-,-,22.7,-,-,-
18,新北市,1998/10,萬里,0.8,0.2,41.5,55.0,-,5,0.96,4.13,1.97,0.04,1.94,25.19,-,-,-
19,臺中市,1998/10,西屯,3.4,0.63,24.3,68.0,-,31,9.26,21.69,2.58,0.32,2.25,25.4,-,-,-
20,臺中市,1998/10,忠明,3.5,0.99,20.4,60.0,53,46,14.4,31.63,-,-,-,26.0,-,-,-
21,臺中市,1998/10,豐原,3.5,0.93,22.4,54.0,-,35,9.31,25.81,-,-,-,24.88,-,-,-
22,臺中市,1998/10,沙鹿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,臺中市,1998/10,大里,3.0,0.96,21.9,74.0,-,42,11.68,30.43,-,-,-,25.98,-,-,-
24,臺南市,1998/10,新營,4.6,0.4,27.4,68.0,-,27,5.46,21.91,2.6,0.24,2.37,26.49,-,-,-
25,臺南市,1998/10,善化,5.2,0.52,31.1,67.0,-,20,4.1,15.95,-,-,-,26.63,-,-,-
26,臺南市,1998/10,安南,6.4,0.61,35.3,64.0,-,25,5.06,20.26,-,-,-,26.28,-,-,-
27,臺南市,1998/10,臺南,7.9,0.94,28.4,75.0,-,33,8.28,25.12,2.67,0.43,2.24,25.88,-,-,-
28,高雄市,1998/10,左營,7.9,0.83,39.1,93.0,-,31,6.65,24.25,2.61,0.36,2.24,26.91,-,-,-
29,高雄市,1998/10,楠梓,5.3,0.6,32.8,64.0,-,33,7.66,25.29,2.71,0.37,2.35,26.73,-,-,-
30,高雄市,1998/10,前金,10.4,0.9,36.1,84.0,-,34,8.08,25.72,-,-,-,26.95,-,-,-
31,高雄市,1998/10,前鎮,11.9,-,-,92.0,-,44,12.53,31.66,2.76,0.5,2.27,27.52,-,-,-
32,高雄市,1998/10,復興,12.8,1.37,-,97.0,-,54,18.72,35.63,3.11,0.85,2.26,27.24,-,-,-
33,高雄市,1998/10,小港,12.5,0.81,35.4,97.0,-,44,12.7,31.52,2.65,0.39,2.26,27.57,-,-,-
34,高雄市,1998/10,鳳山,10.0,0.99,30.4,82.0,-,39,8.8,30.26,-,-,-,27.39,-,-,-
35,高雄市,1998/10,林園,9.0,0.56,41.7,83.0,69,20,4.2,15.96,2.59,0.35,2.24,26.71,-,-,-
36,高雄市,1998/10,大寮,9.8,0.85,35.1,95.0,-,32,5.02,27.44,2.83,0.4,2.42,27.5,-,-,-
37,高雄市,1998/10,仁武,9.7,0.69,37.3,88.0,-,39,10.23,28.37,2.49,0.36,2.12,26.94,-,-,-
