序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
27,臺南市,2002/01,臺南,6.1,0.84,26.9,87.0,-,36,7.47,28.76,2.61,0.41,2.2,18.51,-,-,-
28,高雄市,2002/01,左營,7.8,0.93,30.7,96.0,-,41,9.16,31.79,2.44,0.46,1.97,18.78,-,-,-
29,高雄市,2002/01,楠梓,5.3,0.7,21.5,84.0,-,43,12.09,31.29,2.41,0.26,2.14,18.66,-,-,-
30,高雄市,2002/01,前金,7.6,0.9,42.2,90.0,-,42,7.53,34.02,-,-,-,19.62,-,-,-
31,高雄市,2002/01,前鎮,11.2,-,-,97.0,-,57,16.43,40.17,2.73,0.55,2.17,21.3,-,-,-
32,高雄市,2002/01,復興,10.6,1.41,-,124.0,-,68,25.04,43.39,3.12,0.8,2.31,20.0,-,-,-
33,高雄市,2002/01,小港,14.9,1.0,25.7,87.0,-,66,21.87,44.07,2.63,0.5,2.12,19.75,-,-,-
34,高雄市,2002/01,鳳山,12.8,0.57,25.4,95.0,58,60,24.55,35.31,-,-,-,20.18,-,-,-
35,高雄市,2002/01,林園,17.8,0.68,31.9,106.0,30,35,8.3,27.07,2.79,0.47,2.32,19.9,-,-,-
36,高雄市,2002/01,大寮,20.4,0.86,26.4,103.0,-,42,8.75,33.18,2.6,0.34,2.26,18.82,-,-,-
37,高雄市,2002/01,仁武,13.3,0.76,27.8,91.0,-,49,14.86,34.07,2.77,0.44,2.33,18.92,-,-,-
38,高雄市,2002/01,橋頭,6.3,0.94,24.3,58.0,-,40,9.34,30.5,2.38,0.19,2.19,18.47,-,-,-
39,高雄市,2002/01,美濃,2.3,0.55,35.8,90.0,-,19,2.41,16.71,-,-,-,18.63,-,-,-
40,基隆市,2002/01,基隆,4.6,0.64,28.6,58.0,-,30,8.63,21.68,2.75,0.34,2.41,15.95,-,-,-
41,新竹市,2002/01,新竹,5.3,0.72,21.7,58.0,-,36,10.47,25.48,2.42,0.21,2.21,16.01,-,-,-
42,嘉義市,2002/01,嘉義,5.7,0.81,20.0,91.0,-,44,10.84,33.15,2.32,0.38,1.94,17.8,-,-,-
43,宜蘭縣,2002/01,宜蘭,1.7,0.55,32.4,38.0,-,16,1.72,13.78,-,-,-,16.55,-,-,-
44,宜蘭縣,2002/01,冬山,2.3,0.48,18.6,48.0,-,23,7.03,15.84,2.28,0.2,2.08,16.45,-,-,-
45,桃園市,2002/01,桃園,10.1,0.77,23.1,61.0,-,40,12.11,27.51,2.48,0.32,2.15,14.89,-,-,-
46,桃園市,2002/01,中壢,5.7,1.33,-,82.0,-,64,28.79,35.38,2.97,0.79,2.18,15.43,-,-,-
47,桃園市,2002/01,大園,4.4,0.49,31.3,59.0,-,28,9.36,18.66,-,-,-,15.82,-,-,-
48,桃園市,2002/01,龍潭,3.2,0.61,26.1,53.0,-,29,6.7,22.47,-,-,-,14.59,-,-,-
49,桃園市,2002/01,平鎮,5.6,0.86,29.8,71.0,-,38,9.6,28.5,2.51,0.34,2.17,15.65,-,-,-
50,桃園市,2002/01,觀音,7.0,0.46,29.9,62.0,-,23,4.32,19.0,2.41,0.23,2.17,15.48,-,-,-
51,新竹縣,2002/01,竹東,2.5,0.56,25.2,52.0,-,24,4.21,19.77,-,-,-,15.34,-,-,-
52,新竹縣,2002/01,湖口,4.0,0.54,24.7,68.0,-,25,6.76,17.96,-,-,-,16.99,-,-,-
53,苗栗縣,2002/01,苗栗,4.6,0.65,24.2,58.0,-,36,10.7,25.6,-,-,-,16.66,-,-,-
54,苗栗縣,2002/01,頭份,4.5,-,-,76.0,-,30,7.96,22.48,2.02,0.19,1.82,16.38,-,-,-
55,苗栗縣,2002/01,三義,2.2,0.46,29.8,44.0,-,21,2.78,18.42,2.08,0.16,1.92,13.61,-,-,-
56,彰化縣,2002/01,彰化,5.0,0.86,19.2,89.0,-,44,13.27,31.2,2.47,0.42,2.05,17.0,-,-,-
57,彰化縣,2002/01,線西,5.8,-,-,71.0,-,31,7.0,24.04,2.27,0.2,2.07,16.54,-,-,-
58,彰化縣,2002/01,二林,4.6,0.49,22.2,87.0,-,26,5.75,19.89,-,-,-,16.26,-,-,-
59,南投縣,2002/01,南投,2.2,0.78,19.9,82.0,-,39,10.26,29.04,2.25,0.36,1.89,16.89,-,-,-
60,南投縣,2002/01,埔里,2.3,0.94,25.0,139.0,-,24,4.47,19.13,2.28,0.28,2.0,15.99,-,-,-
61,南投縣,2002/01,竹山,5.0,0.72,17.5,110.0,-,42,9.94,32.21,-,-,-,17.0,-,-,-
62,雲林縣,2002/01,斗六,4.9,0.73,20.1,97.0,-,35,7.71,27.66,-,-,-,17.42,-,-,-
63,雲林縣,2002/01,崙背,3.6,0.33,26.9,77.0,-,25,4.21,20.61,2.51,0.14,2.37,16.5,-,-,-
64,雲林縣,2002/01,臺西,3.9,0.46,32.1,78.0,-,19,3.31,16.18,-,-,-,17.87,-,-,-
65,嘉義縣,2002/01,朴子,3.3,0.51,28.6,90.0,-,25,5.01,20.16,-,-,-,16.97,-,-,-
66,嘉義縣,2002/01,新港,3.7,0.57,24.5,98.0,-,30,7.99,22.25,-,-,-,16.95,-,-,-
67,屏東縣,2002/01,屏東,3.3,0.79,31.7,94.0,-,30,3.23,26.57,2.4,0.27,2.13,19.13,-,-,-
68,屏東縣,2002/01,潮州,3.7,0.6,29.0,113.0,-,30,4.22,25.38,-,-,-,18.81,-,-,-
69,屏東縣,2002/01,恆春,0.3,0.27,37.7,28.0,-,2,0.07,1.68,-,-,-,20.58,-,-,-
70,臺東縣,2002/01,臺東,0.5,0.53,28.9,31.0,-,12,2.71,9.13,2.12,0.11,2.0,19.7,-,-,-
71,花蓮縣,2002/01,花蓮,1.1,0.69,19.5,39.0,-,24,6.56,17.02,2.19,0.24,1.96,18.56,-,-,-
72,連江縣,2002/01,馬祖,3.8,0.42,49.4,84.0,-,9,1.71,7.03,-,-,-,12.78,-,-,-
,,,,,,,,,,,,,,,,,,
