序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
25,臺南市,2011/02,善化,3.6,0.5,422.91,28.9,102,59,21.14,5.96,15.17,-,-,-,19.34,81.88
26,臺南市,2011/02,安南,3.7,0.5,-,32.5,103,60,23.1,4.54,18.55,2.173,0.175,1.997,17.76,74.53
27,臺南市,2011/02,臺南,3.9,0.67,-,32.0,101,63,26.29,3.69,22.6,2.275,0.267,2.008,18.62,75.49
28,高雄市,2011/02,左營,5.4,0.68,-,31.1,105,67,32.13,6.24,25.89,2.326,0.264,2.062,19.2,72.74
29,高雄市,2011/02,楠梓,5.4,0.57,-,29.8,114,69,28.55,5.75,22.8,2.156,0.192,1.964,18.89,72.79
30,高雄市,2011/02,前金,6.0,0.76,-,30.8,107,76,33.75,6.99,26.77,2.296,0.27,2.026,19.78,73.39
31,高雄市,2011/02,前鎮,6.4,0.86,-,27.9,112,75,38.04,8.16,29.88,2.38,0.384,1.997,20.59,69.93
32,高雄市,2011/02,復興,7.4,1.07,-,24.5,123,75,46.89,13.21,33.69,2.622,0.515,2.107,19.95,70.58
33,高雄市,2011/02,小港,10.3,0.78,-,26.0,103,69,42.33,10.54,31.79,2.249,0.367,1.883,20.15,67.42
34,高雄市,2011/02,鳳山,11.9,0.8,-,27.2,123,72,38.66,7.44,31.21,2.435,0.38,2.055,19.96,72.42
35,高雄市,2011/02,林園,12.1,0.61,-,35.8,112,71,30.19,6.64,23.55,2.365,0.246,2.118,20.16,74.44
36,高雄市,2011/02,大寮,7.9,0.63,-,32.4,108,76,29.73,3.72,26.0,2.172,0.282,1.89,19.72,72.39
37,高雄市,2011/02,仁武,9.4,0.64,-,27.9,116,68,36.2,8.03,28.17,2.311,0.296,2.015,19.29,72.46
38,高雄市,2011/02,橋頭,4.6,0.61,-,28.1,108,75,26.85,5.28,21.58,-,-,-,19.25,73.78
39,高雄市,2011/02,美濃,1.4,0.48,-,33.5,93,58,16.19,3.03,13.16,-,-,-,19.14,77.01
40,基隆市,2011/02,基隆,2.3,0.56,-,30.3,38,28,21.95,5.92,16.03,2.208,0.176,2.031,16.53,82.69
41,新竹市,2011/02,新竹,3.4,0.54,-,28.9,67,45,26.38,5.88,20.49,2.289,0.236,2.053,15.61,77.85
42,嘉義市,2011/02,嘉義,3.8,0.64,-,25.8,106,76,26.25,4.07,22.19,2.239,0.227,2.012,17.65,72.64
43,宜蘭縣,2011/02,宜蘭,1.6,0.44,408.73,32.2,40,26,10.12,1.57,8.55,-,-,-,17.19,80.36
44,宜蘭縣,2011/02,冬山,2.0,0.45,-,31.4,37,24,14.32,3.58,10.74,-,-,-,17.13,81.59
45,桃園市,2011/02,桃園,4.4,0.62,-,27.2,58,33,27.59,6.46,21.12,2.192,0.223,1.969,15.65,79.97
46,桃園市,2011/02,中壢,5.0,0.97,-,22.0,71,40,51.11,20.13,30.98,2.556,0.423,2.133,15.23,80.6
47,桃園市,2011/02,大園,4.3,0.42,-,34.3,52,34,22.61,5.45,17.16,-,-,-,15.8,77.8
48,桃園市,2011/02,龍潭,3.5,0.56,-,29.3,62,31,26.48,5.64,20.85,-,-,-,15.08,81.6
49,桃園市,2011/02,平鎮,4.6,0.55,-,27.8,66,34,28.53,5.88,22.65,-,-,-,15.56,78.85
50,桃園市,2011/02,觀音,5.3,0.34,-,38.0,68,34,12.99,2.03,10.95,-,-,-,16.42,85.48
51,新竹縣,2011/02,竹東,2.5,0.5,-,28.6,49,37,20.82,4.65,16.17,-,-,-,16.02,77.82
52,新竹縣,2011/02,湖口,4.1,0.42,-,34.6,62,37,16.71,2.68,14.03,-,-,-,15.21,76.87
53,苗栗縣,2011/02,苗栗,3.7,0.5,-,25.1,67,46,25.42,6.29,19.12,-,-,-,15.26,80.11
54,苗栗縣,2011/02,頭份,3.5,0.5,-,26.5,63,43,24.53,5.98,18.55,2.138,0.147,1.991,15.18,77.74
55,苗栗縣,2011/02,三義,2.1,0.42,-,32.7,53,35,16.4,2.9,13.49,-,-,-,13.77,85.56
56,彰化縣,2011/02,彰化,4.2,0.53,-,23.3,71,52,32.34,8.46,23.88,1.943,0.194,1.749,15.76,75.57
57,彰化縣,2011/02,線西,5.2,0.46,-,34.1,72,45,18.27,3.17,15.1,1.986,0.119,1.867,15.51,81.7
58,彰化縣,2011/02,二林,3.7,0.42,-,33.4,88,50,16.15,3.73,12.42,-,-,-,16.6,76.31
59,南投縣,2011/02,南投,2.9,0.66,-,21.5,84,46,29.8,6.27,23.54,2.145,0.264,1.881,17.13,73.81
60,南投縣,2011/02,埔里,2.0,0.55,-,30.7,59,45,18.44,2.47,15.97,-,-,-,17.46,69.76
61,南投縣,2011/02,竹山,2.6,0.53,-,26.5,83,59,22.59,3.39,19.18,-,-,-,16.54,76.57
62,雲林縣,2011/02,斗六,2.8,0.5,-,25.5,94,64,24.61,3.87,20.74,-,-,-,17.65,76.28
63,雲林縣,2011/02,崙背,2.9,0.45,-,33.3,85,52,16.74,3.14,13.61,-,-,-,16.57,82.99
64,雲林縣,2011/02,臺西,3.4,0.38,-,45.4,76,48,11.37,2.35,9.04,2.0,0.079,1.921,16.6,85.51
65,嘉義縣,2011/02,朴子,2.7,0.45,-,38.5,102,60,15.5,2.22,13.28,-,-,-,17.38,79.39
66,嘉義縣,2011/02,新港,3.1,0.46,-,31.6,97,57,17.67,3.27,14.4,-,-,-,16.31,77.35
67,屏東縣,2011/02,屏東,4.0,0.66,-,36.3,107,59,22.61,2.74,19.87,2.253,0.222,2.031,20.58,66.31
68,屏東縣,2011/02,潮州,4.6,0.55,-,36.5,102,65,18.81,3.33,15.49,-,-,-,20.3,72.48
69,屏東縣,2011/02,恆春,2.0,0.25,394.01,45.0,24,15,3.6,1.54,2.06,-,-,-,20.63,73.32
70,臺東縣,2011/02,臺東,2.5,0.43,-,36.9,34,16,9.74,2.82,6.92,-,-,-,20.5,71.67
71,臺東縣,2011/02,關山,2.1,-,-,33.9,27,22,7.13,2.6,4.53,-,-,-,17.8,77.75
72,花蓮縣,2011/02,花蓮,2.4,0.51,-,30.6,34,29,14.92,2.73,12.19,-,-,-,19.31,74.41
73,澎湖縣,2011/02,馬公,2.1,0.39,-,49.7,60,40,6.9,1.12,5.77,-,-,-,16.24,80.82
74,金門縣,2011/02,金門,6.5,0.6,-,34.3,104,65,22.23,5.24,16.99,-,-,-,13.85,73.05
75,連江縣,2011/02,馬祖,3.9,0.52,-,44.0,76,56,10.44,1.57,8.86,-,-,-,10.64,76.92
,,,,,,,,,,,,,,,,,
