序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/02,松山,3.3,0.7,414.72,22.2,51,38,40.83,11.55,29.28,2.27,0.232,2.039,16.8,74.75
2,臺北市,2011/02,古亭,1.9,0.69,-,26.3,58,34,36.1,9.25,26.85,2.21,0.206,2.004,17.19,76.63
3,臺北市,2011/02,中山,3.2,0.91,-,19.8,59,45,53.46,19.7,33.76,2.416,0.309,2.107,17.18,73.76
4,臺北市,2011/02,大同,4.2,1.63,-,-,62,43,89.82,49.2,40.61,2.816,0.61,2.206,-,-
5,臺北市,2011/02,萬華,2.8,0.78,-,20.1,52,36,43.78,12.63,31.15,-,-,-,17.03,74.83
6,臺北市,2011/02,陽明,1.9,0.28,395.84,48.2,21,17,3.66,0.88,2.75,-,-,-,10.98,95.86
7,臺北市,2011/02,士林,2.4,0.58,-,30.2,48,34,27.22,7.03,20.18,-,-,-,16.8,76.5
8,新北市,2011/02,板橋,3.9,0.8,-,26.1,59,37,37.04,8.6,28.44,2.51,0.359,2.152,17.57,70.48
9,新北市,2011/02,三重,3.6,1.94,-,-,70,45,143.48,97.04,46.44,2.854,0.809,2.045,16.68,72.33
10,新北市,2011/02,菜寮,3.7,0.89,-,25.0,58,38,44.37,15.62,28.75,-,-,-,17.35,72.99
11,新北市,2011/02,永和,3.1,1.05,-,22.8,55,39,50.05,21.78,28.27,2.214,0.431,1.782,17.06,73.71
12,新北市,2011/02,新莊,4.3,0.65,-,28.4,53,38,31.25,7.61,23.64,-,-,-,17.31,74.42
13,新北市,2011/02,新店,2.6,0.56,-,28.3,45,32,23.27,4.21,19.06,-,-,-,16.89,80.34
14,新北市,2011/02,淡水,2.7,0.44,-,32.4,41,31,16.99,3.51,13.49,-,-,-,-,-
15,新北市,2011/02,汐止,3.9,0.59,-,24.5,48,31,36.07,10.78,25.29,-,-,-,16.9,86.16
16,新北市,2011/02,土城,3.8,0.72,-,27.8,59,39,34.32,9.87,24.45,2.442,0.349,2.093,17.02,76.28
17,新北市,2011/02,林口,3.1,0.44,-,37.6,46,31,17.74,3.1,14.63,-,-,-,15.07,82.69
18,新北市,2011/02,萬里,2.2,0.35,-,41.1,49,25,8.34,1.69,6.65,-,-,-,16.79,86.11
19,臺中市,2011/02,西屯,2.7,0.52,-,29.0,76,49,25.5,6.97,18.53,2.175,0.262,1.913,17.14,76.22
20,臺中市,2011/02,忠明,3.4,0.72,-,23.3,66,49,36.32,10.75,25.57,2.376,0.324,2.052,17.07,73.45
21,臺中市,2011/02,豐原,3.0,0.65,-,24.0,67,40,26.78,6.31,20.47,2.231,0.239,1.993,15.83,75.93
22,臺中市,2011/02,沙鹿,2.9,0.44,-,30.6,71,47,19.34,3.25,16.09,-,-,-,15.53,77.89
23,臺中市,2011/02,大里,3.4,0.71,423.69,21.4,74,49,36.45,9.19,27.27,2.238,0.299,1.939,16.35,69.44
24,臺南市,2011/02,新營,3.7,0.52,-,30.1,122,61,23.39,4.42,18.96,2.196,0.145,2.051,17.96,79.69
