序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
53,彰化縣,1994/07,線西,3.9,-,-,46.0,16,4,10.83,2.41,0.15,2.27,28.91,-,-
54,彰化縣,1994/07,二林,-,0.47,18.4,65.0,-,-,-,-,-,-,28.44,-,-
55,南投縣,1994/07,南投,3.0,0.62,24.1,49.0,21,3,17.3,-,-,-,28.1,-,-
56,雲林縣,1994/07,斗六,3.4,0.71,22.0,50.0,17,3,13.65,-,-,-,28.44,-,-
57,雲林縣,1994/07,崙背,2.2,0.46,20.0,51.0,17,3,13.3,-,-,-,28.56,-,-
58,雲林縣,1994/07,臺西,0.9,0.43,23.2,55.0,-,-,-,-,-,-,28.66,-,-
59,嘉義縣,1994/07,朴子,2.1,0.35,22.2,31.0,14,2,11.21,-,-,-,29.02,-,-
60,嘉義縣,1994/07,新港,2.4,0.43,22.7,48.0,20,4,16.2,-,-,-,28.59,-,-
61,屏東縣,1994/07,屏東,4.4,0.83,25.2,-,26,3,20.47,2.05,0.3,1.75,28.06,-,-
62,屏東縣,1994/07,潮州,0.5,0.4,18.1,39.0,11,1,9.57,-,-,-,29.02,-,-
63,屏東縣,1994/07,恆春,0.5,0.58,18.8,19.0,1,0,0.47,-,-,-,27.93,-,-
64,臺東縣,1994/07,臺東,0.7,0.75,9.5,36.0,12,4,7.94,1.93,0.16,1.77,28.63,-,-
65,花蓮縣,1994/07,花蓮,0.9,0.8,12.3,35.0,15,5,9.91,1.8,0.16,1.64,29.01,-,-
,,,,,,,,,,,,,,,,
