序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/04,松山,3.1,0.73,425.5,28.3,52,29,37.33,9.65,27.68,2.335,0.308,2.027,22.94,73.99
2,臺北市,2012/04,古亭,2.8,0.71,-,28.4,49,29,35.24,9.59,25.65,2.201,0.258,1.943,23.48,78.04
3,臺北市,2012/04,中山,3.5,0.94,-,22.1,59,36,50.7,17.6,33.11,2.336,0.328,2.007,23.37,74.51
4,臺北市,2012/04,大同,3.7,1.86,-,-,59,37,87.45,47.29,40.15,2.823,0.69,2.134,-,-
5,臺北市,2012/04,萬華,2.7,0.76,-,25.4,47,30,40.17,9.88,30.29,-,-,-,23.45,73.45
6,臺北市,2012/04,陽明,1.9,0.24,400.76,47.2,22,15,5.79,2.13,3.64,-,-,-,17.24,93.1
7,臺北市,2012/04,士林,2.4,0.55,-,31.7,55,25,24.28,5.38,18.9,-,-,-,22.7,73.2
8,新北市,2012/04,板橋,3.9,0.77,-,27.9,54,30,38.45,9.67,28.78,2.422,0.41,2.011,23.53,71.0
9,新北市,2012/04,三重,3.1,1.85,-,-,72,34,130.83,83.11,47.72,2.949,0.801,2.149,23.34,71.18
10,新北市,2012/04,菜寮,3.2,0.77,-,25.9,49,28,35.49,8.51,26.98,-,-,-,23.21,72.9
11,新北市,2012/04,永和,3.0,1.17,-,26.0,46,28,46.03,19.33,26.7,2.492,0.457,2.035,23.45,73.03
12,新北市,2012/04,新店,2.2,0.48,-,31.9,39,23,19.29,3.34,15.95,-,-,-,22.82,76.29
13,新北市,2012/04,淡水,2.3,0.45,-,37.2,38,22,18.87,3.46,15.4,-,-,-,-,-
14,新北市,2012/04,汐止,4.4,0.51,-,25.6,42,26,34.39,10.41,23.98,-,-,-,23.22,80.8
15,新北市,2012/04,土城,3.2,0.67,-,30.3,47,31,32.86,9.77,23.1,2.283,0.322,1.961,23.22,77.96
16,新北市,2012/04,林口,3.0,0.43,-,35.3,46,25,22.71,3.99,18.71,-,-,-,21.75,84.48
17,新北市,2012/04,萬里,2.6,0.29,-,42.8,40,19,10.1,2.12,7.97,-,-,-,22.8,77.8
18,臺中市,2012/04,西屯,3.7,0.46,-,27.2,57,32,25.59,5.97,19.62,2.238,0.29,1.947,25.04,77.93
19,臺中市,2012/04,忠明,2.5,0.54,-,23.7,54,37,28.67,6.53,22.14,2.109,0.247,1.862,25.58,72.31
20,臺中市,2012/04,豐原,3.2,0.6,-,29.7,63,30,20.03,3.85,16.18,2.154,0.233,1.921,24.0,76.74
21,臺中市,2012/04,沙鹿,3.5,0.43,-,31.7,51,32,19.61,2.87,16.73,-,-,-,24.56,75.33
22,臺中市,2012/04,大里,3.6,0.6,434.72,25.1,55,37,27.18,5.78,21.4,2.242,0.321,1.921,25.17,69.72
23,臺南市,2012/04,新營,3.3,0.41,-,28.9,80,34,15.78,2.31,13.47,2.118,0.122,1.996,26.12,79.16
24,臺南市,2012/04,善化,3.7,0.33,420.32,28.9,65,32,16.2,2.36,13.84,-,-,-,25.79,79.59
25,臺南市,2012/04,安南,3.5,0.41,-,32.2,75,31,18.29,3.42,14.87,2.186,0.237,1.949,26.54,72.52
26,臺南市,2012/04,臺南,3.9,0.46,-,33.6,63,30,17.13,1.97,15.15,2.042,0.201,1.841,26.43,77.67
27,高雄市,2012/04,左營,4.9,0.47,-,29.5,59,28,20.37,3.82,16.54,2.063,0.189,1.874,26.27,74.48
28,高雄市,2012/04,楠梓,5.7,0.45,-,25.7,66,33,22.52,4.84,17.68,2.09,0.225,1.865,26.47,75.31
29,高雄市,2012/04,前金,5.5,0.48,-,30.5,59,31,19.64,3.83,15.81,2.002,0.183,1.818,26.61,74.39
30,高雄市,2012/04,前鎮,7.8,0.44,-,25.9,50,30,23.77,4.4,19.36,2.147,0.267,1.88,26.89,72.65
31,高雄市,2012/04,復興,7.2,0.66,-,23.2,51,23,28.33,5.31,23.01,2.29,0.321,1.969,26.25,74.82
32,高雄市,2012/04,小港,10.2,0.42,-,24.1,51,37,27.0,5.26,21.74,2.013,0.197,1.816,26.87,71.97
33,高雄市,2012/04,鳳山,6.1,0.61,-,25.8,69,33,23.78,3.69,20.09,2.172,0.291,1.88,26.75,74.24
34,高雄市,2012/04,林園,4.0,0.28,-,36.0,52,-,12.33,1.97,10.34,1.993,0.074,1.919,26.16,76.34
35,高雄市,2012/04,大寮,3.8,0.4,-,23.2,48,-,18.1,3.28,14.83,2.309,0.202,2.107,26.35,78.2
36,高雄市,2012/04,仁武,5.9,0.44,-,23.7,68,30,23.77,4.29,19.48,2.08,0.215,1.864,26.35,75.41
37,高雄市,2012/04,橋頭,4.5,0.41,-,28.6,62,33,18.43,3.26,15.18,-,-,-,26.84,77.73
38,高雄市,2012/04,美濃,1.8,0.32,-,27.5,44,26,10.24,1.58,8.66,-,-,-,26.22,75.01
39,基隆市,2012/04,基隆,2.5,0.45,-,33.9,34,21,19.14,4.33,14.81,2.118,0.148,1.97,22.68,81.44
40,新竹市,2012/04,新竹,3.2,0.5,-,27.6,45,28,22.62,4.65,17.97,2.104,0.195,1.909,24.06,75.22
41,嘉義市,2012/04,嘉義,3.4,0.45,-,28.2,67,40,19.02,2.62,16.4,2.036,0.161,1.875,25.83,72.67
42,宜蘭縣,2012/04,宜蘭,1.9,0.38,416.71,35.8,40,23,9.82,1.68,8.14,-,-,-,22.3,81.15
43,宜蘭縣,2012/04,冬山,2.1,0.38,-,28.7,42,21,15.59,3.72,11.87,-,-,-,22.4,83.93
44,桃園市,2012/04,桃園,6.6,0.62,-,29.3,49,26,28.09,5.72,22.37,2.229,0.269,1.961,23.07,81.14
45,桃園市,2012/04,中壢,4.0,1.15,-,24.1,73,33,51.59,22.26,29.33,2.692,0.555,2.137,22.61,78.49
46,桃園市,2012/04,大園,5.6,0.43,-,27.9,51,26,25.09,4.49,20.61,-,-,-,23.33,71.26
47,桃園市,2012/04,龍潭,2.6,0.49,-,32.8,53,25,21.97,4.23,17.73,-,-,-,22.04,76.55
48,桃園市,2012/04,平鎮,4.2,0.46,-,31.9,58,23,23.75,4.08,19.67,-,-,-,22.71,77.69
49,桃園市,2012/04,觀音,5.8,0.35,-,33.7,58,25,16.06,2.05,14.01,-,-,-,23.44,81.7
50,新竹縣,2012/04,竹東,2.4,0.43,-,27.2,48,24,17.48,3.41,14.07,-,-,-,22.98,80.33
51,新竹縣,2012/04,湖口,3.6,0.37,-,35.1,43,26,17.54,2.97,14.57,-,-,-,23.29,76.22
52,苗栗縣,2012/04,苗栗,2.8,0.45,-,27.7,44,29,19.58,3.36,16.22,-,-,-,23.92,76.95
53,苗栗縣,2012/04,頭份,2.6,0.41,-,30.3,43,24,19.46,3.56,15.91,2.121,0.126,1.995,23.68,75.88
54,苗栗縣,2012/04,三義,2.6,0.33,-,32.5,43,30,13.44,2.4,11.04,-,-,-,22.48,81.21
55,彰化縣,2012/04,彰化,4.3,0.5,-,28.0,62,36,20.72,3.33,17.38,1.961,0.228,1.734,25.35,72.95
56,彰化縣,2012/04,線西,4.1,0.4,-,32.2,54,30,17.49,2.83,14.65,2.113,0.167,1.946,24.1,80.02
57,彰化縣,2012/04,二林,2.7,0.29,-,30.1,62,37,13.26,2.21,11.04,-,-,-,24.87,78.14
58,南投縣,2012/04,南投,2.4,0.5,-,21.4,62,29,20.58,4.21,16.36,2.073,0.176,1.897,24.81,73.83
59,南投縣,2012/04,埔里,1.8,0.34,-,29.4,41,30,13.35,2.1,11.25,-,-,-,23.25,78.09
60,南投縣,2012/04,竹山,2.5,0.37,-,28.0,51,39,16.17,2.49,13.68,-,-,-,23.66,79.63
61,雲林縣,2012/04,斗六,2.9,0.44,-,29.5,63,38,17.34,2.59,14.75,-,-,-,25.25,72.79
62,雲林縣,2012/04,崙背,2.6,0.36,-,31.8,60,40,14.56,2.46,12.1,-,-,-,24.4,83.12
63,雲林縣,2012/04,麥寮,3.0,0.35,-,34.9,56,29,13.3,3.16,10.14,2.192,0.114,2.078,24.97,78.8
64,雲林縣,2012/04,臺西,2.8,0.29,-,39.8,49,31,9.37,1.73,7.63,2.056,0.085,1.971,24.9,82.22
65,嘉義縣,2012/04,朴子,3.0,0.36,-,33.1,71,33,13.7,2.34,11.37,-,-,-,25.71,78.19
66,嘉義縣,2012/04,新港,3.0,0.38,-,30.3,69,36,14.63,2.86,11.77,-,-,-,24.74,74.77
67,屏東縣,2012/04,屏東,3.4,0.5,-,27.2,64,29,16.07,2.42,13.63,2.112,0.186,1.926,26.54,74.06
68,屏東縣,2012/04,潮州,2.7,0.31,-,25.4,51,31,9.58,1.67,7.91,-,-,-,26.13,77.0
69,屏東縣,2012/04,恆春,1.2,0.18,399.29,37.3,26,15,3.9,1.76,2.13,-,-,-,25.17,79.7
70,臺東縣,2012/04,臺東,1.6,0.4,-,33.4,35,15,10.29,2.52,7.77,-,-,-,24.81,78.19
71,臺東縣,2012/04,關山,1.4,-,-,28.2,30,17,6.53,1.88,4.65,-,-,-,22.36,81.75
72,花蓮縣,2012/04,花蓮,1.3,0.45,-,29.0,36,27,13.42,2.46,10.95,-,-,-,23.63,81.22
73,澎湖縣,2012/04,馬公,1.9,0.29,-,46.0,47,23,6.55,1.17,5.37,-,-,-,24.7,77.26
74,金門縣,2012/04,金門,7.2,0.5,-,33.5,97,48,22.3,5.05,17.25,-,-,-,21.66,81.71
75,連江縣,2012/04,馬祖,3.4,0.41,-,55.6,73,39,9.96,1.67,8.28,-,-,-,18.38,84.82
,,,,,,,,,,,,,,,,,
