序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
24,臺南市,2003/12,新營,4.5,0.65,-,23.8,91,-,35.25,9.46,25.79,2.914,0.47,2.44,17.88,-,-,-,-
25,臺南市,2003/12,善化,4.5,0.61,-,23.8,64,-,29.93,7.28,22.65,-,-,-,18.06,-,-,-,-
26,臺南市,2003/12,安南,4.6,0.6,-,26.8,90,-,33.48,8.97,24.51,-,-,-,17.08,-,-,-,-
27,臺南市,2003/12,臺南,5.4,0.86,-,27.7,103,-,35.7,6.87,28.83,2.92,0.53,2.39,18.34,-,-,-,-
28,高雄市,2003/12,左營,7.1,0.92,-,28.7,107,-,44.31,8.66,35.65,3.268,0.56,2.7,19.59,-,-,66.38,-
29,高雄市,2003/12,楠梓,4.8,0.76,-,21.5,120,-,42.19,11.68,30.51,3.799,1.4,2.4,18.95,-,-,66.85,-
30,高雄市,2003/12,前金,8.5,1.05,-,28.9,98,-,45.8,8.94,36.87,-,-,-,18.98,-,-,-,-
31,高雄市,2003/12,前鎮,10.8,-,-,-,112,-,64.99,20.6,44.39,3.242,0.66,2.58,19.51,-,-,-,-
32,高雄市,2003/12,復興,13.3,1.58,-,-,133,-,78.77,29.94,48.83,2.865,0.67,2.19,21.01,-,-,-,-
33,高雄市,2003/12,小港,18.1,1.05,-,26.9,84,-,78.9,27.3,51.39,3.959,1.33,2.63,20.62,-,-,64.45,-
34,高雄市,2003/12,鳳山,19.6,1.12,-,23.4,111,110,72.94,23.82,49.12,-,-,-,19.22,-,-,64.56,-
35,高雄市,2003/12,林園,13.3,0.68,-,32.4,105,86,40.2,11.79,28.42,3.174,0.55,2.63,20.54,-,-,66.73,-
36,高雄市,2003/12,大寮,14.7,0.86,-,28.7,114,-,43.12,9.0,34.12,0.062,0.06,0.0,20.26,-,-,66.79,-
37,高雄市,2003/12,仁武,14.9,0.85,-,22.7,101,-,61.66,16.33,45.34,4.888,2.57,2.32,20.23,-,-,65.39,-
38,高雄市,2003/12,橋頭,6.3,0.51,-,22.1,52,86,51.17,9.14,42.03,3.112,0.39,2.72,18.68,-,-,65.71,-
39,高雄市,2003/12,美濃,2.7,0.67,-,38.6,85,-,19.81,1.87,17.95,-,-,-,20.75,-,-,-,-
40,基隆市,2003/12,基隆,3.8,0.63,-,28.8,51,-,29.21,9.06,20.15,2.788,0.43,2.36,17.33,-,-,-,-
41,新竹市,2003/12,新竹,5.1,0.62,-,19.9,61,-,30.0,8.01,21.99,2.85,0.3,2.55,17.64,-,-,-,-
42,嘉義市,2003/12,嘉義,5.7,0.86,-,23.7,97,-,45.22,9.58,35.64,3.13,0.62,2.51,18.18,-,-,66.42,-
43,宜蘭縣,2003/12,宜蘭,1.3,0.61,384.26,27.6,41,-,16.23,2.24,13.99,-,-,-,17.36,-,-,-,-
44,宜蘭縣,2003/12,冬山,2.2,0.53,-,19.3,61,-,24.13,8.0,16.12,2.768,0.37,2.39,17.19,-,-,68.66,-
45,桃園市,2003/12,桃園,6.2,0.84,-,20.5,55,-,31.38,9.2,22.18,2.359,0.46,1.89,17.62,-,-,57.37,-
46,桃園市,2003/12,中壢,4.8,1.03,-,-,61,-,55.97,24.49,31.47,2.649,0.51,2.14,16.52,-,-,-,-
47,桃園市,2003/12,大園,4.0,0.5,-,27.4,-,-,26.99,7.25,19.76,-,-,-,17.33,-,-,58.15,-
48,桃園市,2003/12,龍潭,3.9,0.7,-,23.0,63,-,25.48,5.01,20.62,-,-,-,15.49,-,-,74.94,-
49,桃園市,2003/12,平鎮,6.0,0.79,-,21.4,60,-,34.68,8.74,25.95,2.548,0.36,2.19,17.05,-,-,-,-
50,桃園市,2003/12,觀音,8.2,0.4,-,28.0,52,-,27.45,5.75,21.7,-,-,-,17.36,-,-,70.19,-
51,新竹縣,2003/12,竹東,2.2,0.51,-,20.2,60,-,24.72,6.26,18.46,-,-,-,18.2,-,-,67.76,-
52,新竹縣,2003/12,湖口,4.4,0.53,-,30.0,-,-,22.92,5.53,17.39,-,-,-,16.2,-,-,70.91,-
53,苗栗縣,2003/12,苗栗,4.5,0.66,-,23.1,65,-,33.3,10.54,22.76,-,-,-,16.61,-,-,67.34,-
54,苗栗縣,2003/12,頭份,3.8,-,-,-,49,-,23.65,6.08,17.59,2.502,0.32,2.18,17.4,-,-,-,-
55,苗栗縣,2003/12,三義,1.5,0.41,-,33.4,46,-,18.01,2.37,15.64,2.304,0.24,2.07,14.48,-,-,-,-
56,彰化縣,2003/12,彰化,5.6,0.87,-,19.8,90,-,43.1,13.73,29.38,3.163,0.53,2.64,17.56,-,-,-,-
57,彰化縣,2003/12,線西,5.8,-,-,-,65,-,28.09,6.77,21.73,2.423,0.36,2.06,18.21,-,-,70.16,-
58,彰化縣,2003/12,二林,4.7,0.49,-,28.2,77,-,22.54,4.48,18.37,-,-,-,17.61,-,-,-,-
59,南投縣,2003/12,南投,3.3,0.86,-,20.7,78,-,43.45,11.21,32.24,2.54,0.62,1.92,17.74,-,-,69.1,-
60,南投縣,2003/12,埔里,2.2,1.01,-,20.3,68,-,25.11,2.97,22.14,2.839,0.39,2.45,16.14,-,-,68.27,-
61,南投縣,2003/12,竹山,-,-,-,28.5,-,-,-,-,-,-,-,-,18.36,-,-,68.45,-
62,雲林縣,2003/12,斗六,3.8,0.76,-,22.7,-,-,30.23,6.38,23.85,-,-,-,15.21,-,-,68.87,-
63,雲林縣,2003/12,崙背,3.9,0.51,-,27.4,67,-,24.12,7.23,16.9,2.587,0.32,2.27,17.45,-,-,69.79,-
64,雲林縣,2003/12,臺西,4.3,0.42,-,34.3,75,-,16.28,2.31,14.05,-,-,-,17.39,-,-,-,-
65,嘉義縣,2003/12,朴子,3.3,0.48,-,30.1,88,-,21.07,3.03,18.04,-,-,-,18.46,-,-,66.94,-
66,嘉義縣,2003/12,新港,3.3,0.58,-,22.7,82,-,27.87,7.13,20.74,-,-,-,17.08,-,-,69.27,-
67,屏東縣,2003/12,屏東,2.7,0.8,-,-,107,-,30.61,3.08,27.53,2.896,0.28,2.62,19.91,-,-,-,-
68,屏東縣,2003/12,潮州,4.6,0.35,-,31.7,105,-,29.08,3.55,25.53,-,-,-,21.12,-,-,70.3,-
69,屏東縣,2003/12,恆春,0.3,0.19,366.98,40.5,21,-,1.08,0.06,1.02,-,-,-,20.37,-,-,-,-
70,臺東縣,2003/12,臺東,0.7,0.49,-,27.0,38,-,11.56,1.9,9.66,2.439,0.15,2.28,20.28,-,-,-,-
71,花蓮縣,2003/12,花蓮,1.3,0.64,-,20.4,-,-,23.71,5.73,17.98,2.811,0.41,2.4,19.72,-,-,-,-
72,澎湖縣,2003/12,馬公,2.0,0.46,-,49.9,40,-,4.01,0.16,3.85,-,-,-,18.01,-,-,60.12,-
73,金門縣,2003/12,金門,9.0,0.71,-,42.5,115,-,17.93,4.41,13.51,-,-,-,16.39,-,-,-,-
74,連江縣,2003/12,馬祖,5.3,0.33,-,48.7,78,-,6.62,0.74,5.88,-,-,-,12.84,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
