序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
16,新北市,1994/12,萬里,1.6,0.33,33.3,45.0,8,2,5.99,1.98,0.07,1.92,19.05,-,-
17,臺中市,1994/12,西屯,6.0,0.79,16.9,75.0,41,17,23.91,2.74,0.41,2.32,20.4,-,-
18,臺中市,1994/12,忠明,6.8,1.22,14.8,102.0,66,29,34.53,-,-,-,20.49,-,-
19,臺中市,1994/12,豐原,8.4,1.12,13.3,89.0,50,17,33.48,-,-,-,19.51,-,-
20,臺中市,1994/12,沙鹿,9.1,0.74,16.8,88.0,33,9,24.08,-,-,-,20.21,-,-
21,臺中市,1994/12,大里,6.2,1.13,12.3,99.0,49,17,31.82,-,-,-,21.28,-,-
22,臺南市,1994/12,新營,7.8,0.72,17.3,108.0,37,12,25.49,-,-,-,20.61,-,-
23,臺南市,1994/12,善化,7.9,0.63,25.1,98.0,30,8,21.54,-,-,-,21.1,-,-
24,臺南市,1994/12,安南,7.0,0.65,15.5,99.0,36,11,24.27,-,-,-,21.27,-,-
25,臺南市,1994/12,臺南,10.4,1.15,17.2,131.0,45,14,30.05,3.06,0.62,2.44,21.86,-,-
26,高雄市,1994/12,左營,11.4,0.99,19.1,135.0,46,14,32.13,3.07,0.37,2.7,23.43,-,-
27,高雄市,1994/12,楠梓,9.2,0.81,15.5,116.0,50,16,34.39,-,0.24,-,22.87,-,-
28,高雄市,1994/12,前金,14.4,1.14,20.2,131.0,48,15,33.25,-,-,-,22.2,-,-
29,高雄市,1994/12,前鎮,18.1,-,-,142.0,71,26,44.99,2.53,0.53,2.01,22.57,-,-
30,高雄市,1994/12,小港,29.5,1.39,16.6,142.0,84,39,44.12,3.08,0.69,2.39,23.83,-,-
31,高雄市,1994/12,鳳山,38.3,1.34,19.5,164.0,75,28,46.8,-,-,-,22.26,-,-
32,高雄市,1994/12,林園,29.1,0.97,14.6,174.0,45,14,31.61,3.19,0.65,2.54,21.5,-,-
33,高雄市,1994/12,大寮,19.6,1.0,20.9,-,39,9,30.18,-,-,-,24.64,-,-
34,高雄市,1994/12,仁武,25.9,0.9,16.3,131.0,60,22,37.38,2.79,0.54,2.25,22.28,-,-
35,高雄市,1994/12,橋頭,10.2,0.86,17.6,130.0,44,16,28.58,2.85,0.52,2.29,22.39,-,-
36,高雄市,1994/12,美濃,4.5,0.77,28.3,155.0,27,4,23.71,-,-,-,22.17,-,-
37,基隆市,1994/12,基隆,6.8,0.92,21.5,43.0,35,12,23.2,2.63,0.43,2.2,19.17,-,-
38,新竹市,1994/12,新竹,7.6,0.81,14.7,65.0,37,13,24.13,2.77,0.35,2.41,24.38,-,-
39,嘉義市,1994/12,嘉義,10.4,1.25,17.5,110.0,57,19,37.49,2.89,0.62,2.28,21.07,-,-
40,宜蘭縣,1994/12,宜蘭,2.0,0.79,18.9,41.0,23,6,17.77,-,-,-,19.53,-,-
41,宜蘭縣,1994/12,冬山,2.3,-,-,41.0,27,10,14.0,2.24,0.17,2.06,19.36,-,-
42,桃園市,1994/12,桃園,13.2,0.94,18.8,56.0,40,12,28.21,2.63,0.34,2.3,19.32,-,-
43,桃園市,1994/12,大園,5.2,0.39,29.4,35.0,-,-,-,-,-,-,18.96,-,-
44,桃園市,1994/12,龍潭,13.4,0.74,18.4,59.0,32,10,21.81,-,-,-,18.25,-,-
45,桃園市,1994/12,平鎮,5.4,0.81,14.7,43.0,34,9,25.4,2.33,0.4,1.93,18.6,-,-
46,桃園市,1994/12,觀音,7.7,0.35,30.1,31.0,13,3,9.39,2.64,0.19,2.45,19.34,-,-
47,新竹縣,1994/12,竹東,2.9,0.65,18.1,67.0,30,9,21.44,-,-,-,19.47,-,-
48,新竹縣,1994/12,湖口,5.8,0.58,25.3,51.0,26,10,17.18,-,-,-,19.22,-,-
49,苗栗縣,1994/12,苗栗,8.8,0.76,15.0,92.0,39,14,25.07,-,-,-,19.64,-,-
50,苗栗縣,1994/12,頭份,57.2,-,-,65.0,60,34,26.07,2.67,0.31,2.39,19.87,-,-
51,苗栗縣,1994/12,三義,3.3,0.55,16.3,57.0,30,8,22.33,3.08,1.3,1.78,17.19,-,-
52,彰化縣,1994/12,彰化,5.7,1.15,-,119.0,56,26,30.39,2.64,0.49,2.15,20.81,-,-
53,彰化縣,1994/12,線西,8.1,-,-,67.0,33,10,23.23,2.41,0.15,2.26,20.14,-,-
54,彰化縣,1994/12,二林,9.2,0.55,19.5,84.0,31,7,23.75,-,-,-,20.14,-,-
55,南投縣,1994/12,南投,4.2,1.08,17.0,104.0,43,13,29.97,-,-,-,20.55,-,-
56,雲林縣,1994/12,斗六,6.8,1.06,14.1,118.0,43,15,27.41,-,-,-,20.62,-,-
57,雲林縣,1994/12,崙背,7.6,0.59,16.4,-,35,10,24.93,-,-,-,20.22,-,-
58,雲林縣,1994/12,臺西,4.6,0.48,26.2,86.0,11,3,7.91,-,-,-,20.44,-,-
59,嘉義縣,1994/12,朴子,5.6,0.47,20.8,59.0,25,6,19.84,-,-,-,20.69,-,-
60,嘉義縣,1994/12,新港,-,-,-,-,-,-,-,-,-,-,-,-,-
61,屏東縣,1994/12,屏東,9.4,1.13,27.3,156.0,43,5,37.85,2.41,0.43,2.07,24.41,-,-
62,屏東縣,1994/12,潮州,7.7,0.8,24.1,178.0,36,8,28.28,-,-,-,23.18,-,-
63,屏東縣,1994/12,恆春,0.3,0.31,34.2,15.0,2,0,1.79,-,-,-,22.91,-,-
64,臺東縣,1994/12,臺東,0.5,0.75,21.0,27.0,13,3,9.46,2.04,0.17,1.87,22.44,-,-
65,花蓮縣,1994/12,花蓮,1.1,0.82,13.6,43.0,28,10,17.98,2.14,0.29,1.84,21.12,-,-
,,,,,,,,,,,,,,,,
