序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1994/12,松山,7.5,1.12,10.6,48.0,54,23,30.99,-,-,-,19.69,-,-
2,臺北市,1994/12,古亭,5.8,1.35,11.3,52.0,59,27,32.95,2.49,0.41,2.08,19.98,-,-
3,臺北市,1994/12,中山,6.9,1.44,9.7,50.0,66,32,33.8,2.49,0.42,2.08,20.23,-,-
4,臺北市,1994/12,大同,19.9,4.94,-,78.0,251,196,54.41,4.86,2.49,2.37,20.77,-,-
5,臺北市,1994/12,萬華,6.5,1.31,12.3,48.0,48,16,31.89,-,-,-,20.1,-,-
6,臺北市,1994/12,陽明,1.4,0.28,36.4,13.0,2,0,2.34,-,-,-,14.03,-,-
7,臺北市,1994/12,士林,3.0,0.77,20.2,37.0,30,11,18.8,-,-,-,20.54,-,-
8,新北市,1994/12,板橋,9.6,1.27,10.8,56.0,55,19,36.22,3.09,0.62,2.46,20.78,-,-
9,新北市,1994/12,菜寮,7.0,1.27,11.1,62.0,51,18,32.72,-,-,-,20.42,-,-
10,新北市,1994/12,新莊,9.3,1.01,13.2,51.0,44,14,30.49,2.79,0.48,2.35,19.82,-,-
11,新北市,1994/12,新店,4.2,0.78,15.4,36.0,29,7,22.08,-,-,-,19.88,-,-
12,新北市,1994/12,淡水,2.2,0.73,22.3,43.0,21,6,15.01,-,-,-,19.74,-,-
13,新北市,1994/12,汐止,7.0,0.82,11.8,46.0,56,25,30.43,-,-,-,18.83,-,-
14,新北市,1994/12,土城,7.2,0.85,13.6,59.0,41,13,28.87,-,-,-,20.01,-,-
15,新北市,1994/12,林口,5.2,0.61,24.9,45.0,27,7,19.96,-,-,-,18.02,-,-
