序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/09,松山,2.5,0.42,399.05,22.8,30,21,28.63,8.56,20.07,2.095,0.172,1.922,28.74,68.92
2,臺北市,2010/09,古亭,1.8,0.51,-,24.1,34,20,26.29,8.57,17.72,2.136,0.186,1.95,29.05,74.28
3,臺北市,2010/09,中山,3.4,0.64,-,21.0,32,26,32.66,11.51,21.15,2.2,0.231,1.969,29.2,70.19
4,臺北市,2010/09,大同,3.6,1.56,-,-,37,23,65.38,38.1,27.28,2.643,0.609,2.034,-,-
5,臺北市,2010/09,萬華,2.7,0.56,-,19.3,28,20,32.52,10.36,22.16,-,-,-,28.79,70.18
6,臺北市,2010/09,陽明,1.7,0.13,384.66,32.8,12,10,3.15,1.17,1.96,-,-,-,20.61,89.93
7,臺北市,2010/09,士林,2.6,0.36,-,26.9,38,16,17.52,4.2,13.32,-,-,-,28.89,70.19
8,新北市,2010/09,板橋,4.3,0.57,-,25.0,28,17,27.52,7.61,19.9,2.248,0.301,1.947,29.38,68.0
9,新北市,2010/09,三重,3.8,1.71,-,-,42,28,105.32,72.22,33.1,2.779,0.73,2.049,29.04,68.25
10,新北市,2010/09,菜寮,3.4,0.62,-,21.9,30,18,26.62,8.45,18.16,-,-,-,29.59,67.74
11,新北市,2010/09,永和,3.2,0.91,-,15.9,32,19,35.26,15.86,19.4,2.197,0.374,1.823,29.17,68.77
12,新北市,2010/09,新莊,6.0,0.48,-,25.4,32,19,24.58,6.31,18.28,-,-,-,29.55,70.18
13,新北市,2010/09,新店,2.4,0.32,-,28.1,24,17,12.96,2.67,10.27,-,-,-,28.89,75.39
14,新北市,2010/09,淡水,2.4,0.34,-,24.1,30,15,15.2,4.18,11.01,-,-,-,-,-
15,新北市,2010/09,汐止,3.2,0.32,-,22.6,27,17,23.33,8.24,15.09,-,-,-,28.85,78.16
16,新北市,2010/09,土城,3.6,0.46,-,26.4,30,18,22.94,7.42,15.51,2.148,0.227,1.92,29.16,72.61
17,新北市,2010/09,林口,3.5,0.31,-,28.6,28,16,17.51,3.75,13.76,-,-,-,27.41,77.03
18,新北市,2010/09,萬里,2.6,0.18,-,33.2,27,11,7.17,1.89,5.27,-,-,-,28.1,83.74
19,臺中市,2010/09,西屯,3.1,0.38,-,27.8,44,28,22.34,5.83,16.51,2.104,0.209,1.896,28.17,77.99
20,臺中市,2010/09,忠明,3.4,0.55,-,31.3,40,29,23.54,4.73,18.82,2.303,0.285,2.017,28.96,74.97
21,臺中市,2010/09,豐原,3.0,0.45,-,30.2,46,25,16.44,2.5,13.93,2.123,0.189,1.934,27.41,76.62
22,臺中市,2010/09,沙鹿,3.2,0.32,-,28.7,36,26,17.38,2.67,14.7,-,-,-,28.21,76.45
23,臺中市,2010/09,大里,2.8,0.5,423.04,27.7,45,29,21.38,3.62,17.76,2.224,0.267,1.958,27.74,72.62
24,臺南市,2010/09,新營,3.1,0.3,-,30.9,51,28,14.21,4.11,10.1,2.173,0.086,2.087,28.33,81.94
25,臺南市,2010/09,善化,3.8,0.23,410.77,28.0,46,26,11.21,3.93,7.28,-,-,-,27.86,85.58
26,臺南市,2010/09,安南,4.1,0.33,-,33.1,53,30,16.45,3.74,12.72,2.185,0.191,1.993,28.55,75.91
27,臺南市,2010/09,臺南,4.3,0.39,-,35.0,44,28,15.25,2.21,13.04,1.919,0.188,1.731,28.46,81.1
28,高雄市,2010/09,左營,5.5,0.43,-,32.6,45,27,21.39,6.14,15.25,2.122,0.197,1.925,28.65,78.99
29,高雄市,2010/09,楠梓,7.4,0.36,-,27.5,50,29,20.1,4.18,15.93,2.027,0.251,1.776,28.22,76.99
30,高雄市,2010/09,前金,6.2,0.41,-,31.7,42,29,19.75,4.85,14.9,2.068,0.178,1.89,28.71,80.26
31,高雄市,2010/09,前鎮,8.5,0.44,-,26.0,46,31,23.26,4.9,18.35,2.145,0.291,1.854,29.13,80.53
32,高雄市,2010/09,復興,6.8,0.64,-,28.6,43,25,24.62,6.51,18.11,2.283,0.322,1.961,28.56,82.27
33,高雄市,2010/09,小港,13.6,0.51,-,25.9,54,30,28.01,9.71,18.3,1.931,0.203,1.728,28.44,78.53
34,高雄市,2010/09,鳳山,5.3,0.51,-,29.7,56,28,21.19,4.15,17.04,2.199,0.272,1.927,28.14,80.86
35,高雄市,2010/09,林園,3.8,0.23,-,37.8,48,30,9.39,2.35,7.04,1.98,0.06,1.92,28.35,90.26
36,高雄市,2010/09,大寮,4.7,0.29,-,29.8,51,36,9.25,1.79,7.45,1.989,0.177,1.812,27.97,83.64
37,高雄市,2010/09,仁武,7.3,0.35,-,30.6,49,27,20.1,4.33,15.77,2.084,0.176,1.908,28.22,80.29
38,高雄市,2010/09,橋頭,5.4,0.32,-,30.3,52,28,18.13,3.97,14.16,-,-,-,28.58,81.13
39,高雄市,2010/09,美濃,1.7,0.22,-,32.9,41,21,6.98,1.82,5.17,-,-,-,27.14,84.93
40,基隆市,2010/09,基隆,2.0,0.26,-,25.9,20,12,12.06,3.46,8.6,1.926,0.105,1.821,28.48,76.76
41,新竹市,2010/09,新竹,3.4,0.4,-,26.9,34,22,21.2,5.45,15.75,2.127,0.19,1.937,28.75,74.42
42,嘉義市,2010/09,嘉義,3.1,0.35,-,30.9,44,30,13.94,1.99,11.95,2.033,0.149,1.884,28.4,75.25
43,宜蘭縣,2010/09,宜蘭,1.9,0.24,399.41,22.6,30,10,8.76,2.12,6.64,-,-,-,28.13,75.94
44,宜蘭縣,2010/09,冬山,3.5,0.38,-,20.3,28,13,13.12,4.53,8.59,-,-,-,28.18,76.67
45,桃園市,2010/09,桃園,9.3,0.48,-,25.3,39,20,23.78,5.53,18.25,2.128,0.236,1.892,27.81,77.59
46,桃園市,2010/09,中壢,5.4,1.05,-,21.0,49,21,46.94,20.77,26.17,2.54,0.51,2.03,27.85,75.51
47,桃園市,2010/09,大園,5.4,0.31,-,29.4,31,18,24.47,6.39,18.08,-,-,-,28.57,72.9
48,桃園市,2010/09,龍潭,2.7,0.38,-,29.4,39,18,18.92,3.98,14.94,-,-,-,27.57,77.56
49,桃園市,2010/09,平鎮,4.9,0.36,-,26.5,42,19,22.46,4.25,18.2,-,-,-,28.34,74.23
50,桃園市,2010/09,觀音,6.6,0.25,-,31.1,45,20,15.67,3.92,11.75,-,-,-,28.79,79.03
51,新竹縣,2010/09,竹東,1.8,0.29,-,28.0,32,23,14.72,3.28,11.44,-,-,-,27.93,75.97
52,新竹縣,2010/09,湖口,3.9,0.27,-,30.6,35,21,16.42,3.96,12.47,-,-,-,28.24,73.45
53,苗栗縣,2010/09,苗栗,3.6,0.34,-,27.3,31,20,17.06,3.87,13.19,-,-,-,28.21,74.93
54,苗栗縣,2010/09,頭份,4.0,0.3,-,26.3,34,18,16.45,3.06,13.38,2.08,0.11,1.97,28.25,74.95
55,苗栗縣,2010/09,三義,2.3,0.23,-,31.4,35,20,11.59,2.06,9.53,-,-,-,25.65,82.69
56,彰化縣,2010/09,彰化,4.4,0.39,-,23.3,43,30,24.75,5.78,18.98,1.939,0.2,1.738,28.5,76.92
57,彰化縣,2010/09,線西,4.1,0.31,-,28.6,41,24,14.37,3.13,11.24,2.077,0.153,1.924,27.34,81.63
58,彰化縣,2010/09,二林,2.2,0.22,-,27.6,49,30,10.72,2.26,8.46,-,-,-,27.94,77.61
59,南投縣,2010/09,南投,3.0,0.41,-,27.6,51,24,14.68,2.66,12.01,2.441,0.604,1.837,27.78,77.69
60,南投縣,2010/09,埔里,2.2,0.31,-,34.3,35,27,10.66,1.63,9.02,-,-,-,26.25,74.32
61,南投縣,2010/09,竹山,2.2,0.25,-,30.3,33,23,9.83,2.41,7.42,-,-,-,26.73,82.42
62,雲林縣,2010/09,斗六,2.9,0.32,-,32.1,40,29,14.22,2.29,11.93,-,-,-,28.64,77.04
63,雲林縣,2010/09,崙背,2.7,0.23,-,29.1,42,25,11.73,2.91,8.82,-,-,-,28.04,82.99
64,雲林縣,2010/09,臺西,3.6,0.21,-,34.8,33,23,11.02,2.99,8.02,-,-,-,28.14,84.74
65,嘉義縣,2010/09,朴子,2.9,0.25,-,32.1,46,25,11.06,1.88,9.17,-,-,-,28.42,79.84
66,嘉義縣,2010/09,新港,2.6,0.23,-,30.5,46,23,12.95,2.92,10.03,-,-,-,27.8,78.36
67,屏東縣,2010/09,屏東,3.4,0.46,-,32.8,50,29,15.03,2.61,12.43,2.142,0.183,1.959,28.42,76.67
68,屏東縣,2010/09,潮州,2.4,0.21,-,33.2,43,25,6.48,1.81,4.67,-,-,-,27.75,79.92
69,屏東縣,2010/09,恆春,2.1,0.1,385.26,29.6,19,11,3.56,1.6,1.96,-,-,-,27.4,82.25
70,臺東縣,2010/09,臺東,1.8,0.32,-,21.5,28,10,9.45,3.87,5.58,-,-,-,27.7,81.25
71,臺東縣,2010/09,關山,1.9,-,-,18.5,23,9,5.46,2.28,3.18,-,-,-,26.31,80.47
72,花蓮縣,2010/09,花蓮,2.1,0.3,-,21.0,24,17,9.18,2.66,6.51,-,-,-,28.03,78.9
73,澎湖縣,2010/09,馬公,1.8,0.18,-,38.9,28,14,4.94,1.02,3.91,-,-,-,28.68,83.65
