序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/12,松山,5.4,0.63,396.39,19.6,48,-,35.65,9.94,25.72,-,-,-,19.84,-,-,72.41,-
2,臺北市,2004/12,古亭,5.9,0.7,-,20.7,49,-,39.52,11.85,27.67,-,-,-,19.09,-,-,73.83,-
3,臺北市,2004/12,中山,-,0.91,-,16.7,50,23,47.54,16.62,30.92,3.021,0.519,2.502,19.65,-,-,67.01,-
4,臺北市,2004/12,大同,5.0,1.02,-,13.8,47,-,66.61,31.9,34.71,3.095,0.485,2.61,19.57,-,-,-,-
5,臺北市,2004/12,萬華,3.4,0.72,-,20.3,51,22,30.67,6.19,24.49,-,-,-,20.6,-,-,71.23,-
6,臺北市,2004/12,陽明,2.0,0.27,395.24,44.8,20,-,2.39,0.46,1.83,-,-,-,12.51,-,-,-,-
7,臺北市,2004/12,士林,4.5,0.41,-,28.1,40,-,21.49,8.59,12.9,-,-,-,19.62,-,-,69.81,-
8,新北市,2004/12,板橋,4.1,0.75,-,20.9,52,-,30.59,6.4,24.2,-,-,-,19.34,-,-,70.59,-
9,新北市,2004/12,三重,6.9,1.99,-,7.8,66,43,133.29,96.08,37.21,3.036,0.99,2.047,19.51,-,-,-,-
10,新北市,2004/12,菜寮,4.2,0.66,-,20.0,45,-,34.93,9.11,25.81,-,-,-,20.11,-,-,70.36,-
11,新北市,2004/12,永和,4.4,1.07,-,17.6,42,-,48.03,23.39,24.64,-,-,-,17.45,-,-,70.74,-
12,新北市,2004/12,新莊,6.1,0.66,-,18.5,45,23,28.22,5.68,22.54,3.132,0.812,2.32,19.97,-,-,74.17,-
13,新北市,2004/12,新店,3.9,0.47,-,25.7,38,-,20.01,4.37,15.64,-,-,-,18.17,-,-,71.71,-
14,新北市,2004/12,淡水,1.8,-,-,16.4,40,-,17.61,3.42,14.19,-,-,-,-,-,-,-,-
15,新北市,2004/12,汐止,5.8,0.52,-,21.2,43,-,27.61,8.23,19.38,-,-,-,19.39,-,-,74.24,-
16,新北市,2004/12,土城,3.5,0.64,-,23.0,43,-,27.16,6.61,20.54,-,-,-,20.15,-,-,68.53,-
17,新北市,2004/12,林口,3.5,0.44,-,30.5,43,-,17.65,2.61,15.03,-,-,-,18.46,-,-,76.23,-
18,新北市,2004/12,萬里,2.2,0.31,-,45.0,45,21,6.34,1.15,5.17,1.77,0.364,1.407,18.3,-,-,77.0,-
19,臺中市,2004/12,西屯,5.2,0.78,-,25.4,89,-,37.48,11.51,25.97,-,-,-,19.63,-,-,69.14,-
20,臺中市,2004/12,忠明,3.5,1.09,-,21.1,81,52,47.79,16.94,30.85,-,-,-,19.4,-,-,65.2,-
21,臺中市,2004/12,豐原,4.0,0.92,-,23.0,63,-,28.64,6.17,22.48,-,-,-,18.35,-,-,67.4,-
22,臺中市,2004/12,沙鹿,7.1,0.71,-,25.1,76,43,29.9,7.35,22.55,-,-,-,18.92,-,-,68.24,-
23,臺中市,2004/12,大里,3.9,1.25,404.72,18.4,91,54,-,-,-,-,-,-,21.14,-,-,70.52,-
24,臺南市,2004/12,新營,4.9,0.74,-,25.7,106,57,33.86,8.78,25.08,2.805,0.388,2.417,18.87,-,-,72.58,-
25,臺南市,2004/12,善化,6.2,0.51,427.32,24.9,97,-,31.26,9.2,22.06,-,-,-,20.81,-,-,73.97,-
26,臺南市,2004/12,安南,5.6,0.51,-,22.7,90,-,32.44,10.08,22.36,-,-,-,20.15,-,-,70.68,-
27,臺南市,2004/12,臺南,8.8,0.66,-,24.7,92,-,35.66,11.32,24.34,2.314,0.403,1.911,19.97,-,-,67.57,-
28,高雄市,2004/12,左營,7.6,0.87,-,27.2,112,-,40.83,8.11,32.72,2.499,0.435,2.064,21.14,-,-,70.92,-
29,高雄市,2004/12,楠梓,5.5,0.75,-,22.1,104,63,38.45,12.03,26.42,2.07,0.286,1.784,21.16,-,-,72.08,-
30,高雄市,2004/12,前金,13.4,0.82,-,29.1,109,71,31.64,5.88,25.75,-,-,-,20.15,-,-,63.88,-
