序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
31,高雄市,2004/12,前鎮,11.2,0.83,-,26.1,118,72,54.0,13.11,40.89,-,-,-,21.36,-,-,66.88,-
32,高雄市,2004/12,復興,13.7,1.49,-,22.3,106,-,61.34,19.97,41.37,-,-,-,21.61,-,-,69.58,-
33,高雄市,2004/12,小港,19.4,0.99,-,22.8,106,76,62.09,19.51,42.58,2.162,0.483,1.679,21.95,-,-,67.48,-
34,高雄市,2004/12,鳳山,14.3,1.01,-,23.7,131,74,52.94,13.68,39.25,-,-,-,20.29,-,-,69.96,-
35,高雄市,2004/12,林園,17.4,0.83,-,23.8,121,75,40.19,10.24,29.95,2.837,0.693,2.144,21.22,-,-,70.48,-
36,高雄市,2004/12,大寮,13.6,0.7,-,25.0,129,78,35.55,8.64,26.92,2.818,0.476,2.342,21.43,-,-,71.12,-
37,高雄市,2004/12,仁武,15.0,0.63,-,19.6,126,70,49.12,17.04,32.08,2.412,0.432,1.98,21.23,-,-,69.96,-
38,高雄市,2004/12,橋頭,5.8,0.84,-,20.8,109,68,45.15,9.05,36.1,3.482,0.436,3.046,20.6,-,-,74.34,-
39,高雄市,2004/12,美濃,2.1,0.52,-,28.8,75,-,15.86,3.96,11.9,-,-,-,22.01,-,-,74.17,-
40,基隆市,2004/12,基隆,6.3,0.55,-,26.0,49,21,25.06,5.37,19.69,-,-,-,19.71,-,-,75.96,-
41,新竹市,2004/12,新竹,4.7,0.61,-,22.7,47,-,28.61,5.92,22.69,-,-,-,19.08,-,-,70.43,-
42,嘉義市,2004/12,嘉義,5.2,0.83,-,19.2,112,70,36.19,7.25,28.94,2.342,0.316,2.026,18.56,-,-,69.72,-
43,宜蘭縣,2004/12,宜蘭,2.6,0.54,386.02,25.9,31,19,13.79,2.45,11.33,-,-,-,18.72,-,-,72.64,-
44,宜蘭縣,2004/12,冬山,3.1,0.54,-,23.3,41,-,19.01,5.61,13.4,2.169,0.205,1.964,18.37,-,-,78.57,-
45,桃園市,2004/12,桃園,7.7,0.63,-,22.1,54,-,28.63,7.08,21.56,2.761,0.421,2.341,17.85,-,-,72.45,-
46,桃園市,2004/12,中壢,6.1,0.87,-,16.9,53,-,42.54,15.82,26.71,2.452,0.477,1.975,18.94,-,-,69.53,-
47,桃園市,2004/12,大園,3.9,0.4,-,27.6,51,-,20.97,5.43,15.54,-,-,-,19.53,-,-,71.45,-
48,桃園市,2004/12,龍潭,4.1,0.52,-,23.5,41,-,24.05,5.43,18.62,-,-,-,18.27,-,-,73.76,-
49,桃園市,2004/12,平鎮,6.6,0.57,-,22.8,50,-,26.74,4.6,22.13,2.186,0.247,1.939,18.16,-,-,72.51,-
50,桃園市,2004/12,觀音,11.8,0.37,-,26.3,56,-,27.66,10.74,16.92,1.996,0.197,1.799,19.34,-,-,73.93,-
51,新竹縣,2004/12,竹東,3.0,0.52,-,24.4,41,-,19.85,4.23,15.61,-,-,-,19.05,-,-,70.34,-
52,新竹縣,2004/12,湖口,3.8,0.39,-,28.6,49,-,18.07,4.46,13.61,-,-,-,18.0,-,-,70.5,-
53,苗栗縣,2004/12,苗栗,4.2,0.74,-,19.9,58,-,29.54,10.21,19.32,-,-,-,19.68,-,-,69.89,-
54,苗栗縣,2004/12,頭份,3.8,0.52,-,23.0,55,-,25.24,6.21,19.03,2.454,0.285,2.169,17.01,-,-,73.56,-
55,苗栗縣,2004/12,三義,4.3,0.46,-,27.9,66,-,16.96,4.04,12.92,2.098,0.112,1.986,18.15,-,-,81.82,-
56,彰化縣,2004/12,彰化,6.8,0.8,-,17.1,92,-,45.24,15.16,30.08,2.333,0.491,1.842,21.56,-,-,69.03,-
57,彰化縣,2004/12,線西,5.8,0.56,-,22.0,75,-,27.26,5.77,21.49,2.637,0.765,1.871,19.98,-,-,71.09,-
58,彰化縣,2004/12,二林,3.1,0.51,-,28.4,80,-,20.93,5.35,15.58,-,-,-,15.78,-,-,73.75,-
59,南投縣,2004/12,南投,3.9,0.9,-,20.8,82,50,40.88,10.79,30.08,2.47,0.466,2.005,20.11,-,-,71.37,-
60,南投縣,2004/12,埔里,2.5,0.76,-,27.5,73,37,26.16,3.31,22.85,2.416,0.264,2.152,16.87,-,-,70.48,-
61,南投縣,2004/12,竹山,3.0,0.84,-,24.9,84,-,26.63,4.08,22.54,-,-,-,19.88,-,-,71.9,-
62,雲林縣,2004/12,斗六,4.7,0.8,-,21.7,101,-,32.3,7.22,25.08,-,-,-,19.99,-,-,70.79,-
63,雲林縣,2004/12,崙背,3.7,0.62,-,24.9,94,60,21.79,4.28,17.51,-,-,-,18.41,-,-,72.78,-
64,雲林縣,2004/12,臺西,5.0,0.46,-,33.6,60,37,-,-,-,-,-,-,18.98,-,-,76.01,-
65,嘉義縣,2004/12,朴子,4.1,0.46,-,29.2,86,-,18.68,2.81,15.86,2.549,0.197,2.352,20.06,-,-,72.15,-
66,嘉義縣,2004/12,新港,-,0.5,-,26.0,109,-,21.7,5.56,16.14,-,-,-,19.25,-,-,73.79,-
67,屏東縣,2004/12,屏東,6.5,0.86,-,31.7,106,77,26.53,4.6,21.93,3.076,0.559,2.517,21.29,-,-,68.73,-
68,屏東縣,2004/12,潮州,6.4,0.54,-,34.4,110,-,23.44,6.78,16.66,-,-,-,22.38,-,-,72.55,-
69,屏東縣,2004/12,恆春,2.0,0.29,377.16,38.5,28,-,-,-,-,-,-,-,21.73,-,-,69.83,-
70,臺東縣,2004/12,臺東,3.1,0.52,-,27.9,40,19,11.53,3.36,8.17,1.947,0.171,1.777,21.69,-,-,69.65,-
71,花蓮縣,2004/12,花蓮,1.9,0.64,-,20.6,39,19,24.45,5.87,18.59,1.994,0.243,1.751,21.99,-,-,-,-
72,澎湖縣,2004/12,馬公,1.6,0.33,-,44.5,48,26,5.61,1.46,4.1,-,-,-,19.51,-,-,75.66,-
73,金門縣,2004/12,金門,9.1,0.65,-,32.8,95,55,16.62,3.57,13.05,-,-,-,16.36,-,-,-,-
74,連江縣,2004/12,馬祖,6.0,0.47,-,41.0,55,37,7.26,1.62,5.63,-,-,-,15.03,-,-,72.77,-
,,,,,,,,,,,,,,,,,,,,
