序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
42,嘉義市,2011/03,嘉義,4.8,0.58,-,27.2,107,80,26.01,3.2,22.82,2.241,0.227,2.014,18.78,68.43
43,宜蘭縣,2011/03,宜蘭,2.2,0.4,408.14,37.6,47,27,11.0,1.47,9.52,-,-,-,16.07,80.35
44,宜蘭縣,2011/03,冬山,2.3,0.41,-,34.7,46,26,18.27,4.25,14.02,-,-,-,16.16,80.61
45,桃園市,2011/03,桃園,6.1,0.59,-,36.0,67,32,27.03,5.57,21.46,2.154,0.223,1.931,15.13,76.68
46,桃園市,2011/03,中壢,5.9,0.85,-,29.8,75,36,45.63,15.28,30.35,2.547,0.386,2.161,14.88,76.62
47,桃園市,2011/03,大園,4.9,0.37,-,39.6,55,32,22.62,4.12,18.5,-,-,-,15.36,72.82
48,桃園市,2011/03,龍潭,3.7,0.46,-,38.9,66,29,23.73,4.62,19.11,-,-,-,14.48,78.09
49,桃園市,2011/03,平鎮,5.5,0.49,-,35.1,69,34,26.88,4.18,22.7,-,-,-,15.31,76.14
50,桃園市,2011/03,觀音,9.1,0.33,-,41.2,76,36,16.63,1.9,14.72,-,-,-,16.68,79.55
51,新竹縣,2011/03,竹東,2.0,0.45,-,36.4,55,35,20.32,4.09,16.22,-,-,-,15.99,74.65
52,新竹縣,2011/03,湖口,4.5,0.37,-,39.6,65,37,17.08,2.6,14.48,-,-,-,15.17,73.05
53,苗栗縣,2011/03,苗栗,4.5,0.47,-,31.7,66,43,24.04,4.48,19.56,-,-,-,16.05,73.44
54,苗栗縣,2011/03,頭份,4.0,0.45,-,32.9,66,42,23.03,4.12,18.9,2.112,0.151,1.961,15.89,71.54
55,苗栗縣,2011/03,三義,2.6,0.4,-,34.7,59,37,17.38,3.09,14.29,-,-,-,13.88,83.36
56,彰化縣,2011/03,彰化,5.6,0.49,-,24.4,71,47,34.11,7.78,26.33,1.933,0.193,1.741,17.07,69.07
57,彰化縣,2011/03,線西,5.4,0.41,-,36.8,73,42,20.23,3.21,17.02,2.011,0.138,1.873,16.78,73.99
58,彰化縣,2011/03,二林,4.9,0.39,-,36.5,88,49,18.04,3.65,14.39,-,-,-,17.68,70.02
59,南投縣,2011/03,南投,3.7,0.65,-,27.1,97,50,30.41,4.75,25.66,2.178,0.277,1.901,18.15,71.14
60,南投縣,2011/03,埔里,2.2,0.55,-,37.6,80,59,19.34,1.86,17.48,-,-,-,18.57,72.45
61,南投縣,2011/03,竹山,3.4,0.5,-,29.2,96,69,22.67,2.9,19.76,-,-,-,17.51,73.81
62,雲林縣,2011/03,斗六,3.7,0.43,-,29.6,97,65,23.84,3.06,20.79,-,-,-,18.81,71.46
63,雲林縣,2011/03,崙背,4.0,0.44,-,36.0,86,31,18.51,2.95,15.56,-,-,-,17.81,75.82
64,雲林縣,2011/03,臺西,3.8,0.36,-,45.6,70,41,12.45,1.87,10.58,2.045,0.087,1.957,17.3,80.23
65,嘉義縣,2011/03,朴子,4.1,0.43,-,38.3,102,51,16.63,2.13,14.5,-,-,-,18.7,73.21
66,嘉義縣,2011/03,新港,3.9,0.43,-,35.1,97,50,16.86,2.45,14.42,-,-,-,17.42,72.32
67,屏東縣,2011/03,屏東,5.4,0.63,-,39.8,116,64,22.2,1.85,20.34,2.234,0.218,2.017,21.55,65.55
68,屏東縣,2011/03,潮州,4.6,0.5,-,38.9,103,69,18.85,3.23,15.62,-,-,-,21.38,70.48
69,屏東縣,2011/03,恆春,2.0,0.24,395.35,50.4,28,16,3.99,2.1,1.88,-,-,-,20.1,72.47
70,臺東縣,2011/03,臺東,2.1,0.42,-,41.7,39,17,10.34,2.61,7.74,-,-,-,19.45,72.29
71,臺東縣,2011/03,關山,2.2,-,-,37.8,30,22,7.26,1.89,5.37,-,-,-,16.99,77.69
72,花蓮縣,2011/03,花蓮,2.6,0.5,-,34.6,41,29,15.77,2.5,13.26,-,-,-,18.41,74.93
73,澎湖縣,2011/03,馬公,2.4,0.32,-,55.9,61,31,6.16,1.19,4.96,-,-,-,18.44,73.04
74,金門縣,2011/03,金門,9.4,0.54,-,42.9,119,60,23.71,5.22,18.49,-,-,-,15.18,60.96
75,連江縣,2011/03,馬祖,5.3,0.47,-,47.7,81,49,11.88,1.7,10.18,-,-,-,11.21,72.69
,,,,,,,,,,,,,,,,,
