序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
30,高雄市,2016/01,前金,3.3,0.64,-,23.4,72,39,27.43,4.97,22.46,2.225,0.237,1.987,2.54,1.25,18.8,-,-,76.54,-
31,高雄市,2016/01,前鎮,3.6,0.81,-,18,63,32,37.12,9.07,28.06,2.348,0.307,2.042,1.76,0.87,18.87,-,-,76.78,-
32,高雄市,2016/01,復興,3.7,0.99,-,17.5,72,45,42.14,12.93,29.21,2.575,0.482,2.093,1.24,0.71,19.2,-,-,77.78,-
33,高雄市,2016/01,小港,4.4,0.74,-,15.1,69,40,44.09,12.15,31.94,2.286,0.309,1.977,1.95,0.89,19.26,2.29,5.47,79.65,34.87
34,高雄市,2016/01,鳳山,5,0.73,-,18.3,83,37,33.57,7.19,26.38,2.344,0.311,2.033,2.03,1.29,18.96,1.93,5.59,79.51,23.95
35,高雄市,2016/01,林園,6.2,0.61,-,21.5,43,34,29.61,4.67,24.93,2.379,0.193,2.186,2.7,1.81,19.81,-,-,81.18,-
36,高雄市,2016/01,大寮,10.9,0.6,-,17.8,63,41,38.28,11.65,26.63,2.459,0.37,2.09,1.55,0.84,18.95,-,-,80.12,-
37,高雄市,2016/01,仁武,4.3,0.6,-,17.6,81,38,33.9,8.51,25.39,2.307,0.275,2.031,2.48,1.85,18.43,-,-,78.39,-
38,高雄市,2016/01,橋頭,3.1,0.58,-,19.5,71,35,25.65,5.35,20.3,-,-,-,2.45,1.37,18.32,1.34,5.41,78.98,14.8
39,高雄市,2016/01,美濃,1.3,0.44,-,22,46,31,12.11,1.97,10.14,-,-,-,1.09,0.7,18.96,-,-,80.15,-
40,基隆市,2016/01,基隆,2.3,0.45,-,28.1,29,18,17.79,5.32,12.47,1.986,0.148,1.838,1.22,0.81,15.94,-,-,81.8,-
41,新竹市,2016/01,新竹,2.5,0.51,-,26.2,42,20,23.33,5.88,17.46,2.092,0.172,1.921,2.49,1.9,16,-,-,80.44,-
42,嘉義市,2016/01,嘉義,3.2,0.62,-,18.3,61,34,25.9,5.35,20.56,2.002,0.242,1.76,2.31,1.06,17.57,-,-,82.16,-
43,宜蘭縣,2016/01,宜蘭,1.7,0.41,419.13,25.5,35,13,11.55,2.23,9.31,-,-,-,1.28,0.8,16.71,-,-,82.9,-
44,宜蘭縣,2016/01,冬山,2.2,0.38,-,24.3,29,8,16.38,5.14,11.24,-,-,-,1.72,1.34,17.17,1.04,4.77,82.06,58.44
45,桃園市,2016/01,桃園,4,0.57,-,23.7,36,20,24.96,6.49,18.47,2.128,0.186,1.942,1.47,1.03,15.42,-,-,85.93,-
46,桃園市,2016/01,中壢,3.7,1,-,18.7,53,22,50.93,22.63,28.3,2.452,0.373,2.08,1.26,0.38,15.48,-,-,81.17,-
47,桃園市,2016/01,大園,2.6,0.37,-,27.1,47,22,21.09,4.99,16.1,-,-,-,4.88,4.09,16.24,-,-,82.93,-
48,桃園市,2016/01,龍潭,2.7,0.52,-,23.3,43,22,22,5.28,16.72,-,-,-,2.97,2.64,14.92,-,-,86.74,-
49,桃園市,2016/01,平鎮,3.1,0.52,-,21.4,46,21,25.4,5.43,19.97,-,-,-,2.73,2.11,15.31,-,-,85.71,-
50,桃園市,2016/01,觀音,4.2,0.35,-,32.6,54,25,14.05,2.06,12,-,-,-,4.61,4.3,15.99,1.48,4.47,80.66,60.09
51,新竹縣,2016/01,竹東,2.1,0.45,-,24.3,35,21,16.88,3.78,13.11,-,-,-,1.88,1.26,16.03,-,-,85.11,-
52,新竹縣,2016/01,湖口,2.6,0.39,-,31.9,39,24,15.01,3.01,12,-,-,-,3.96,3.75,15.68,-,-,79.62,-
53,苗栗縣,2016/01,苗栗,3.1,0.52,-,21.8,51,22,23.77,5.33,18.43,-,-,-,2.42,1.65,15.73,-,-,82.84,-
54,苗栗縣,2016/01,頭份,2.5,0.49,-,25.4,44,21,22.47,4.6,17.87,2.114,0.143,1.972,2.35,1.72,15.88,-,-,81.16,-
55,苗栗縣,2016/01,三義,1.5,0.36,-,26.7,31,14,13.54,2.4,11.14,-,-,-,4.04,3.62,13.85,1.5,4.74,86.6,9.5
56,彰化縣,2016/01,彰化,3.2,0.57,-,20.4,43,22,24.79,6.23,18.55,2.074,0.212,1.862,2.67,1.38,15.95,-,-,78.13,-
57,彰化縣,2016/01,線西,4.1,0.42,-,28.6,48,27,18.84,2.81,16.03,2.013,0.095,1.919,4.9,4.09,16.54,-,-,83.08,-
58,彰化縣,2016/01,二林,3.6,0.41,-,28.1,48,26,14.47,2.05,12.41,-,-,-,3.92,2.8,17.56,-,-,81.13,-
59,南投縣,2016/01,南投,2.8,0.63,-,16.7,53,28,28.41,8.04,20.37,2.1,0.25,1.851,1.48,0.85,17.11,1.45,5.6,81.36,31.25
60,南投縣,2016/01,埔里,1.6,0.52,-,18.2,32,18,18.46,3.82,14.63,-,-,-,1.25,0.84,17.04,-,-,80.58,-
61,南投縣,2016/01,竹山,2.6,0.47,-,18.4,50,27,20.16,3.43,16.72,-,-,-,1.53,0.99,16.51,-,-,82.94,-
62,雲林縣,2016/01,斗六,2.7,0.51,-,20.1,48,30,25.25,4.9,20.35,-,-,-,1.96,1.04,17.2,-,-,80.89,-
63,雲林縣,2016/01,崙背,3.1,0.42,-,23.8,50,31,16.29,2.38,13.91,-,-,-,3.67,2.69,16.89,2.83,6.32,80.98,29.97
64,雲林縣,2016/01,麥寮,3.1,0.38,-,32.1,65,28,13.38,2.31,11.07,1.999,0.079,1.919,4.55,1.84,17.73,-,-,84.3,-
65,雲林縣,2016/01,臺西,3,0.35,-,35.2,47,28,10.89,1.27,9.61,1.969,0.065,1.904,7.03,6.21,16.7,-,-,83.15,-
66,嘉義縣,2016/01,朴子,2.9,0.42,-,28.2,63,30,15.03,2.21,12.81,-,-,-,2.62,1.14,18.49,-,-,82.64,-
67,嘉義縣,2016/01,新港,2.7,0.45,-,26.2,58,27,15.95,2.55,13.4,-,-,-,3,1.12,16.32,-,-,76.32,-
68,屏東縣,2016/01,屏東,2.4,0.58,-,23,55,33,21.56,3.39,18.17,2.204,0.175,2.029,1.43,0.9,19.18,-,-,77.75,-
69,屏東縣,2016/01,潮州,2.3,0.49,-,23.7,58,35,16.14,1.9,14.23,-,-,-,1.49,0.9,18.88,-,-,82.91,-
70,屏東縣,2016/01,恆春,0.9,0.22,408.72,42.1,23,7,4.54,2.06,2.47,-,-,-,7.2,6.66,21.12,1.48,4.71,81.62,30.56
71,臺東縣,2016/01,臺東,1.2,0.4,-,28.2,15,8,8.87,2.46,6.4,-,-,-,2.03,1.4,19.64,1.35,4.57,76.61,24.65
72,臺東縣,2016/01,關山,1.2,-,-,24.5,16,9,7.56,2.1,5.46,-,-,-,1.49,0.92,17.93,-,-,83.58,-
73,花蓮縣,2016/01,花蓮,2.3,0.44,-,23,24,12,14.68,3.47,11.2,-,-,-,2.26,1.9,18.4,1.58,5.37,79.5,104.55
74,澎湖縣,2016/01,馬公,1.4,0.33,-,40.5,35,24,5.51,1.19,4.31,-,-,-,5.41,3.26,17.41,1.55,5.04,80.79,122.88
75,金門縣,2016/01,金門,3.8,0.48,-,29.8,59,33,17.27,3.92,13.35,-,-,-,2.76,2.13,13.94,1.92,5.21,73.88,24.56
76,連江縣,2016/01,馬祖,2.9,0.43,-,36.5,44,31,9.26,1.94,7.32,-,-,-,3.79,3.1,11.5,1.55,4.63,82.07,36.6
,,,,,,,,,,,,,,,,,,,,,,
