序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
19,新北市,2017/12,萬里,2.3,0.23,-,44.2,50,20,5.15,1.04,4.1,-,-,-,5.66,4.9,17.38,1.27,4.5,74.04,253.44
20,臺中市,2017/12,西屯,2.6,0.39,-,33.2,50,24,20.01,3.76,16.25,1.906,0.153,1.752,3.44,3.09,18.28,0.67,5.29,69.82,27.34
21,臺中市,2017/12,忠明,2.4,0.48,-,25.9,41,24,27.11,6.79,20.33,1.988,0.173,1.816,2.15,1.66,18.52,-,-,71.63,-
22,臺中市,2017/12,豐原,2,0.35,-,29.7,38,18,12.56,2.19,10.38,1.89,0.117,1.772,2.15,1.85,17.02,-,-,76.29,-
23,臺中市,2017/12,沙鹿,2.3,0.36,-,31.7,45,21,16.86,2.53,14.33,-,-,-,4.88,4.47,17.11,-,-,78.21,-
24,臺中市,2017/12,大里,2.4,0.55,414.27,22.5,51,20,25.74,6.04,19.7,2.072,0.218,1.855,2.05,1.63,18.79,-,-,73.45,-
25,臺南市,2017/12,新營,2.9,0.41,-,26.3,89,32,19.63,2.18,17.43,2.029,0.131,1.899,2.49,2.23,18.89,0.5,5.44,76.15,25.1
26,臺南市,2017/12,善化,3.2,0.38,433.66,25.5,69,31,17.76,2.42,15.33,-,-,-,3.19,3,19.87,-,-,75.53,-
27,臺南市,2017/12,安南,3,0.41,-,31.1,81,30,18.44,2.36,16.07,2.14,0.128,2.012,2.72,2.4,19.64,-,-,72.93,-
28,臺南市,2017/12,臺南,2.8,0.48,-,28.8,77,32,20.47,3.11,17.35,2.08,0.172,1.908,2.44,2.11,19.03,-,-,78.07,-
29,高雄市,2017/12,左營,3.4,0.51,-,29.6,89,41,23.91,2.23,21.67,2.184,0.171,2.013,2.48,2.29,19.71,-,-,73.63,-
30,高雄市,2017/12,楠梓,3,0.46,-,27.1,100,43,22.45,3.75,18.7,2.187,0.166,2.021,2.31,1.99,19.53,-,-,73.41,-
31,高雄市,2017/12,前金,2.8,0.54,-,28.5,83,40,24.07,3,21.07,2.154,0.182,1.972,2.59,2.3,20.19,-,-,72.55,-
32,高雄市,2017/12,前鎮,3.9,0.63,-,25.6,87,45,29.78,4.61,25.17,2.229,0.221,2.008,1.7,1.3,21.19,-,-,69.46,-
33,高雄市,2017/12,復興,4.1,0.79,-,23.7,91,40,34.16,6.56,27.61,2.321,0.313,2.009,1.04,0.58,20.89,-,-,70.12,-
34,高雄市,2017/12,小港,5.4,0.58,-,25,84,40,35.22,4.96,30.26,2.193,0.238,1.955,1.83,1.45,21.65,0.5,4.65,68.29,35.2
35,高雄市,2017/12,鳳山,4.8,0.6,-,22.3,97,40,30.2,3.99,26.21,2.355,0.27,2.085,1.63,1.23,21.26,0,0,67.73,0
36,高雄市,2017/12,林園,6.9,0.58,-,29.9,84,33,26.22,2.98,23.24,2.239,0.141,2.098,2.36,2.15,21.34,-,-,71.82,-
37,高雄市,2017/12,大寮,4.7,0.5,-,25,75,38,26.9,3.64,23.25,2.353,0.209,2.144,1.93,1.69,20.99,-,-,71.66,-
38,高雄市,2017/12,仁武,4.2,0.49,-,27.7,89,37,27.02,4.86,22.16,2.274,0.239,2.035,2.13,1.91,20.2,-,-,73.4,-
39,高雄市,2017/12,橋頭,3.3,0.47,-,25.6,81,44,22.88,3.34,19.54,-,-,-,2.46,2.18,19.94,0.5,6.91,76.18,30.4
40,高雄市,2017/12,美濃,1.8,0.38,-,28.7,70,34,11.85,1.15,10.68,-,-,-,0.97,0.71,20.42,-,-,76.36,-
41,基隆市,2017/12,基隆,1.7,0.31,-,36.1,27,14,10.61,2.02,8.57,1.978,0.071,1.906,1.85,1.46,17.43,-,-,75.81,-
42,新竹市,2017/12,新竹,2.5,0.38,-,31.5,39,18,16.22,2.22,14.01,1.953,0.122,1.83,3.38,2.72,17.77,-,-,73.67,-
43,嘉義市,2017/12,嘉義,3.5,0.5,-,24.3,72,34,23.23,3.05,20.18,2.014,0.185,1.829,2.21,1.9,17.93,-,-,76.79,-
44,宜蘭縣,2017/12,宜蘭,1.7,0.32,424.46,34.3,35,16,7.73,0.82,6.89,-,-,-,1.23,0.86,16.99,-,-,79.55,-
45,宜蘭縣,2017/12,冬山,1.4,0.28,-,32.8,33,10,10.51,2.63,7.88,-,-,-,1.68,1.42,16.71,2.55,4.61,81.15,59.7
46,桃園市,2017/12,桃園,4.3,0.42,-,29.9,38,18,18.92,3.68,15.24,2.048,0.106,1.943,1.99,1.58,16.84,-,-,80.61,-
47,桃園市,2017/12,中壢,3.2,0.8,-,22.9,50,16,44.62,19.03,25.59,2.197,0.268,1.929,1.62,0.78,17.25,-,-,75.58,-
48,桃園市,2017/12,大園,3.6,0.32,-,35.2,48,17,19.51,3.99,15.52,-,-,-,5.82,5.45,17.69,-,-,74.08,-
49,桃園市,2017/12,龍潭,2.3,0.36,-,35.5,30,18,14.04,2.71,11.32,-,-,-,4.76,4.4,16.22,-,-,77.89,-
50,桃園市,2017/12,平鎮,3.1,0.44,-,30.7,43,15,21.11,3.94,17.17,-,-,-,3.43,3.1,17.29,-,-,75.05,-
51,桃園市,2017/12,觀音,4.5,0.3,-,32.7,55,25,13.38,1.17,12.19,-,-,-,6.2,5.66,17.49,1.03,5.3,73.79,254.62
52,新竹縣,2017/12,竹東,1.7,0.31,-,33.2,30,21,10.53,1.89,8.64,-,-,-,3.08,2.59,17.43,-,-,74.94,-
53,新竹縣,2017/12,湖口,2.8,0.32,-,38.2,44,18,11.84,1.65,10.18,-,-,-,5.51,5.2,16.91,-,-,75.54,-
54,苗栗縣,2017/12,苗栗,2.6,0.4,-,28.5,46,23,17.78,3.52,14.26,-,-,-,3.02,2.6,18.18,-,-,72.21,-
55,苗栗縣,2017/12,頭份,2.4,0.36,-,32.7,40,22,17.06,2.76,14.31,2.054,0.109,1.945,3.02,2.43,17.35,-,-,75.85,-
56,苗栗縣,2017/12,三義,1.8,0.28,-,35,39,21,9.99,1.04,8.94,-,-,-,4.54,4.3,15.76,0.57,5.66,89.56,23.81
57,彰化縣,2017/12,彰化,3,0.48,-,25.4,47,26,19.81,3.01,16.8,2.062,0.177,1.885,5.8,5.24,18.96,-,-,76.13,-
58,彰化縣,2017/12,線西,3.3,0.38,-,30.3,53,29,18.09,3.19,14.89,2.031,0.117,1.913,1.21,0.38,18.89,-,-,76.74,-
59,彰化縣,2017/12,二林,4.1,0.37,-,30.2,53,25,14.06,2.04,12.01,-,-,-,4.12,3.82,18.37,-,-,78.22,-
60,南投縣,2017/12,南投,2.5,0.53,-,19.7,59,31,25.32,4.87,20.45,2.003,0.188,1.816,1.55,1.21,19.61,1.1,6.23,73.85,88.68
61,南投縣,2017/12,埔里,2,0.43,-,24.3,43,29,15.53,1.99,13.54,-,-,-,1.22,0.95,17.91,-,-,84.05,-
62,南投縣,2017/12,竹山,1.9,0.4,-,24.7,60,40,18.04,2.62,15.41,-,-,-,1.51,1.19,18.37,-,-,77.74,-
63,雲林縣,2017/12,斗六,2.8,0.41,-,26.5,62,32,20.1,2.61,17.48,-,-,-,1.91,1.69,19.24,-,-,73.6,-
64,雲林縣,2017/12,崙背,2.9,0.36,-,31.9,88,31,14.59,2.39,12.2,-,-,-,3.62,3.3,18.48,0.53,6.75,73.55,42.8
65,雲林縣,2017/12,麥寮,3,0.35,-,32,85,30,13.42,2.35,11.06,2.054,0.074,1.98,5,4.65,19.04,-,-,77.46,-
66,雲林縣,2017/12,臺西,2.9,0.3,-,37.5,65,28,10.94,1.32,9.61,2.012,0.044,1.969,7.83,7.55,17.79,-,-,79.98,-
67,嘉義縣,2017/12,朴子,3.1,0.35,-,33.9,93,27,13.41,2.11,11.31,-,-,-,2.48,2.11,19.02,-,-,77.06,-
68,嘉義縣,2017/12,新港,2.6,0.38,-,30.3,76,31,15.49,2.55,12.93,-,-,-,2.94,2.69,18.17,-,-,71.98,-
69,屏東縣,2017/12,屏東,2.8,0.5,-,28.5,75,38,18.45,1.36,17.07,2.135,0.138,1.997,1.57,1.26,21.11,-,-,71.39,-
70,屏東縣,2017/12,潮州,2.7,0.44,-,30.8,89,39,17.32,1.75,15.56,-,-,-,1.38,1.08,21.5,-,-,80.64,-
71,屏東縣,2017/12,恆春,1.8,0.18,414.55,46,29,14,3.01,0.58,2.4,-,-,-,8.86,8.54,21.32,1.17,4.7,75.37,23.23
72,臺東縣,2017/12,臺東,1.3,0.32,-,30,34,11,7.59,1.74,5.85,-,-,-,2.5,2.01,20.73,0.82,5.93,70.79,22.51
73,臺東縣,2017/12,關山,1.2,-,-,29,27,11,6.13,1.33,4.81,-,-,-,2.15,1.76,18.48,-,-,78.16,-
74,花蓮縣,2017/12,花蓮,1.7,0.32,-,31.3,28,13,10.17,1.4,8.77,-,-,-,2.67,2.26,19.43,1.49,4.67,75.37,42.8
75,澎湖縣,2017/12,馬公,1.6,0.27,-,43.4,41,20,5.08,1.11,3.96,-,-,-,6.64,5.74,18.55,0.5,4.85,80.27,391
76,金門縣,2017/12,金門,4.5,0.37,-,40.5,76,38,14.75,1.38,13.34,-,-,-,3.46,2.96,16.16,1.75,6.18,58.65,119.95
77,連江縣,2017/12,馬祖,2.9,0.35,-,45.3,58,33,8.44,0.76,7.66,-,-,-,4.57,4.11,13.14,3.29,5.31,71.32,146.16
,,,,,,,,,,,,,,,,,,,,,,
