序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/02,松山,4.4,0.8,415.91,26.4,72,-,48.76,15.2,33.57,-,-,-,17.62,-,-,-,-
2,臺北市,2004/02,古亭,2.7,0.92,-,26.1,69,-,46.51,13.15,33.36,3.438,0.969,2.469,17.56,-,-,66.48,-
3,臺北市,2004/02,中山,4.3,0.95,-,21.5,69,-,64.93,22.6,42.34,-,-,-,20.26,-,-,68.01,-
4,臺北市,2004/02,大同,5.0,1.06,-,-,67,-,77.02,35.23,41.78,3.044,0.562,2.482,18.2,-,-,-,-
5,臺北市,2004/02,萬華,3.0,0.84,-,29.0,69,36,38.37,8.63,29.74,-,-,-,18.73,-,-,68.14,-
6,臺北市,2004/02,陽明,1.5,0.28,391.17,56.6,42,-,3.53,0.25,3.26,-,-,-,-,-,-,-,-
7,臺北市,2004/02,士林,2.4,0.58,-,31.9,61,-,27.02,6.87,20.16,-,-,-,17.5,-,-,70.88,-
8,新北市,2004/02,板橋,5.5,0.82,-,28.6,80,-,41.85,10.16,31.69,3.006,0.555,2.452,17.68,-,-,69.96,-
9,新北市,2004/02,三重,5.4,2.17,-,-,86,-,145.66,94.6,51.06,3.337,1.133,2.205,19.24,-,-,-,-
10,新北市,2004/02,菜寮,3.6,0.96,-,27.5,69,-,44.7,12.65,32.06,-,-,-,18.01,-,-,69.65,-
11,新北市,2004/02,永和,3.5,1.3,-,28.6,76,-,57.19,25.23,31.96,2.797,0.576,2.222,17.85,-,-,69.81,-
12,新北市,2004/02,新莊,4.9,0.83,-,30.5,78,-,38.99,11.13,28.61,2.977,0.591,2.387,-,-,-,-,-
13,新北市,2004/02,新店,1.6,0.51,-,34.9,56,-,22.69,3.31,19.49,-,-,-,18.74,-,-,-,-
14,新北市,2004/02,淡水,2.4,0.66,-,38.6,57,-,22.97,4.74,18.24,-,-,-,17.39,-,-,-,-
15,新北市,2004/02,汐止,3.6,0.7,-,27.4,65,-,40.69,14.35,26.35,-,-,-,17.61,-,-,-,-
16,新北市,2004/02,土城,4.3,0.71,-,28.4,71,-,41.6,12.39,29.2,-,-,-,19.74,-,-,-,-
17,新北市,2004/02,林口,3.3,0.7,-,39.9,69,-,-,-,-,-,-,-,16.22,-,-,75.56,-
18,新北市,2004/02,萬里,2.2,0.3,-,40.3,58,-,10.93,1.52,9.43,2.1,0.084,2.016,17.31,-,-,75.45,-
19,臺中市,2004/02,西屯,3.9,0.85,-,28.6,101,-,41.16,14.4,26.77,-,-,-,17.71,-,-,72.89,-
20,臺中市,2004/02,忠明,4.3,1.12,-,23.8,100,66,55.49,18.58,36.92,-,-,-,17.73,-,-,-,-
21,臺中市,2004/02,豐原,5.4,0.87,-,26.2,78,-,40.18,7.81,32.38,-,-,-,16.51,-,-,74.16,-
22,臺中市,2004/02,沙鹿,5.6,0.72,-,25.9,85,-,37.45,9.53,27.94,-,-,-,16.88,-,-,-,-
23,臺中市,2004/02,大里,4.2,1.07,440.16,23.2,85,-,50.87,12.63,38.25,-,-,-,16.72,-,-,72.33,-
24,臺南市,2004/02,新營,3.0,0.56,-,26.3,-,-,27.86,-,23.07,2.598,0.376,2.223,17.61,-,-,-,-
25,臺南市,2004/02,善化,3.5,0.56,-,29.2,105,-,27.35,4.47,23.1,-,-,-,18.06,-,-,-,-
26,臺南市,2004/02,安南,3.3,0.57,-,32.4,96,-,29.27,5.59,23.7,-,-,-,18.74,-,-,-,-
27,臺南市,2004/02,臺南,4.2,0.82,-,32.5,95,-,29.09,4.52,24.63,2.531,0.435,2.094,18.15,-,-,-,-
28,高雄市,2004/02,左營,5.1,0.8,-,28.1,114,-,40.62,7.81,32.8,2.609,0.561,2.048,19.56,-,-,74.88,-
29,高雄市,2004/02,楠梓,4.9,0.68,-,30.9,110,-,41.17,10.56,30.66,2.656,0.363,2.293,19.08,-,-,73.41,-
30,高雄市,2004/02,前金,6.5,0.96,-,34.6,101,-,38.99,6.83,32.16,-,-,-,19.07,-,-,-,-
31,高雄市,2004/02,前鎮,9.2,-,-,-,-,-,59.84,18.21,41.64,-,-,-,20.96,-,-,-,-
