序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
54,苗栗縣,1999/07,頭份,14.8,-,-,31.0,-,30,13.91,15.63,2.53,0.24,2.3,28.91,-,-,-
55,苗栗縣,1999/07,三義,1.2,0.26,22.4,37.0,-,13,2.95,9.75,2.22,0.08,2.24,26.52,-,-,-
56,彰化縣,1999/07,彰化,1.3,0.55,-,32.0,-,-,-,-,2.4,0.19,2.21,28.47,-,-,-
57,彰化縣,1999/07,線西,1.1,-,-,29.0,-,14,3.93,10.26,2.52,0.11,2.41,28.5,-,-,-
58,彰化縣,1999/07,二林,0.7,0.31,14.2,39.0,-,9,1.63,7.68,-,-,-,28.85,-,-,-
59,南投縣,1999/07,南投,0.6,0.41,13.5,30.0,-,16,3.92,12.48,2.13,0.09,2.04,26.59,-,-,-
60,南投縣,1999/07,埔里,2.6,0.8,17.7,17.0,-,10,3.84,6.5,-,-,-,25.27,-,-,-
61,南投縣,1999/07,竹山,0.5,0.38,12.6,35.0,-,11,2.95,7.85,-,-,-,26.09,-,-,-
62,雲林縣,1999/07,斗六,1.5,0.43,16.5,28.0,-,15,3.49,11.28,-,-,-,28.31,-,-,-
63,雲林縣,1999/07,崙背,0.6,0.3,14.7,43.0,-,10,2.71,7.65,2.0,0.04,1.96,27.99,-,-,-
64,雲林縣,1999/07,臺西,0.3,0.24,23.8,30.0,-,6,1.13,4.77,-,-,-,27.28,-,-,-
65,嘉義縣,1999/07,朴子,1.4,0.37,17.9,34.0,-,10,2.5,7.86,-,-,-,28.2,-,-,-
66,嘉義縣,1999/07,新港,1.6,0.37,17.6,-,-,14,4.8,9.5,-,-,-,27.23,-,-,-
67,屏東縣,1999/07,屏東,2.5,0.59,16.0,28.0,-,16,4.36,11.84,2.19,0.21,1.97,28.23,-,-,-
68,屏東縣,1999/07,潮州,1.0,0.3,16.3,26.0,-,8,1.15,7.36,-,-,-,27.44,-,-,-
69,屏東縣,1999/07,恆春,0.3,0.17,19.0,19.0,-,1,0.06,1.0,-,-,-,27.74,-,-,-
70,臺東縣,1999/07,臺東,0.2,0.36,12.7,32.0,-,10,3.39,6.94,2.29,0.11,2.18,28.86,-,-,-
71,花蓮縣,1999/07,花蓮,0.5,0.49,12.9,27.0,-,13,4.24,9.22,1.97,0.16,1.82,28.86,-,-,-
72,連江縣,1999/07,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
