序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1996/08,松山,5.9,1.17,12.9,48.0,46,17,28.93,-,-,-,28.84,-,-
2,臺北市,1996/08,古亭,4.4,1.31,15.7,53.0,52,25,26.91,2.8,0.62,2.18,28.92,-,-
3,臺北市,1996/08,中山,6.7,1.49,15.4,49.0,58,26,32.31,2.98,0.62,2.36,29.02,-,-
4,臺北市,1996/08,大同,13.1,4.34,-,61.0,143,104,38.87,4.46,2.05,2.41,29.63,-,-
5,臺北市,1996/08,萬華,5.9,1.0,19.8,48.0,32,8,24.42,-,-,-,28.9,-,-
6,臺北市,1996/08,陽明,3.1,0.23,27.3,20.0,9,4,4.75,-,-,-,22.83,-,-
7,臺北市,1996/08,士林,5.2,0.99,17.7,51.0,35,13,22.46,-,-,-,28.66,-,-
8,新北市,1996/08,板橋,13.0,1.05,19.6,66.0,49,16,32.64,3.37,0.77,2.6,28.71,-,-
9,新北市,1996/08,三重,12.4,3.36,-,87.0,149,105,43.77,-,-,-,29.71,-,-
10,新北市,1996/08,菜寮,7.3,1.45,12.5,59.0,49,21,28.73,-,-,-,29.22,-,-
11,新北市,1996/08,永和,13.7,2.5,-,73.0,87,49,37.59,3.59,1.07,2.52,29.75,-,-
12,新北市,1996/08,新莊,12.2,0.95,18.9,50.0,46,18,23.56,3.27,0.22,3.04,29.18,-,-
13,新北市,1996/08,新店,2.5,0.69,24.8,40.0,19,3,16.01,-,-,-,28.41,-,-
14,新北市,1996/08,淡水,3.8,0.92,14.8,48.0,29,8,20.66,-,-,-,29.0,-,-
15,新北市,1996/08,汐止,5.7,0.86,15.0,58.0,47,19,27.89,-,-,-,28.05,-,-
16,新北市,1996/08,土城,7.7,0.86,19.0,51.0,35,13,22.69,-,-,-,28.57,-,-
17,新北市,1996/08,林口,7.9,0.68,23.2,52.0,30,10,20.9,-,-,-,26.79,-,-
