序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
18,新北市,1996/08,萬里,2.5,0.38,18.0,40.0,12,2,9.71,2.07,0.09,1.97,29.15,-,-
19,臺中市,1996/08,西屯,4.7,0.53,19.0,36.0,29,10,19.51,2.14,0.16,1.98,28.32,-,-
20,臺中市,1996/08,忠明,4.0,0.92,26.9,39.0,28,7,21.23,-,-,-,27.57,-,-
21,臺中市,1996/08,豐原,3.8,0.64,21.6,44.0,24,4,20.18,-,-,-,27.19,-,-
22,臺中市,1996/08,沙鹿,4.6,0.42,21.4,30.0,16,4,12.32,-,-,-,28.6,-,-
23,臺中市,1996/08,大里,0.8,0.64,19.5,51.0,20,4,15.94,-,-,-,28.64,-,-
24,臺南市,1996/08,新營,1.4,0.51,20.5,37.0,11,2,9.57,-,-,-,28.72,-,-
25,臺南市,1996/08,善化,2.5,0.34,19.1,23.0,10,2,7.96,-,-,-,27.83,-,-
26,臺南市,1996/08,安南,3.9,0.41,23.9,39.0,16,4,11.76,-,-,-,28.18,-,-
27,臺南市,1996/08,臺南,4.7,0.6,13.4,52.0,19,5,13.35,2.56,0.29,2.27,28.5,-,-
28,高雄市,1996/08,左營,6.8,0.72,20.2,28.0,23,8,14.4,2.47,0.26,2.21,28.39,-,-
29,高雄市,1996/08,楠梓,5.4,0.43,12.8,37.0,24,8,15.69,2.66,0.34,2.32,28.38,-,-
30,高雄市,1996/08,前金,7.2,0.74,15.5,51.0,25,9,16.07,-,-,-,28.66,-,-
31,高雄市,1996/08,前鎮,14.1,-,-,43.0,30,11,19.25,2.32,0.32,2.0,27.92,-,-
32,高雄市,1996/08,復興,-,-,-,-,-,-,-,-,-,-,-,-,-
33,高雄市,1996/08,小港,11.1,0.74,14.2,42.0,30,11,18.72,2.34,0.21,2.13,28.43,-,-
34,高雄市,1996/08,鳳山,7.4,0.79,17.5,42.0,27,7,19.54,-,-,-,28.53,-,-
35,高雄市,1996/08,林園,3.7,0.34,22.1,41.0,9,2,7.24,2.52,0.35,2.17,28.43,-,-
36,高雄市,1996/08,大寮,7.4,0.58,21.0,41.0,17,3,14.16,-,-,-,28.79,-,-
37,高雄市,1996/08,仁武,7.8,0.49,15.8,45.0,24,9,15.13,2.44,0.28,2.15,28.49,-,-
38,高雄市,1996/08,橋頭,4.8,0.51,25.9,49.0,20,7,12.68,2.31,0.16,2.15,27.99,-,-
39,高雄市,1996/08,美濃,1.5,0.36,23.2,27.0,9,1,7.98,-,-,-,26.88,-,-
40,基隆市,1996/08,基隆,9.6,0.81,20.4,47.0,28,10,17.5,2.52,0.35,2.17,28.24,-,-
41,新竹市,1996/08,新竹,3.9,0.74,16.2,34.0,28,10,18.47,2.84,0.26,2.58,28.27,-,-
42,嘉義市,1996/08,嘉義,3.1,0.67,23.7,39.0,18,4,14.9,2.53,0.33,2.2,28.42,-,-
43,宜蘭縣,1996/08,宜蘭,1.9,0.5,20.6,36.0,15,3,12.05,-,-,-,28.38,-,-
44,宜蘭縣,1996/08,冬山,3.8,0.63,11.3,43.0,20,8,11.98,3.37,0.18,3.19,28.31,-,-
45,桃園市,1996/08,桃園,16.9,0.88,19.9,55.0,37,12,25.42,2.49,0.45,2.04,28.22,-,-
46,桃園市,1996/08,中壢,8.7,1.56,-,51.0,58,29,29.46,-,-,-,28.85,-,-
47,桃園市,1996/08,大園,7.0,0.54,21.5,40.0,27,10,17.16,-,-,-,-,-,-
48,桃園市,1996/08,龍潭,4.2,0.58,21.8,42.0,24,6,18.2,-,-,-,27.08,-,-
49,桃園市,1996/08,平鎮,6.0,0.73,19.3,49.0,27,8,19.67,2.62,0.42,2.2,28.15,-,-
50,桃園市,1996/08,觀音,7.7,0.37,25.3,42.0,19,5,13.77,2.32,0.17,2.15,28.43,-,-
51,新竹縣,1996/08,竹東,2.1,0.53,21.9,44.0,21,5,16.4,-,-,-,27.86,-,-
52,新竹縣,1996/08,湖口,5.0,0.55,20.1,41.0,27,10,16.96,-,-,-,29.05,-,-
53,苗栗縣,1996/08,苗栗,3.6,0.49,16.5,35.0,23,5,17.49,-,-,-,28.45,-,-
54,苗栗縣,1996/08,頭份,12.0,-,-,45.0,35,14,21.36,2.67,0.31,2.36,28.59,-,-
55,苗栗縣,1996/08,三義,2.6,0.33,22.6,39.0,16,5,10.51,2.45,0.2,2.25,25.23,-,-
56,彰化縣,1996/08,彰化,1.0,0.62,17.2,-,-,-,-,2.17,0.49,1.68,28.8,-,-
57,彰化縣,1996/08,線西,2.2,-,-,25.0,12,3,8.71,2.23,0.08,2.15,28.87,-,-
58,彰化縣,1996/08,二林,1.2,0.35,22.6,43.0,10,2,8.19,-,-,-,28.19,-,-
59,南投縣,1996/08,南投,1.6,0.47,22.7,39.0,14,2,11.38,-,-,-,28.01,-,-
60,南投縣,1996/08,竹山,1.5,-,18.2,-,12,1,10.83,-,-,-,26.3,-,-
61,雲林縣,1996/08,斗六,3.3,0.59,17.4,33.0,13,2,10.48,-,-,-,28.02,-,-
62,雲林縣,1996/08,崙背,1.3,0.45,17.7,42.0,14,3,10.51,-,-,-,28.22,-,-
63,雲林縣,1996/08,臺西,0.7,0.13,29.2,28.0,6,1,5.11,-,-,-,28.28,-,-
64,嘉義縣,1996/08,朴子,1.8,0.4,19.3,37.0,10,2,8.61,-,-,-,28.56,-,-
65,嘉義縣,1996/08,新港,1.2,0.39,21.5,37.0,12,3,9.83,-,-,-,27.98,-,-
66,屏東縣,1996/08,屏東,3.7,0.7,19.5,40.0,18,3,15.22,2.58,0.24,2.34,28.6,-,-
67,屏東縣,1996/08,潮州,1.8,0.39,22.8,39.0,10,1,8.62,-,-,-,27.75,-,-
68,屏東縣,1996/08,恆春,0.3,0.2,21.0,16.0,0,0,0.27,-,-,-,27.67,-,-
69,臺東縣,1996/08,臺東,0.4,0.52,13.5,29.0,9,2,6.44,2.1,0.11,1.99,28.75,-,-
70,花蓮縣,1996/08,花蓮,0.5,0.53,12.1,28.0,13,4,9.11,2.07,0.14,1.93,28.35,-,-
,,,,,,,,,,,,,,,,
