序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/04,松山,3.9,0.65,419.09,35.6,71,34,38.32,7.89,30.43,2.337,0.237,2.101,21.57,64.97
2,臺北市,2011/04,古亭,3.3,0.65,-,39.4,76,43,32.67,5.68,26.99,2.212,0.211,2.001,21.9,69.1
3,臺北市,2011/04,中山,4.1,0.8,-,32.2,72,49,45.15,10.56,34.59,2.338,0.293,2.046,22.27,65.24
4,臺北市,2011/04,大同,4.6,1.67,-,-,77,50,82.09,37.95,44.14,2.813,0.644,2.169,-,-
5,臺北市,2011/04,萬華,3.3,0.71,-,34.0,71,43,38.29,6.61,31.68,-,-,-,21.82,65.46
6,臺北市,2011/04,陽明,2.9,0.24,399.01,59.9,40,27,5.95,1.06,4.89,-,-,-,15.88,86.6
7,臺北市,2011/04,士林,2.9,0.52,-,44.2,66,38,24.54,3.8,20.74,-,-,-,21.89,64.8
8,新北市,2011/04,板橋,5.5,0.71,-,36.7,77,50,34.67,5.64,29.03,2.467,0.374,2.093,22.45,62.77
9,新北市,2011/04,三重,3.9,1.79,-,-,82,49,129.82,75.77,54.05,2.836,0.782,2.054,21.79,63.46
10,新北市,2011/04,菜寮,4.4,0.71,-,38.8,74,42,33.62,6.27,27.36,-,-,-,22.09,64.57
11,新北市,2011/04,永和,3.6,1.01,-,34.8,72,45,43.76,14.09,29.67,2.174,0.412,1.762,21.76,64.79
12,新北市,2011/04,新莊,6.6,0.66,-,38.2,75,48,35.09,6.82,28.27,-,-,-,22.3,65.92
13,新北市,2011/04,新店,3.0,0.45,-,45.6,62,35,18.07,2.11,15.96,-,-,-,21.79,70.65
14,新北市,2011/04,淡水,3.3,0.48,-,41.1,61,38,19.89,3.13,16.75,-,-,-,-,-
15,新北市,2011/04,汐止,4.7,0.53,-,36.6,67,41,35.78,9.86,25.92,-,-,-,21.23,76.81
16,新北市,2011/04,土城,5.2,0.67,-,38.4,80,48,35.52,9.53,25.99,2.355,0.321,2.034,21.85,68.19
17,新北市,2011/04,林口,4.8,0.46,-,45.5,75,40,22.59,2.89,19.7,-,-,-,20.32,72.61
18,新北市,2011/04,萬里,2.9,0.32,-,51.9,63,29,10.62,1.82,8.8,-,-,-,20.35,82.13
19,臺中市,2011/04,西屯,4.0,0.51,-,38.1,100,55,25.52,3.91,21.61,2.368,0.32,2.048,22.95,67.21
20,臺中市,2011/04,忠明,4.4,0.67,-,40.2,89,58,30.1,4.76,25.34,2.361,0.305,2.056,23.37,65.45
21,臺中市,2011/04,豐原,3.8,0.61,-,40.7,89,50,23.13,2.74,20.39,2.232,0.232,1.999,22.05,68.0
22,臺中市,2011/04,沙鹿,4.2,0.46,-,43.3,93,58,21.2,2.21,18.99,-,-,-,22.14,68.75
