序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
36,高雄市,2009/06,仁武,6.2,0.32,-,24.2,40,31,17.71,3.9,13.81,1.921,0.124,1.8,29.2,75.75
37,高雄市,2009/06,橋頭,4.7,0.28,-,27.4,47,23,15.77,3.23,12.55,-,-,-,28.73,75.84
38,高雄市,2009/06,美濃,2.5,0.24,-,34.0,46,25,8.21,1.87,6.34,-,-,-,28.81,81.79
39,基隆市,2009/06,基隆,3.4,0.46,-,23.6,33,23,20.97,4.76,16.21,1.85,0.171,1.68,27.5,76.02
40,新竹市,2009/06,新竹,2.6,0.44,-,28.5,37,25,18.49,3.02,15.46,2.043,0.18,1.862,28.7,73.15
41,嘉義市,2009/06,嘉義,3.0,0.29,-,30.5,44,27,11.84,1.25,10.57,1.982,0.121,1.861,28.47,71.7
42,宜蘭縣,2009/06,宜蘭,2.8,0.31,404.0,31.9,42,19,9.18,1.39,7.78,-,-,-,28.09,78.08
43,宜蘭縣,2009/06,冬山,3.2,0.41,-,27.0,42,20,14.56,3.66,10.9,-,-,-,27.55,79.65
44,桃園市,2009/06,桃園,13.0,0.56,-,26.8,58,33,28.82,5.53,23.29,2.14,0.289,1.851,28.51,74.72
45,桃園市,2009/06,中壢,6.3,1.26,-,21.8,64,34,50.26,23.33,26.94,2.567,0.575,1.992,27.52,79.25
46,桃園市,2009/06,大園,5.1,0.35,-,28.2,40,29,20.47,3.83,16.63,-,-,-,28.53,72.71
47,桃園市,2009/06,龍潭,3.4,0.4,-,32.4,51,25,19.64,3.47,16.17,-,-,-,26.56,81.16
48,桃園市,2009/06,平鎮,5.3,0.4,-,28.2,57,20,23.01,3.9,19.11,-,-,-,27.95,72.67
49,桃園市,2009/06,觀音,4.3,0.27,-,30.5,51,23,14.37,2.4,11.96,-,-,-,28.09,78.05
50,新竹縣,2009/06,竹東,2.9,0.31,-,31.2,40,23,10.68,1.76,8.91,-,-,-,27.61,73.68
51,新竹縣,2009/06,湖口,3.9,0.28,-,30.6,40,25,15.19,3.27,11.92,-,-,-,27.56,72.73
52,苗栗縣,2009/06,苗栗,3.4,0.36,-,30.9,35,24,15.73,2.69,13.04,-,-,-,28.64,70.52
53,苗栗縣,2009/06,頭份,3.8,0.29,-,29.1,41,22,14.85,2.4,12.45,-,-,-,27.85,75.12
54,苗栗縣,2009/06,三義,2.8,0.25,-,35.2,44,22,11.53,1.59,9.91,-,-,-,25.48,80.98
55,彰化縣,2009/06,彰化,2.9,0.36,-,27.0,47,31,20.6,5.0,15.6,1.986,0.135,1.851,28.99,70.39
56,彰化縣,2009/06,線西,3.3,0.24,-,33.1,40,25,10.51,1.89,8.6,-,-,-,28.7,76.29
57,彰化縣,2009/06,二林,2.0,0.19,-,28.5,41,31,9.43,1.61,7.82,-,-,-,28.42,75.75
58,南投縣,2009/06,南投,2.9,0.38,-,31.3,41,24,14.49,2.37,12.12,-,-,-,28.13,73.07
59,南投縣,2009/06,埔里,3.0,0.31,-,34.9,37,26,11.07,1.76,9.31,-,-,-,26.27,73.7
60,南投縣,2009/06,竹山,2.2,0.26,-,32.3,37,25,10.1,1.8,8.31,-,-,-,27.21,78.71
61,雲林縣,2009/06,斗六,2.7,0.32,-,31.7,48,30,14.5,2.84,11.66,-,-,-,28.86,72.12
62,雲林縣,2009/06,崙背,2.8,0.19,-,29.2,48,35,9.57,3.5,6.08,-,-,-,27.51,78.88
63,雲林縣,2009/06,臺西,3.7,0.14,-,32.1,44,24,9.98,2.74,7.23,-,-,-,28.3,81.22
64,嘉義縣,2009/06,朴子,3.0,0.28,-,31.3,57,27,10.26,1.7,8.54,-,-,-,28.35,75.95
65,嘉義縣,2009/06,新港,2.8,0.24,-,31.1,53,31,12.47,2.91,9.56,-,-,-,28.07,71.15
66,屏東縣,2009/06,屏東,3.3,0.41,-,28.8,48,25,13.45,2.14,11.31,2.045,0.159,1.885,28.81,72.91
67,屏東縣,2009/06,潮州,3.2,0.19,-,28.9,43,21,8.1,2.06,6.04,-,-,-,28.42,76.89
68,屏東縣,2009/06,恆春,1.6,0.1,376.23,31.2,25,11,3.5,1.68,1.82,-,-,-,28.66,78.6
69,臺東縣,2009/06,臺東,1.5,0.32,-,26.1,25,13,7.77,2.81,4.96,-,-,-,28.82,75.97
70,臺東縣,2009/06,關山,2.1,-,-,23.7,30,14,4.95,1.56,3.39,-,-,-,27.6,75.13
71,花蓮縣,2009/06,花蓮,2.3,0.36,-,22.2,33,22,10.88,2.43,8.44,-,-,-,28.01,81.42
72,澎湖縣,2009/06,馬公,2.6,0.23,-,34.6,31,16,7.73,1.7,6.02,-,-,-,27.9,79.64
73,金門縣,2009/06,金門,4.3,0.3,-,31.9,45,21,11.39,2.74,8.64,-,-,-,26.76,85.8
74,連江縣,2009/06,馬祖,2.8,0.27,-,43.1,40,23,6.6,1.62,4.98,-,-,-,25.26,87.18
,,,,,,,,,,,,,,,,,
