序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2009/06,松山,3.7,0.64,410.55,26.5,46,30,32.55,7.97,24.58,2.183,0.261,1.922,28.21,69.87
2,臺北市,2009/06,古亭,3.3,0.72,-,25.9,51,30,34.15,9.81,24.33,2.162,0.262,1.9,28.48,75.12
3,臺北市,2009/06,中山,4.1,0.87,-,23.0,52,37,45.64,14.29,31.35,2.367,0.335,2.031,28.33,70.64
4,臺北市,2009/06,萬華,3.1,0.69,-,29.4,46,29,26.96,5.58,21.38,-,-,-,29.1,72.29
5,臺北市,2009/06,陽明,2.7,0.21,389.74,41.0,24,18,6.18,1.25,4.91,-,-,-,21.47,88.83
6,臺北市,2009/06,士林,3.6,0.51,-,31.7,55,25,23.89,4.7,19.19,-,-,-,28.33,71.91
7,新北市,2009/06,板橋,5.6,0.69,-,28.5,48,29,32.61,6.88,25.72,2.436,0.386,2.051,28.53,67.63
8,新北市,2009/06,三重,4.9,1.91,-,-,61,37,125.04,80.64,44.4,2.558,0.856,1.702,29.04,73.74
9,新北市,2009/06,菜寮,4.6,0.83,-,26.9,47,30,37.32,10.84,26.48,-,-,-,28.83,67.85
10,新北市,2009/06,永和,4.0,1.29,-,21.6,46,31,50.74,21.66,29.08,-,-,-,28.63,69.3
11,新北市,2009/06,新莊,9.2,0.62,-,26.9,46,31,31.52,7.0,24.52,-,-,-,27.97,70.69
12,新北市,2009/06,新店,2.7,0.45,-,31.8,37,22,20.3,3.21,17.09,-,-,-,27.73,76.84
13,新北市,2009/06,淡水,3.4,0.46,-,23.4,42,24,20.39,3.74,16.64,-,-,-,-,-
14,新北市,2009/06,汐止,3.9,0.5,-,27.7,43,27,27.19,7.25,19.94,-,-,-,27.75,79.65
15,新北市,2009/06,土城,4.7,0.59,-,29.7,47,28,31.79,8.74,23.05,2.278,0.321,1.957,28.4,73.69
16,新北市,2009/06,林口,4.6,0.39,-,27.1,45,27,24.08,4.23,19.85,-,-,-,26.99,74.76
17,新北市,2009/06,萬里,2.9,0.27,-,32.5,41,22,11.27,1.82,9.44,-,-,-,26.47,83.38
18,臺中市,2009/06,西屯,3.7,0.34,-,29.5,59,30,20.06,4.34,15.71,2.009,0.211,1.799,27.65,69.72
19,臺中市,2009/06,忠明,3.6,0.5,-,30.3,46,30,23.34,4.13,19.21,1.875,0.231,1.644,27.9,72.7
20,臺中市,2009/06,豐原,3.4,0.45,-,32.3,49,26,15.77,1.76,14.0,1.868,0.17,1.698,27.96,74.02
21,臺中市,2009/06,沙鹿,4.0,0.33,-,31.1,36,23,16.02,2.25,13.75,-,-,-,27.48,75.31
22,臺中市,2009/06,大里,2.5,0.42,416.71,31.7,47,32,16.51,2.6,13.91,1.763,0.212,1.551,29.28,72.77
23,臺南市,2009/06,新營,3.1,0.28,-,30.3,49,24,12.04,2.68,9.36,2.095,0.089,2.006,28.66,76.52
24,臺南市,2009/06,善化,4.0,0.22,402.64,30.7,45,22,11.61,3.0,8.61,-,-,-,27.67,76.32
25,臺南市,2009/06,安南,3.7,0.29,-,29.9,48,25,14.54,3.37,11.17,1.839,0.17,1.669,29.05,74.65
26,臺南市,2009/06,臺南,4.2,0.33,-,32.1,39,32,14.79,2.36,12.43,1.847,0.16,1.688,28.65,77.17
27,高雄市,2009/06,左營,5.6,0.37,-,28.3,41,26,16.77,3.6,13.17,1.657,0.153,1.504,28.93,75.61
28,高雄市,2009/06,楠梓,6.9,0.32,-,26.8,50,27,19.53,5.4,14.15,1.766,0.216,1.55,29.16,73.63
29,高雄市,2009/06,前金,5.8,0.36,-,28.5,47,29,16.88,5.4,11.48,1.948,0.151,1.798,29.36,73.03
30,高雄市,2009/06,前鎮,7.6,0.36,-,24.5,45,24,22.7,5.35,17.35,-,-,-,29.37,75.25
31,高雄市,2009/06,復興,7.5,0.51,-,26.2,38,24,23.27,5.1,18.16,-,-,-,28.48,80.12
32,高雄市,2009/06,小港,10.7,0.35,-,24.5,52,32,21.93,6.47,15.47,1.756,0.164,1.598,29.61,73.87
33,高雄市,2009/06,鳳山,5.4,0.5,-,26.5,55,28,18.44,5.8,12.71,1.926,0.209,1.72,28.9,75.64
34,高雄市,2009/06,林園,3.3,0.19,-,31.1,54,24,7.86,1.08,6.74,1.869,0.045,1.823,28.82,81.55
35,高雄市,2009/06,大寮,3.2,0.26,-,29.3,44,26,11.72,1.9,9.83,-,-,-,28.45,79.17
